DATA_SET_NAME,MAE,MSE,RMSE
D-spain_reservoir,0.08182420461976853,0.009701601049760998,0.09849670578126457
D_-_spain_fossilhardcoal,0.15188204091454888,0.036299605774853694,0.19052455425706602
D_-_spain_fossilbrowncoal,0.2771938526667563,0.11626239923675902,0.34097272506281057
D-spain_river,0.07837199484478607,0.011603589350051936,0.10771995799317755
D_-_spain_fossilgas,0.1597231471016964,0.04000449886868447,0.20001124685548177
D-spain_wind_onshore,0.11854155358030029,0.021930362753989522,0.14808903657593805
D-spain_solar,0.23528064339715854,0.08346610664383058,0.2889050131857019
D-spain_other,0.13713384457457237,0.05406026624665183,0.23250863692915114
D-spain_hydroconsump,0.15415695735412605,0.030614934191517652,0.1749712381836445
D-spain_other_ren,0.09769135172091165,0.013317282003154417,0.1154005286086438
D-spain_nuclear,0.14766451002967387,0.028622546002989285,0.16918199077617357
D_-_spain_biomass,0.08084690793339426,0.009411516358405224,0.0970129700524895
D-spain_waste,0.08143506243161633,0.009686923920766286,0.09842217189620582
D_-_spain_fossiloil,0.1308070244334947,0.021283321831734064,0.14588804554086693
