DATA_SET_NAME,MAE,MSE,RMSE
D-dep-93,0.05524776103616208,0.004107165713037191,0.06408717276520468
D-dep_02,0.07637424878092354,0.0086285024232942,0.09288973260427763
D-dep-91,0.05354954671098673,0.0044826186873404925,0.06695236132759241
D-dep-95,0.07620588373977262,0.007810145173518419,0.08837502573418816
D-dep-78,0.05802276228717865,0.004980146496973358,0.07057015301792506
D-dep_09,0.12809777774690884,0.02693945678812789,0.1641324367336569
D-dep-94,0.04783683991787216,0.003406386284898244,0.05836425519869369
D-dep-74,0.057722944866761744,0.005532146992779205,0.07437840407523683
D-dep_06,0.06636134351363315,0.007017743267628851,0.08377197184995022
D-dep_04,0.10687500000000001,0.018997131060469446,0.1378300803905644
D-dep_07,0.08573004710786432,0.012909942825333984,0.11362192933291523
D-dep-92,0.042213950119846314,0.0025913933252892933,0.05090572978839704
D-dep-90,0.11230496854905922,0.01845370660400181,0.13584442058473292
D-dep_08,0.12588230353870256,0.02415248680056437,0.1554107036228984
D-dep-77,0.06300507175479128,0.006038457665576919,0.07770751357222105
D-dep-75,0.062420399742422056,0.005069738698637444,0.07120209757189351
