DATA_SET_NAME,Method,MAE,MSE,RMSE
D-dep-93,Prophet Method,0.046951337523100406,0.00384914810261034,0.0620415030653702
D-dep_02,Prophet Method,0.07368754201624536,0.008422473287276529,0.09177403384006028
D-dep-91,Prophet Method,0.05888157245606247,0.005296560594753111,0.07277747312701308
D-dep-95,Prophet Method,0.0655707220971607,0.006314219225324379,0.07946206154715833
D-dep-78,Prophet Method,0.05864115094927296,0.005282967667406991,0.07268402621901865
D-dep_09,Prophet Method,0.13323087535582614,0.028312549556066737,0.1682633339621759
D-dep-94,Prophet Method,0.04076125919238151,0.002710616180134162,0.052063578249426555
D-dep-74,Prophet Method,0.0626307339479814,0.0064764377251184365,0.08047631779050553
D-dep_06,Prophet Method,0.08240280225357945,0.01008970383808889,0.10044751782940627
D-dep_04,Prophet Method,0.12171560373203723,0.022792917933720406,0.1509732358192021
D-dep_07,Prophet Method,0.0897764435614316,0.013808275990442454,0.11750862091966893
D-dep-92,Prophet Method,0.05300947939700654,0.004208190845527019,0.0648705699491458
D-dep-90,Prophet Method,0.09900797428858694,0.015712072797524845,0.1253478073103987
D-dep_08,Prophet Method,0.12818878945079665,0.025014989379250098,0.15816127648463799
D-dep-77,Prophet Method,0.06532491585027027,0.006501399867323006,0.08063125862420235
D-dep-75,Prophet Method,0.03668046797709891,0.0019754980429434396,0.04444657515426177
