DATA_SET_NAME,MAE,MSE,RMSE
D-spain_reservoir,0.07799945569765647,0.008562621148124075,0.09253443222997629
D_-_spain_fossilhardcoal,0.15916012276136485,0.03722079850581177,0.19292692530025912
D_-_spain_fossilbrowncoal,0.251934351857955,0.08815059820763073,0.29690166420488573
D-spain_river,0.17858155757146743,0.03993749294561188,0.19984367126734806
D_-_spain_fossilgas,0.1314769804403857,0.026817076591049843,0.16375920307283448
D-spain_wind_onshore,0.13058985421645314,0.023973573015361647,0.15483401762972387
D-spain_solar,0.23734793551058317,0.06850601063131449,0.26173652903504796
D-spain_other,0.14707793970294256,0.042434288626836195,0.20599584613976127
D-spain_hydroconsump,0.08710685693142535,0.010844731109520066,0.10413803872514628
D-spain_other_ren,0.11034729273663027,0.016734866810543682,0.12936331323270783
D-spain_nuclear,0.11805855656002741,0.016544110117467415,0.1286239095870881
D_-_spain_biomass,0.09710737902494354,0.012343546051383637,0.11110151237217088
D-spain_waste,0.07745934900591336,0.009154398282854274,0.09567861977920811
D_-_spain_fossiloil,0.13567226072771316,0.02295269360996916,0.15150146405223008
