DATA_SET_NAME,MAE,MSE,RMSE
D-dep-93,0.04399848436842038,0.00279105031105171,0.05283039192597108
D-dep_02,0.09874922194488445,0.01456476720912532,0.12068457734576246
D-dep-91,0.050550855738037775,0.004098543828204175,0.06401987057316014
D-dep-95,0.09183531345873472,0.011345424690233547,0.10651490360617873
D-dep-78,0.07312724666909991,0.007691554569866167,0.08770150836710944
D-dep_09,0.1324808853425827,0.028049874557850227,0.1674809677481302
D-dep-94,0.05834963701012314,0.004811741676020951,0.06936671879237874
D-dep-74,0.05350316419783126,0.005060256760883503,0.0711354817294682
D-dep_06,0.07132989298346734,0.008259371973388406,0.09088108699497606
D-dep_04,0.1088727947104094,0.0195641585715796,0.13987193632598213
D-dep_07,0.10360850172946304,0.016677538998743857,0.12914154636964767
D-dep-92,0.032353216463356496,0.001778223767358765,0.04216899058975404
D-dep-90,0.1807299312243581,0.05352760645583064,0.23136033898624597
D-dep_08,0.12685323825517317,0.024800711224071462,0.15748241560273155
D-dep-77,0.09741585022410632,0.013433241449979023,0.11590186128781117
D-dep-75,0.03091289809359544,0.0015668499061562357,0.039583454954769115
