DATA_SET_NAME,MAE,MSE,RMSE
D-spain_reservoir,0.05290037657195017,0.005172115611381945,0.07191742216863689
D_-_spain_fossilhardcoal,0.0798322745904588,0.008560536847389357,0.09252316924635341
D_-_spain_fossilbrowncoal,0.15233263635373645,0.03343919511930362,0.18286387045915772
D-spain_river,0.08761782156375712,0.008996706629480718,0.09485097063014547
D_-_spain_fossilgas,0.11960464176269148,0.022467972153059155,0.14989320249117088
D-spain_wind_onshore,0.118037082104237,0.018465262998384874,0.13588694933062878
D-spain_solar,0.2088002187899865,0.059237737476735365,0.24338803889413993
D-spain_other,0.03474089826162465,0.001494269225206786,0.03865577867805519
D-spain_hydroconsump,0.07585734942785069,0.007443093679857517,0.08627336599355283
D-spain_other_ren,0.07104799780237182,0.006732084962510395,0.08204928374160493
D-spain_nuclear,0.07979200856437921,0.01230422913248615,0.11092442982718527
D_-_spain_biomass,0.08329743077563323,0.008130944604254814,0.0901717505888336
D-spain_waste,0.07574886037437387,0.008793392515471269,0.09377309057224929
D_-_spain_fossiloil,0.027622338138673385,0.0013553072797332882,0.036814498227373524
