DATA_SET_NAME,Method,MAE,MSE,RMSE
D-R031,Naive Method,0.07777777777777778,0.007870370370370371,0.08871510790372952
D-N02BE1,Naive Method,0.2105039637599094,0.06403230166130343,0.25304604652375706
D-N02BE2,Naive Method,0.044192546583850925,0.003029792446279078,0.055043550451247945
D-N02BA2,Naive Method,0.13542319745820108,0.022018651535226346,0.14838683073381662
D-R032,Naive Method,0.06666666666666667,0.006716049382716052,0.0819515062870479
D-N05B1,Naive Method,0.09767441860465116,0.013304488912925908,0.11534508621057903
D-N02BA1,Naive Method,0.10500000000000001,0.022037109375,0.1484490127114357
D-N05B2,Naive Method,0.05106382979033823,0.0040576121807207825,0.06369938917070385
