DATA_SET_NAME,Method,MAE,MSE,RMSE
D-dep-93,Naive Method,0.09903846153846155,0.01143676035502959,0.10694279010307142
D-dep_02,Naive Method,0.14250000000000002,0.025937499999999995,0.16105123408406405
D-dep-91,Naive Method,0.026666666666666672,0.0014577777777777779,0.03818085616873694
D-dep-95,Naive Method,0.04556962025316455,0.002884153180580034,0.05370431249518081
D-dep-78,Naive Method,0.05555555555555556,0.005516975308641975,0.07427634420622743
D-dep_09,Naive Method,0.15333333333333335,0.037777777777777785,0.19436506316151003
D-dep-94,Naive Method,0.021238938053097352,0.0007831466833737967,0.02798475805458744
D-dep-74,Naive Method,0.06851851851851849,0.006687242798353905,0.08177556357710966
D-dep_06,Naive Method,0.07746478873239436,0.008351517556040466,0.09138663773244131
D-dep_04,Naive Method,0.08125,0.011328125,0.10643366478704
D-dep_07,Naive Method,0.07777777777777777,0.010562414266117969,0.10277360685564153
D-dep-92,Naive Method,0.06190476190476187,0.00443436633912824,0.06659103797905722
D-dep-90,Naive Method,0.10500000000000001,0.015250000000000003,0.12349089035228471
D-dep_08,Naive Method,0.15263157894736842,0.03961218836565097,0.1990281094862004
D-dep-77,Naive Method,0.06338028169014083,0.005852013489387025,0.07649845416338179
D-dep-75,Naive Method,0.09119496855345911,0.009236185277481112,0.09610507415054166
