DATA_SET_NAME,Method,MAE,MSE,RMSE
D-spain_reservoir,Naive Method,0.04523935327063299,0.003170697290842385,0.056308945034003126
D_-_spain_fossilhardcoal,Naive Method,0.1677377526530705,0.037501703407042265,0.19365356543849707
D_-_spain_fossilbrowncoal,Naive Method,0.35247368645331745,0.15069642180500908,0.3881963701594968
D-spain_river,Naive Method,0.030918533986560685,0.0011268329841180092,0.03356833305539626
D_-_spain_fossilgas,Naive Method,0.16785765403595676,0.038514068608493955,0.1962500155630413
D-spain_wind_onshore,Naive Method,0.06375991944296643,0.005566335163019587,0.07460787601198406
D-spain_solar,Naive Method,0.051282550814988004,0.004763632421634992,0.06901907288304437
D-spain_other,Naive Method,0.03027777777777777,0.0011339163237311385,0.03367367404562707
D-spain_hydroconsump,Naive Method,0.10042578557438472,0.011824030431190345,0.10873835768113452
D-spain_other_ren,Naive Method,0.07597765363128497,0.0074648497237913974,0.08639936182513965
D-spain_nuclear,Naive Method,0.08964069780875716,0.017552960933116497,0.13248758784549025
D_-_spain_biomass,Naive Method,0.0881101111699312,0.009056068666468072,0.09516337880964543
D-spain_waste,Naive Method,0.10241781179335537,0.018247283947617793,0.13508250792614784
D_-_spain_fossiloil,Naive Method,0.11251386028829405,0.014376121484914097,0.11990046490699732
