DATA_SET_NAME,Method,MAE,MSE,RMSE
D-dep-93,Prophet Method,0.02798045132844217,0.0016060001499822764,0.04007493169030081
D-dep_02,Prophet Method,0.08311020063610622,0.010123219309302859,0.10061421027520347
D-dep-91,Prophet Method,0.028474033957882533,0.0015419290980499243,0.03926740503330879
D-dep-95,Prophet Method,0.03860317742267423,0.0022931753012420766,0.047887109969615795
D-dep-78,Prophet Method,0.06435113119454976,0.005678903499306928,0.07535849984777383
D-dep_09,Prophet Method,0.1154890527521983,0.016964287957936204,0.13024702667599058
D-dep-94,Prophet Method,0.02756161188647427,0.0008821093526645212,0.029700325800646046
D-dep-74,Prophet Method,0.05383920537325317,0.004514454686559541,0.06718969181771517
D-dep_06,Prophet Method,0.07007116632081009,0.008060328948121,0.08977933474982425
D-dep_04,Prophet Method,0.060233313870846975,0.005244877919471891,0.07242152939196943
D-dep_07,Prophet Method,0.09641759837925931,0.014697014745798879,0.12123124492390103
D-dep-92,Prophet Method,0.019760838557756226,0.0005640041749465276,0.023748772072394137
D-dep-90,Prophet Method,0.10881958396504716,0.016903170851969164,0.13001219501250322
D-dep_08,Prophet Method,0.15179207555067087,0.03480314815380679,0.18655601880884679
D-dep-77,Prophet Method,0.05103448869030265,0.004764341592252556,0.06902421018927023
D-dep-75,Prophet Method,0.03390803802358423,0.0014798655032266651,0.03846902004505268
