DATA_SET_NAME,MAE,MSE,RMSE
D-dep-93,0.03686410502596919,0.001985856595331329,0.044562950927102316
D-dep_02,0.08024807378529189,0.009194912595144641,0.09589010686793838
D-dep-91,0.028813128070937794,0.00159467279047532,0.039933354360425576
D-dep-95,0.04024620231385567,0.0022459031018943316,0.04739096012842883
D-dep-78,0.06305117661056941,0.005347873409881489,0.07312915567597844
D-dep_09,0.103378491390158,0.015024927757304938,0.12257621203685867
D-dep-94,0.020304965408115133,0.0006031563086741369,0.024559240800035673
D-dep-74,0.05312906771365482,0.004526700831564439,0.06728076122907974
D-dep_06,0.06373676775584462,0.006478649914658812,0.08049006096816433
D-dep_04,0.06530434992974407,0.005101968312268197,0.07142806389835998
D-dep_07,0.06935156122663558,0.008657195748083596,0.09304405272817601
D-dep-92,0.02787409934963466,0.0011271231097901347,0.0335726541963863
D-dep-90,0.12069019214529839,0.019678063493690827,0.14027852114165884
D-dep_08,0.1464042936884163,0.02953943586568656,0.17187040427510072
D-dep-77,0.05005129971690268,0.004510507922672232,0.06716031508764854
D-dep-75,0.029722619197748556,0.0012446191207717485,0.03527915986487984
