DATA_SET_NAME,MAE,MSE,RMSE
M-data_Bahamas,0.06125642065332356,0.006073525555367395,0.07793282719988667
M-data_British_Virgin_Island,0.030782396283315666,0.0017395081147261525,0.041707410789045066
M-data_Bolivia,0.13952949458081948,0.03640343621214456,0.19079684539358757
M-data_Albania,0.035149330426767114,0.00178356125975428,0.04223223010633324
M-data_Baker_Island,0.0465620482387876,0.0035003416414500187,0.0591636851577893
M-data_Algeria,0.11834594060402732,0.016556578709164885,0.1286723696415236
M-data_Andorra,0.05860307828787812,0.004670100008427476,0.06833812997461575
M-data_Azerbaijan,0.02900461924014889,0.001017797957172847,0.03190294590116792
M-data_Belgium,0.05641044379918157,0.005156289701743935,0.07180730952865408
M-data_Burma,0.15011102411105753,0.025931072700391338,0.16103127863986966
M-data_Afghanistan,0.07508892464713635,0.008653487926050628,0.09302412550543342
M-data_Cameroon,0.1401665742399017,0.030255253409858445,0.17394037314510524
M-data_Armenia,0.03191266947102406,0.0013363549694759033,0.03655618920888641
M-data_Costa_Rica,0.05386527798890619,0.0036240991710106765,0.060200491451571025
M-data_Benin,0.4670941829623307,0.26508050303089986,0.5148596925676935
M-data_Bosnia_H,0.030995439755226305,0.0012243990389409446,0.03499141378882746
M-data_Botswana,0.1473220349096885,0.03275994630087746,0.18099708920553795
M-data_Antigua_Barbada,0.05311214766269209,0.004398741634751265,0.06632300984387896
M-data_Colombia,0.05357249626307921,0.003997560109124848,0.06322626123000512
