DATA_SET_NAME,MAE,MSE,RMSE
M-data_Bahamas,0.06384711396975223,0.006385499246755101,0.07990931889808035
M-data_British_Virgin_Island,0.02393312371902827,0.000776645659561474,0.027868363058519852
M-data_Bolivia,0.09450227079336158,0.017402806144643873,0.13191969581773555
M-data_Albania,0.04086784715139481,0.002135040876768024,0.04620650253771674
M-data_Baker_Island,0.05455944856060822,0.004912959615798719,0.07009250755821708
M-data_Algeria,0.035436941499821864,0.0021007461546687853,0.04583389744140013
M-data_Andorra,0.03919592059737848,0.0020793539196717523,0.045599933329685385
M-data_Azerbaijan,0.04696044354419358,0.002846158576496803,0.05334940090101109
M-data_Belgium,0.05017964370959924,0.0040209490392101215,0.06341095362167425
M-data_Burma,0.04353055515276989,0.003081442468120769,0.05551074191650449
M-data_Afghanistan,0.058242397095907616,0.003758245600081197,0.061304531643926595
M-data_Cameroon,0.06595114997516743,0.00638133366107665,0.07988325019099217
M-data_Armenia,0.04257027496633749,0.0022249457141170982,0.047169330227565226
M-data_Costa_Rica,0.0755525190218249,0.007977584357398681,0.08931732394893323
M-data_Benin,0.04686027630325882,0.0029993590512843856,0.0547664044034697
M-data_Bosnia_H,0.018791107018459145,0.0004557400751841409,0.021348069589172246
M-data_Botswana,0.03996224833491703,0.0022476478146858637,0.04740936420883393
M-data_Antigua_Barbada,0.048938302866832574,0.004229370059071978,0.0650336071510106
M-data_Colombia,0.08393118208289954,0.009383468252765126,0.09686830365380167
