MAE,MSE,RMSE
0.0538795849731223,0.008673160278041924,0.06348378171228627
0.29483677338662334,0.1359489337977274,0.3364457178713997
0.0826890782202937,0.012319259010958735,0.10003677483481724
0.10561665347866268,0.022928208799356337,0.12307496508468888
0.09853780008017435,0.017883296983067704,0.11932956624903969
