MAE,MSE,RMSE
0.22577923374440573,0.14277305190200196,0.2832221635280498
0.13710264591389587,0.031106317189401423,0.16320989242898198
0.12136594944079264,0.02684485107830399,0.1456440081004322
0.1615014782494508,0.04353657922601085,0.2022276256234774
0.12335752424962843,0.02937920700292153,0.16407625889208347
