MAE,MSE,RMSE
0.058803096247195014,0.010589192148244077,0.06786768980844649
0.09362550232238374,0.02390329249743852,0.11040545675154796
0.06371128434659895,0.0077439353967336385,0.07844681708639861
0.09468325712605599,0.015793593546205055,0.11006949459620465
0.09181748104496933,0.0134379269677897,0.10696392447476112
