MAE,MSE,RMSE
0.19008309312011706,0.0954090127815452,0.22418691543696634
0.05353621900282385,0.0052133448355563584,0.06746068044412817
0.07602885437805237,0.010423001314594381,0.09512057436822824
0.14172185416659852,0.03575137239016061,0.1777339760211948
0.10627015754534248,0.018966731879350225,0.1319477978984597
