MAE,MSE,RMSE
0.13215891109888045,0.062452350799079244,0.17703941780354038
0.24699431545846046,0.10395045207341569,0.303783696289516
0.11108784609187931,0.022047937153226598,0.1303030814888546
0.1483460292464529,0.04232795748201808,0.18418132817239208
0.15151749644206464,0.03650045613246801,0.1783249756781199
