MAE,MSE,RMSE
0.30506325275976887,0.19630776593735072,0.37670220105445534
0.056459374181287325,0.006334625963121085,0.0716995211064404
0.11690218655803615,0.02708827886820476,0.14770962604891127
0.22898028198985793,0.08241545007692268,0.2692316733864918
0.13251024650952403,0.03227105654711738,0.17098904142490387
