MAE,MSE,RMSE
0.10412216878015473,0.022024070523475367,0.11228948195595864
0.051814877177090754,0.0047048877912518995,0.06315689385204021
0.06446537299436608,0.008132551952789812,0.07884884539401972
0.09646542999752501,0.014436598698853166,0.11108080569093448
0.09153780106955273,0.011563111419734375,0.10270876155691759
