MAE,MSE,RMSE
0.25618163499736285,0.16624958755590613,0.3141287319901588
0.06590917161313377,0.008969164495549431,0.0834255202482127
0.10618574890046828,0.02250049577561701,0.13677374745333756
0.1789087924653896,0.05807969401578512,0.2312768466725355
0.12769074626464585,0.030886433249991376,0.1692719874389647
