MAE,MSE,RMSE
0.17275017216889238,0.09741305158686474,0.22691432206733264
0.2460522515842729,0.10406879880342369,0.296478393215638
0.1417878125332835,0.03483787417490836,0.16606924877940507
0.21774640654176777,0.08451733641513902,0.26512808361422985
0.1952147328529264,0.0648944905495429,0.23399800117056344
