DATA_SET_NAME,Method,MAE,MSE,RMSE
D-dep-93,Naive Method,0.08158653846153846,0.008890070266272192,0.0942871691497427
D-dep_02,Naive Method,0.10975,0.017556250000000002,0.1325
D-dep-91,Naive Method,0.06786666666666669,0.006933333333333336,0.08326663997864532
D-dep-95,Naive Method,0.05829113924050632,0.00531565454254126,0.07290853545738839
D-dep-78,Naive Method,0.0952083333333333,0.012828896604938266,0.11326471915357521
D-dep_09,Naive Method,0.16633333333333333,0.04628888888888889,0.21514852750806568
D-dep-94,Naive Method,0.05128318584070797,0.004020283499099382,0.06340570557212799
D-dep-74,Naive Method,0.05888888888888887,0.005953360768175582,0.07715802465185058
D-dep_06,Naive Method,0.11443661971830985,0.018078754215433444,0.13445725795000224
D-dep_04,Naive Method,0.110625,0.0203125,0.14252192813739226
D-dep_07,Naive Method,0.17944444444444446,0.04111796982167352,0.2027756637806261
D-dep-92,Naive Method,0.04071428571428571,0.0025056689342403625,0.050056657241972946
D-dep-90,Naive Method,0.09875000000000002,0.016137500000000006,0.12703346015912503
D-dep_08,Naive Method,0.14026315789473684,0.030789473684210523,0.17546929555968052
D-dep-77,Naive Method,0.07774647887323943,0.009131124776829994,0.09555691904216038
D-dep-75,Naive Method,0.05009433962264152,0.0037409517028598577,0.061163319913652966
