DATA_SET_NAME,MAE,MSE,RMSE
D-ZEC_USDT,0.3463886787881657,0.16426212120663494,0.40529263650680225
D-ltc,0.1171911286455125,0.021374200252906927,0.1461991800692019
D-ETC_USDT,0.11058264832632977,0.029510493418310704,0.17178618517887492
D-TRX_USDT,0.36475648121610915,0.171418581743331,0.41402727173862713
D-bitcoin,0.18141668266694072,0.04316578001981736,0.20776376012148354
D-eos,0.06448514755850492,0.0076396609284850635,0.0874051539011577
D-neo,0.0221967327504286,0.0008588726245301817,0.02930652870147165
D-eth,0.027911837985151285,0.0011346301787344977,0.03368427197869204
D-link,0.18818611103215577,0.05514802535931389,0.23483616705974802
D-bnb,0.3159608029450483,0.13482043990642173,0.3671790297748793
D-ADA_USDT,0.2041049957094951,0.059407946261770726,0.2437374535473995
D-xrp,0.13690464715072898,0.037393531061840825,0.1933740702934104
D-XLM_USDT,0.29801996015537363,0.22111422838487305,0.4702278473090179
