DATA_SET_NAME,Method,MAE,MSE,RMSE
D-spain_reservoir,Prophet Method,0.1600721863986087,0.03734922199971948,0.19325946807263927
D_-_spain_fossilhardcoal,Prophet Method,0.2586671529273619,0.08830900387889574,0.2971683090083728
D_-_spain_fossilbrowncoal,Prophet Method,0.30180441916176226,0.14184745292911302,0.3766264102915687
D-spain_river,Prophet Method,0.12023218040950719,0.02983202649021941,0.1727195023447538
D_-_spain_fossilgas,Prophet Method,0.16013262061444195,0.03938265807504563,0.1984506439270118
D-spain_wind_onshore,Prophet Method,0.14093326555083405,0.03165108986797315,0.177907531791021
D-spain_solar,Prophet Method,0.18515119221924625,0.04580139244678076,0.21401259880385726
D-spain_other,Prophet Method,0.20864681879485297,0.05266719591305554,0.2294933461193495
D-spain_hydroconsump,Prophet Method,0.0977246805124447,0.023335522750444353,0.15275968954683153
D-spain_other_ren,Prophet Method,0.12597670477959644,0.02401082864800476,0.15495427921811247
D-spain_nuclear,Prophet Method,0.12051693098235212,0.024473574505749635,0.15644032250589882
D_-_spain_biomass,Prophet Method,0.1288462138201231,0.022660114535972484,0.1505327689772977
D-spain_waste,Prophet Method,0.11691956413952123,0.021596169663298425,0.14695635291915224
D_-_spain_fossiloil,Prophet Method,0.15520893986169546,0.031675819926148346,0.1779770207811906
