DATA_SET_NAME,Method,MAE,MSE,RMSE
M-data_Bahamas,Prophet Method,0.058689089307969095,0.0063603433866970096,0.07975176102567899
M-data_British_Virgin_Island,Prophet Method,0.061846012595361745,0.006342512963817557,0.07963989555378358
M-data_Bolivia,Prophet Method,0.0721576594545577,0.008523129323276882,0.09232079572489008
M-data_Albania,Prophet Method,0.042035704383359705,0.0028177480599529243,0.05308246471249168
M-data_Baker_Island,Prophet Method,0.03856650801353057,0.0025332655193485826,0.050331555900335355
M-data_Algeria,Prophet Method,0.037275340882136826,0.0021264254434843603,0.046113180799901024
M-data_Andorra,Prophet Method,0.06404961754419349,0.006007133321341165,0.07750569863784962
M-data_Azerbaijan,Prophet Method,0.03693627391600057,0.0023168670750261934,0.04813384542113993
M-data_Belgium,Prophet Method,0.053087513949163834,0.004722481554573657,0.0687203139877406
M-data_Burma,Prophet Method,0.040739031797529586,0.0028446038309135695,0.05333482756054968
M-data_Afghanistan,Prophet Method,0.03406129194718517,0.0020616403745886934,0.0454052901608248
M-data_Cameroon,Prophet Method,0.07054766742769114,0.008503816689351053,0.09221614115409
M-data_Armenia,Prophet Method,0.04005380165938313,0.002592446015000575,0.05091606833800676
M-data_Costa_Rica,Prophet Method,0.06770288115554748,0.007386133520287708,0.0859426176020239
M-data_Benin,Prophet Method,0.07001286464800911,0.007968346019416327,0.0892655925842445
M-data_Bosnia_H,Prophet Method,0.01695407123543184,0.0004953389037970714,0.022256210454546645
M-data_Botswana,Prophet Method,0.05204779273898716,0.004268225363291022,0.06533165667033879
M-data_Antigua_Barbada,Prophet Method,0.06828773293418536,0.007001822135150547,0.08367689128517232
M-data_Colombia,Prophet Method,0.11665249609619735,0.022698560675150706,0.1506604150901978
