DATA_SET_NAME,MAE,MSE,RMSE
D-dep-93,0.08888221253111003,0.01049273082187709,0.10243403156118132
D-dep_02,0.0943616541213786,0.013405589829844099,0.115782510897994
D-dep-91,0.06718268609673583,0.006790644544468543,0.08240536720668468
D-dep-95,0.07448014315935775,0.0077154092298967435,0.08783740222648176
D-dep-78,0.06799452885155548,0.0069086128017406415,0.0831180654355035
D-dep_09,0.13583166666458674,0.029673729166570552,0.1722606431155142
D-dep-94,0.05083480374669426,0.003966614253033255,0.06298106265404907
D-dep-74,0.060033982937443435,0.005907900164326412,0.07686286596482343
D-dep_06,0.13230663357257413,0.02317678443920167,0.1522392342308699
D-dep_04,0.11502121331496146,0.020939050211652294,0.1447033179013263
D-dep_07,0.12318062238991173,0.02135373669099356,0.14612917809593523
D-dep-92,0.04465658674504366,0.002833864530326338,0.05323405423529508
D-dep-90,0.10664506986400316,0.017162612023455166,0.13100615261679568
D-dep_08,0.1172305898808873,0.02083303841289505,0.14433654565942422
D-dep-77,0.1222833602470382,0.02123204994198532,0.14571221617278807
D-dep-75,0.05185066372916993,0.003960185962160089,0.06293000843921832
