unix,ds,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount,Value
1.57144E+12,2019-10-19,LINK/USDT,2.3521,2.391,2.2914,2.3521,4513732.32,10576298.59,19706,2.3412
1.57153E+12,2019-10-20,LINK/USDT,2.3513,2.451,2.278,2.4444,4491335.27,10590364.06,22436,2.3645
1.57162E+12,2019-10-21,LINK/USDT,2.4443,2.69,2.4347,2.6223,11337672.86,29229981.87,52727,2.56235
1.5717E+12,2019-10-22,LINK/USDT,2.6216,2.8178,2.5619,2.6074,11209530.78,30378844.91,57438,2.68985
1.57179E+12,2019-10-23,LINK/USDT,2.6073,2.684,2.3717,2.6055,14101549.77,35925377.4,69350,2.52785
1.57188E+12,2019-10-24,LINK/USDT,2.6071,2.7748,2.602,2.72,9751557.57,26208747.16,55785,2.6884
1.57196E+12,2019-10-25,LINK/USDT,2.7201,3.0063,2.6165,2.8374,14004511.97,39183456.52,69140,2.8114
1.57205E+12,2019-10-26,LINK/USDT,2.8374,2.9977,2.664,2.7348,13344088.09,37577155.69,71109,2.83085
1.57213E+12,2019-10-27,LINK/USDT,2.7323,2.762,2.6511,2.6646,5974202.16,16107491.7,37703,2.70655
1.57222E+12,2019-10-28,LINK/USDT,2.6707,2.8859,2.66,2.6611,7839146.77,21718242.28,46631,2.77295
1.57231E+12,2019-10-29,LINK/USDT,2.6601,2.769,2.6321,2.662,3559236.65,9594968.284,23066,2.70055
1.57239E+12,2019-10-30,LINK/USDT,2.661,2.6768,2.5107,2.6093,3975481.96,10291062.33,25034,2.59375
1.57248E+12,2019-10-31,LINK/USDT,2.6044,2.7573,2.5365,2.7219,4136829.05,10990946.47,26574,2.6469
1.57257E+12,2019-11-01,LINK/USDT,2.7233,2.7952,2.6428,2.7091,3786813.42,10249112.16,23310,2.719
1.57265E+12,2019-11-02,LINK/USDT,2.7092,2.7399,2.6828,2.6973,1945703.47,5268003.219,12497,2.71135
1.57274E+12,2019-11-03,LINK/USDT,2.7015,2.7104,2.6202,2.6605,1676754.85,4469114.694,11434,2.6653
1.57283E+12,2019-11-04,LINK/USDT,2.6594,2.73,2.6267,2.6746,2315985.74,6212035.896,16273,2.67835
1.57291E+12,2019-11-05,LINK/USDT,2.6746,2.6947,2.6322,2.6746,1985221.73,5293153.907,14031,2.66345
1.573E+12,2019-11-06,LINK/USDT,2.6743,2.82,2.6479,2.7448,3174248.63,8633537.382,23369,2.73395
1.57308E+12,2019-11-07,LINK/USDT,2.7446,2.7549,2.6022,2.6757,3498869.77,9378925.727,22454,2.67855
1.57317E+12,2019-11-08,LINK/USDT,2.6758,2.7333,2.621,2.71,2932879.67,7872219.383,23387,2.67715
1.57326E+12,2019-11-09,LINK/USDT,2.7091,2.8497,2.7031,2.8009,4656993.44,12964192.97,33961,2.7764
1.57334E+12,2019-11-10,LINK/USDT,2.8008,2.837,2.7362,2.777,2619550.08,7305469.525,19449,2.7866
1.57343E+12,2019-11-11,LINK/USDT,2.7773,2.7777,2.6655,2.744,2141763.75,5828171.104,16052,2.7216
1.57352E+12,2019-11-12,LINK/USDT,2.7438,2.8733,2.7311,2.8152,3219733,9014693.334,22541,2.8022
1.5736E+12,2019-11-13,LINK/USDT,2.8177,3.0894,2.7851,3.02,6541016.76,19407023.3,38592,2.93725
1.57369E+12,2019-11-14,LINK/USDT,3.0189,3.16,2.9666,3.039,6594266.26,20357505.65,45504,3.0633
1.57378E+12,2019-11-15,LINK/USDT,3.037,3.07,2.797,3.0389,5650698.64,16687015.25,38836,2.9335
1.57386E+12,2019-11-16,LINK/USDT,3.0372,3.0435,2.9115,2.9894,1973143.82,5875410.749,18613,2.9775
1.57395E+12,2019-11-17,LINK/USDT,2.9893,2.9894,2.8644,2.91,1638489.88,4777241.256,16371,2.9269
1.57404E+12,2019-11-18,LINK/USDT,2.91,2.961,2.6977,2.7885,3495345.66,9896687.157,26345,2.82935
1.57412E+12,2019-11-19,LINK/USDT,2.7886,2.8069,2.58,2.7255,4538639.68,12210133.55,30645,2.69345
1.57421E+12,2019-11-20,LINK/USDT,2.7279,2.7957,2.63,2.6982,3588766.35,9788974.061,23815,2.71285
1.57429E+12,2019-11-21,LINK/USDT,2.6983,2.7153,2.471,2.5456,4566589.41,11822351.34,26547,2.59315
1.57438E+12,2019-11-22,LINK/USDT,2.5456,2.5952,2.1,2.3466,10793729.34,25155731.54,58641,2.3476
1.57447E+12,2019-11-23,LINK/USDT,2.3434,2.4621,2.2604,2.4266,4841617.12,11394019.12,32856,2.36125
1.57455E+12,2019-11-24,LINK/USDT,2.4272,2.4533,2.2,2.2216,4491218.33,10364009.31,29752,2.32665
1.57464E+12,2019-11-25,LINK/USDT,2.2218,2.3976,2.02,2.2523,8169446.39,18067328.57,40360,2.2088
1.57473E+12,2019-11-26,LINK/USDT,2.2554,2.3578,2.1459,2.2424,7541215.92,16895075.12,35072,2.25185
1.57481E+12,2019-11-27,LINK/USDT,2.2437,2.2882,2.1002,2.2242,7877612.52,17482571.17,35057,2.1942
1.5749E+12,2019-11-28,LINK/USDT,2.2216,2.3248,2.1711,2.2702,4774519.93,10686163.32,26825,2.24795
1.57499E+12,2019-11-29,LINK/USDT,2.2716,2.3763,2.2611,2.3403,4135940.21,9593827.727,24600,2.3187
1.57507E+12,2019-11-30,LINK/USDT,2.3403,2.3437,2.1943,2.2373,2921785.1,6609497.052,18720,2.269
1.57516E+12,2019-12-01,LINK/USDT,2.236,2.2385,2.1274,2.1638,3517483.43,7624553.065,23647,2.18295
1.57524E+12,2019-12-02,LINK/USDT,2.1634,2.166,2.0524,2.0911,3655978.97,7690564.315,21679,2.1092
1.57533E+12,2019-12-03,LINK/USDT,2.0913,2.1891,2.058,2.1222,3779139.53,8035197.925,24675,2.12355
1.57542E+12,2019-12-04,LINK/USDT,2.1222,2.17,2,2.029,6597003.71,13621672.23,32272,2.085
1.5755E+12,2019-12-05,LINK/USDT,2.0282,2.074,1.9583,2.0068,5364919.99,10777462.95,26649,2.01615
1.57559E+12,2019-12-06,LINK/USDT,2.0059,2.1042,1.9685,2.0943,3859727.3,7884108.645,19452,2.03635
1.57568E+12,2019-12-07,LINK/USDT,2.0918,2.1114,2.0346,2.044,2405401.82,4979102.438,12720,2.073
1.57576E+12,2019-12-08,LINK/USDT,2.0402,2.085,2.0012,2.0528,2020725.98,4133361.365,11251,2.0431
1.57585E+12,2019-12-09,LINK/USDT,2.052,2.0985,2.0151,2.0984,2777749.05,5692654.63,14866,2.0568
1.57594E+12,2019-12-10,LINK/USDT,2.0983,2.2862,2.0611,2.2657,10814539.15,23756741.18,56331,2.17365
1.57602E+12,2019-12-11,LINK/USDT,2.2655,2.3042,2.147,2.1786,4814219.68,10700085.69,25204,2.2256
1.57611E+12,2019-12-12,LINK/USDT,2.1784,2.1951,2.0197,2.1056,4784990.28,10011804.88,24560,2.1074
1.5762E+12,2019-12-13,LINK/USDT,2.1037,2.121,2.0575,2.0709,1963976.04,4103172.486,11418,2.08925
1.57628E+12,2019-12-14,LINK/USDT,2.0713,2.0933,1.97,1.9946,1752984.19,3558852.033,11719,2.03165
1.57637E+12,2019-12-15,LINK/USDT,1.9947,2.1168,1.9606,2.0708,2576084.24,5298548.407,16580,2.0387
1.57645E+12,2019-12-16,LINK/USDT,2.0722,2.0873,1.967,1.9751,2569583.57,5163335.704,15171,2.02715
1.57654E+12,2019-12-17,LINK/USDT,1.9705,2.0025,1.7,1.7598,7385844.66,13404189.6,35498,1.85125
1.57663E+12,2019-12-18,LINK/USDT,1.7594,1.8995,1.5996,1.8703,8597518.31,15257212.51,41668,1.74955
1.57671E+12,2019-12-19,LINK/USDT,1.8703,1.8901,1.749,1.805,5045402.58,9133713.966,23213,1.81955
1.5768E+12,2019-12-20,LINK/USDT,1.805,1.9238,1.7849,1.9182,3285479.38,6091824.338,17052,1.85435
1.57689E+12,2019-12-21,LINK/USDT,1.9182,1.9204,1.8544,1.8575,2246207.92,4254205.469,11445,1.8874
1.57697E+12,2019-12-22,LINK/USDT,1.8563,1.94,1.853,1.9181,2959721.12,5644600.764,13312,1.8965
1.57706E+12,2019-12-23,LINK/USDT,1.9167,1.9532,1.846,1.8629,2832932.76,5427329.285,14572,1.8996
1.57715E+12,2019-12-24,LINK/USDT,1.8638,1.8854,1.8154,1.8435,2279849.44,4213545.308,11562,1.8504
1.57723E+12,2019-12-25,LINK/USDT,1.8434,1.8462,1.76,1.7826,1580097.4,2850096.336,8849,1.8031
1.57732E+12,2019-12-26,LINK/USDT,1.7836,1.9604,1.7702,1.8539,2674255.35,4968900.807,15044,1.8653
1.5774E+12,2019-12-27,LINK/USDT,1.8538,1.9299,1.8435,1.8751,2417432.93,4554211.729,13900,1.8867
1.57749E+12,2019-12-28,LINK/USDT,1.8777,1.8994,1.8555,1.8746,1269364.7,2384012.459,7050,1.87745
1.57758E+12,2019-12-29,LINK/USDT,1.8716,1.92,1.8444,1.8976,1411417.05,2639603.917,8079,1.8822
1.57766E+12,2019-12-30,LINK/USDT,1.898,1.898,1.8072,1.8243,1099037.99,2036388.794,6555,1.8526
1.57775E+12,2019-12-31,LINK/USDT,1.8215,1.8292,1.754,1.7673,1637649.28,2932500.923,9333,1.7916
1.57784E+12,2020-01-01,LINK/USDT,1.7678,1.8548,1.7606,1.8111,1158748.32,2106254.743,8288,1.8077
1.57792E+12,2020-01-02,LINK/USDT,1.8109,1.8164,1.7065,1.7366,1422992.29,2504308.008,9180,1.76145
1.57801E+12,2020-01-03,LINK/USDT,1.7366,1.8292,1.7013,1.804,1789613.99,3187182.29,11588,1.76525
1.5781E+12,2020-01-04,LINK/USDT,1.803,1.8446,1.784,1.8242,1241322.81,2252857.637,7721,1.8143
1.57818E+12,2020-01-05,LINK/USDT,1.8243,1.8413,1.785,1.7957,1524717.4,2772110.962,9712,1.81315
1.57827E+12,2020-01-06,LINK/USDT,1.7954,1.9386,1.7925,1.9374,3301261.66,6220041.881,19197,1.86555
1.57836E+12,2020-01-07,LINK/USDT,1.9373,2.1398,1.8993,2.1033,6873503.39,14001167.44,45381,2.01955
1.57844E+12,2020-01-08,LINK/USDT,2.1006,2.3495,2.1006,2.1892,12147661.7,27023850.83,72150,2.22505
1.57853E+12,2020-01-09,LINK/USDT,2.1877,2.2344,2.0977,2.1886,5099844.97,11033777.88,29874,2.16605
1.57861E+12,2020-01-10,LINK/USDT,2.1867,2.2489,2.1455,2.2257,4235526.03,9348490.029,26861,2.1972
1.5787E+12,2020-01-11,LINK/USDT,2.2255,2.345,2.218,2.2734,4347105.06,9937638.525,32828,2.2815
1.57879E+12,2020-01-12,LINK/USDT,2.273,2.3212,2.212,2.2383,2502624.23,5654985.971,20502,2.2666
1.57887E+12,2020-01-13,LINK/USDT,2.2382,2.2382,2.1561,2.1901,1977335.23,4316436.05,15616,2.19715
1.57896E+12,2020-01-14,LINK/USDT,2.1904,2.4701,2.1792,2.3751,7062307.44,16495572.99,50544,2.32465
1.57905E+12,2020-01-15,LINK/USDT,2.3751,2.5604,2.3332,2.3953,6414464.86,15725822.57,47821,2.4468
1.57913E+12,2020-01-16,LINK/USDT,2.3991,2.51,2.2932,2.4925,4944704.42,11961158.7,36913,2.4016
1.57922E+12,2020-01-17,LINK/USDT,2.669,2.896,2.592,2.696,8174258.39,22425934.9,36920,2.744
1.57931E+12,2020-01-18,LINK/USDT,2.696,2.799,2.56,2.774,7920982.41,21440910.56,56256,2.6795
1.57939E+12,2020-01-19,LINK/USDT,2.777,2.854,2.519,2.623,9414962.4,25247536.95,62742,2.6865
1.57948E+12,2020-01-20,LINK/USDT,2.623,2.745,2.544,2.695,7244721.52,19123342.1,51894,2.6445
1.57956E+12,2020-01-21,LINK/USDT,2.694,2.745,2.561,2.673,5857502.02,15706662.18,26735,2.653
1.57965E+12,2020-01-22,LINK/USDT,2.675,2.694,2.626,2.654,3308776.35,8813676.456,23590,2.66
1.57974E+12,2020-01-23,LINK/USDT,2.656,2.659,2.43,2.471,5259106.64,13164039.29,24001,2.5445
1.57982E+12,2020-01-24,LINK/USDT,2.47,2.542,2.35,2.504,3786409.71,9314780.463,17604,2.446
1.57991E+12,2020-01-25,LINK/USDT,2.506,2.515,2.436,2.448,2024211.4,4994751.195,12765,2.4755
1.58E+12,2020-01-26,LINK/USDT,2.449,2.582,2.429,2.575,1798455.47,4519267.929,11369,2.5055
1.58008E+12,2020-01-27,LINK/USDT,2.579,2.683,2.561,2.608,3819200.89,10004663.89,16970,2.622
1.58017E+12,2020-01-28,LINK/USDT,2.61,2.678,2.588,2.656,3230957.43,8507284.781,13645,2.633
1.58026E+12,2020-01-29,LINK/USDT,2.659,2.839,2.644,2.781,5033997.71,13801884.95,20584,2.7415
1.58034E+12,2020-01-30,LINK/USDT,2.781,2.95,2.706,2.914,6791645.62,19451691.89,28002,2.828
1.58043E+12,2020-01-31,LINK/USDT,2.917,2.929,2.762,2.825,3932003.6,11247269.87,16776,2.8455
1.58052E+12,2020-02-01,LINK/USDT,2.83,2.888,2.737,2.841,2911735.11,8196149.884,12378,2.8125
1.5806E+12,2020-02-02,LINK/USDT,2.84,2.894,2.737,2.832,3802570.97,10810858.43,18795,2.8155
1.58069E+12,2020-02-03,LINK/USDT,2.832,2.884,2.747,2.782,3581271.52,10037299.89,16967,2.8155
1.58077E+12,2020-02-04,LINK/USDT,2.78,2.806,2.676,2.741,4986574.63,13644207.64,17959,2.741
1.58086E+12,2020-02-05,LINK/USDT,2.743,2.891,2.732,2.843,6672109.53,18900536.47,22807,2.8115
1.58095E+12,2020-02-06,LINK/USDT,2.843,2.97,2.794,2.902,6810869.82,19712674.37,21822,2.882
1.58103E+12,2020-02-07,LINK/USDT,2.902,3.365,2.9,3.311,21498629.65,68850706.69,71514,3.1325
1.58112E+12,2020-02-08,LINK/USDT,3.31,3.48,3.11,3.42,13960201.73,46362591.52,54174,3.295
1.58121E+12,2020-02-09,LINK/USDT,3.419,3.525,3.232,3.504,10618619.75,35813340.7,38497,3.3785
1.58129E+12,2020-02-10,LINK/USDT,3.503,3.511,3.272,3.388,12794908.32,43418524.12,49850,3.3915
1.58138E+12,2020-02-11,LINK/USDT,3.389,3.999,3.353,3.989,20242362.25,74548717.48,75307,3.676
1.58147E+12,2020-02-12,LINK/USDT,3.992,4.2,3.861,3.988,21463540.02,86826634.53,100878,4.0305
1.58155E+12,2020-02-13,LINK/USDT,3.996,4.141,3.669,3.878,15384991.48,60731868.18,64603,3.905
1.58164E+12,2020-02-14,LINK/USDT,3.877,4.494,3.797,4.43,16408846.63,68503920.94,83211,4.1455
1.58172E+12,2020-02-15,LINK/USDT,4.434,4.632,4.05,4.328,25198236.75,110588683.7,133255,4.341
1.58181E+12,2020-02-16,LINK/USDT,4.327,4.884,4,4.454,36234506.95,163125205.5,140909,4.442
1.5819E+12,2020-02-17,LINK/USDT,4.45,4.567,3.854,4.302,29599801.05,123703898.1,169492,4.2105
1.58198E+12,2020-02-18,LINK/USDT,4.308,4.656,4.139,4.564,22201270.68,98623863.47,115975,4.3975
1.58207E+12,2020-02-19,LINK/USDT,4.56,4.869,4.172,4.386,22940583.81,106394232.9,128265,4.5205
1.58216E+12,2020-02-20,LINK/USDT,4.386,4.481,4.066,4.267,17990206.45,76620260.75,112069,4.2735
1.58224E+12,2020-02-21,LINK/USDT,4.268,4.51,4.18,4.275,14439042.63,62753120.25,72757,4.345
1.58233E+12,2020-02-22,LINK/USDT,4.276,4.348,4.052,4.105,13391901.76,55927552.89,91318,4.2
1.58242E+12,2020-02-23,LINK/USDT,4.105,4.378,4.072,4.236,12543473.13,53348404.72,72905,4.225
1.5825E+12,2020-02-24,LINK/USDT,4.239,4.295,3.801,3.923,17653202.98,70972065.43,94447,4.048
1.58259E+12,2020-02-25,LINK/USDT,3.923,3.964,3.478,3.491,21775940.01,80529163.54,115127,3.721
1.58268E+12,2020-02-26,LINK/USDT,3.49,3.85,3.312,3.564,33762852.07,120328941.3,150275,3.581
1.58276E+12,2020-02-27,LINK/USDT,3.564,4.116,3.41,3.956,28829556.63,110000390.5,153761,3.763
1.58285E+12,2020-02-28,LINK/USDT,3.956,4.246,3.736,4.161,29404884.64,117100937.7,146630,3.991
1.58293E+12,2020-02-29,LINK/USDT,4.161,4.347,4.052,4.062,24864103.87,104867244,124589,4.1995
1.58302E+12,2020-03-01,LINK/USDT,4.056,4.24,3.756,3.858,27557121.23,110010817.6,165273,3.998
1.58311E+12,2020-03-02,LINK/USDT,3.862,4.327,3.816,4.242,25221263.83,104164011.4,134109,4.0715
1.58319E+12,2020-03-03,LINK/USDT,4.242,4.68,4.131,4.591,31643156.84,138112155.4,203528,4.4055
1.58328E+12,2020-03-04,LINK/USDT,4.591,4.953,4.535,4.635,41814186.91,197884504,285604,4.744
1.58337E+12,2020-03-05,LINK/USDT,4.634,4.9,4.617,4.707,27195074.19,129411630.6,150853,4.7585
1.58345E+12,2020-03-06,LINK/USDT,4.71,4.748,4.538,4.683,22760436.87,105646272.8,136505,4.643
1.58354E+12,2020-03-07,LINK/USDT,4.683,4.688,4.31,4.342,23882647.15,108044913.5,137053,4.499
1.58363E+12,2020-03-08,LINK/USDT,4.342,4.398,3.834,4.059,48713759.73,203716934.7,198993,4.116
1.58371E+12,2020-03-09,LINK/USDT,4.059,4.371,3.6,4.12,62199105.65,250653883.9,271514,3.9855
1.5838E+12,2020-03-10,LINK/USDT,4.12,4.2,3.913,4.08,36483260.51,148060112.8,187840,4.0565
1.58388E+12,2020-03-11,LINK/USDT,4.079,4.109,3.55,3.815,36061699.63,137670747.5,177096,3.8295
1.58397E+12,2020-03-12,LINK/USDT,3.811,3.85,1.75,1.993,98883403.15,269038119.8,422152,2.8
1.58406E+12,2020-03-13,LINK/USDT,1.99,2.747,1.364,2.426,74680139.44,161706741,438343,2.0555
1.58414E+12,2020-03-14,LINK/USDT,2.427,2.514,2.051,2.129,32328472.46,74404440.67,195937,2.2825
1.58423E+12,2020-03-15,LINK/USDT,2.128,2.401,2.005,2.086,29040023.13,62753612.41,167477,2.203
1.58432E+12,2020-03-16,LINK/USDT,2.086,2.086,1.53,1.785,63189586.38,110470370.9,321086,1.808
1.5844E+12,2020-03-17,LINK/USDT,1.783,2.071,1.728,1.861,39254830.14,75848449.4,217373,1.8995
1.58449E+12,2020-03-18,LINK/USDT,1.861,1.96,1.756,1.948,29145064.61,54137374.23,145531,1.858
1.58458E+12,2020-03-19,LINK/USDT,1.949,2.385,1.885,2.241,38627307.2,82991687.74,215469,2.135
1.58466E+12,2020-03-20,LINK/USDT,2.241,2.629,2.01,2.26,46646667.19,110630675.9,389541,2.3195
1.58475E+12,2020-03-21,LINK/USDT,2.26,2.376,2.1,2.28,21055692.28,46927659.91,183635,2.238
1.58484E+12,2020-03-22,LINK/USDT,2.281,2.33,1.925,1.981,20421362.33,43437832.28,194489,2.1275
1.58492E+12,2020-03-23,LINK/USDT,1.984,2.283,1.926,2.245,24657741.05,52055068.71,208535,2.1045
1.58501E+12,2020-03-24,LINK/USDT,2.246,2.373,2.19,2.311,19501709.49,44620540.14,168635,2.2815
1.58509E+12,2020-03-25,LINK/USDT,2.31,2.352,2.179,2.254,14112900.81,31912227.23,152012,2.2655
1.58518E+12,2020-03-26,LINK/USDT,2.256,2.313,2.202,2.313,8489670.5,19130952.12,79254,2.2575
1.58527E+12,2020-03-27,LINK/USDT,2.311,2.362,2.1,2.131,8416287.77,19097250.04,62898,2.231
1.58535E+12,2020-03-28,LINK/USDT,2.131,2.151,2.038,2.131,13925185.4,29193531.99,116009,2.0945
1.58544E+12,2020-03-29,LINK/USDT,2.13,2.147,2.002,2.006,8981680.13,18668375.26,53645,2.0745
1.58553E+12,2020-03-30,LINK/USDT,2.006,2.197,2.002,2.134,11279154.93,23941001.57,88269,2.0995
1.58561E+12,2020-03-31,LINK/USDT,2.133,2.3,2.108,2.259,10171831.55,22258665.76,56416,2.204
1.5857E+12,2020-04-01,LINK/USDT,2.261,2.31,2.142,2.276,18447514.13,41104981.16,87142,2.226
1.58579E+12,2020-04-02,LINK/USDT,2.276,2.456,2.256,2.294,19283942.92,44676215.58,124226,2.356
1.58587E+12,2020-04-03,LINK/USDT,2.293,2.384,2.267,2.301,9692728.91,22519226.89,65915,2.3255
1.58596E+12,2020-04-04,LINK/USDT,2.3,2.342,2.253,2.315,7908413.24,18104749.96,58008,2.2975
1.58604E+12,2020-04-05,LINK/USDT,2.316,2.323,2.242,2.264,4956710.65,11315481.39,36034,2.2825
1.58613E+12,2020-04-06,LINK/USDT,2.264,2.564,2.264,2.55,13785765.67,33384199.1,103417,2.414
1.58622E+12,2020-04-07,LINK/USDT,2.55,2.911,2.547,2.729,43008269.8,118209706.9,243961,2.729
1.5863E+12,2020-04-08,LINK/USDT,2.73,3.27,2.709,3.171,42479244.47,125996012.7,288269,2.9895
1.58639E+12,2020-04-09,LINK/USDT,3.17,3.48,3.122,3.313,61252280.71,203096671.4,419372,3.301
1.58648E+12,2020-04-10,LINK/USDT,3.312,3.324,2.941,3.22,70479253.59,219723067.5,430687,3.1325
1.58656E+12,2020-04-11,LINK/USDT,3.218,3.434,3.06,3.286,64624324.33,209906886.2,381131,3.247
1.58665E+12,2020-04-12,LINK/USDT,3.286,3.638,3.165,3.414,67755148.33,231011009.9,353021,3.4015
1.58674E+12,2020-04-13,LINK/USDT,3.411,3.459,3.185,3.365,58635180.47,196536608.9,276169,3.322
1.58682E+12,2020-04-14,LINK/USDT,3.366,3.443,3.201,3.249,36392064.67,121486061.7,191765,3.322
1.58691E+12,2020-04-15,LINK/USDT,3.248,3.3,3.1,3.119,39078370.35,125295262.6,208474,3.2
1.587E+12,2020-04-16,LINK/USDT,3.12,3.58,2.96,3.486,47935169.47,156815539,319218,3.27
1.58708E+12,2020-04-17,LINK/USDT,3.487,3.535,3.38,3.454,22860047.76,78999474.04,138873,3.4575
1.58717E+12,2020-04-18,LINK/USDT,3.453,3.837,3.443,3.782,32676418.3,119041230.5,191209,3.64
1.58725E+12,2020-04-19,LINK/USDT,3.782,3.809,3.512,3.588,34528134.86,126331632.1,177542,3.6605
1.58734E+12,2020-04-20,LINK/USDT,3.588,3.795,3.368,3.431,48349742.38,174031830,288669,3.5815
1.58743E+12,2020-04-21,LINK/USDT,3.431,3.57,3.379,3.457,33405925.84,116276887,241854,3.4745
1.58751E+12,2020-04-22,LINK/USDT,3.457,3.688,3.429,3.676,27240240.28,97841678.84,191925,3.5585
1.5876E+12,2020-04-23,LINK/USDT,3.676,3.937,3.594,3.761,30922748.15,115856737.2,236591,3.7655
1.58769E+12,2020-04-24,LINK/USDT,3.762,3.895,3.74,3.78,19719107.28,75389873.62,133729,3.8175
1.58777E+12,2020-04-25,LINK/USDT,3.78,3.913,3.747,3.79,15847102.51,60514411.16,93380,3.83
1.58786E+12,2020-04-26,LINK/USDT,3.79,3.819,3.617,3.723,22172119.89,82925842.76,152649,3.718
1.58795E+12,2020-04-27,LINK/USDT,3.723,3.743,3.461,3.636,27008173.19,97046036.69,182070,3.602
1.58803E+12,2020-04-28,LINK/USDT,3.637,3.74,3.557,3.648,19153846.14,69914137.5,176367,3.6485
1.58812E+12,2020-04-29,LINK/USDT,3.646,4.019,3.633,3.895,36067115.78,137079782.9,252312,3.826
1.5882E+12,2020-04-30,LINK/USDT,3.896,3.987,3.628,3.709,31525918.43,119800151.8,211400,3.8075
1.58829E+12,2020-05-01,LINK/USDT,3.708,3.921,3.705,3.764,18680066.8,71487384.61,160006,3.813
1.58838E+12,2020-05-02,LINK/USDT,3.764,3.872,3.731,3.819,11706080.24,44624097.36,109900,3.8015
1.58846E+12,2020-05-03,LINK/USDT,3.818,3.874,3.639,3.716,11792615.23,44228207.04,85491,3.7565
1.58855E+12,2020-05-04,LINK/USDT,3.715,3.834,3.506,3.753,24149955.31,89039535.68,208401,3.67
1.58864E+12,2020-05-05,LINK/USDT,3.753,3.827,3.658,3.685,12489562.59,46620199.34,91704,3.7425
1.58872E+12,2020-05-06,LINK/USDT,3.685,3.769,3.572,3.595,12100688.06,44765292.22,82836,3.6705
1.58881E+12,2020-05-07,LINK/USDT,3.595,3.858,3.566,3.764,18291026.07,67661226.21,151298,3.712
1.5889E+12,2020-05-08,LINK/USDT,3.765,3.864,3.693,3.801,15134803.39,57400344.01,138073,3.7785
1.58898E+12,2020-05-09,LINK/USDT,3.803,4.225,3.766,4.023,35215660.19,142860630,253456,3.9955
1.58907E+12,2020-05-10,LINK/USDT,4.022,4.029,3.409,3.761,34059847.35,127252411.3,194641,3.719
1.58916E+12,2020-05-11,LINK/USDT,3.762,3.838,3.288,3.587,22303488.36,80850797.67,160785,3.563
1.58924E+12,2020-05-12,LINK/USDT,3.588,3.799,3.544,3.698,14666352.6,54356733.64,107270,3.6715
1.58933E+12,2020-05-13,LINK/USDT,3.698,3.822,3.633,3.768,10319592.34,38468569.56,86868,3.7275
1.58941E+12,2020-05-14,LINK/USDT,3.768,3.865,3.695,3.81,11696927.96,44383202.73,91863,3.78
1.5895E+12,2020-05-15,LINK/USDT,3.811,3.837,3.62,3.665,8560581.47,32041463.54,78563,3.7285
1.58959E+12,2020-05-16,LINK/USDT,3.664,3.79,3.62,3.763,6629632.65,24678924.01,54692,3.705
1.58967E+12,2020-05-17,LINK/USDT,3.763,3.855,3.755,3.783,6464190.09,24602494.64,75530,3.805
1.58976E+12,2020-05-18,LINK/USDT,3.781,3.957,3.78,3.891,10230574.44,39808362.93,87829,3.8685
1.58985E+12,2020-05-19,LINK/USDT,3.891,3.954,3.777,3.947,8353172.85,32292062.43,105955,3.8655
1.58993E+12,2020-05-20,LINK/USDT,3.946,4.14,3.894,4.086,20728883.42,83911205.25,130435,4.017
1.59002E+12,2020-05-21,LINK/USDT,4.086,4.175,3.74,3.831,23594129.48,93506611.55,191102,3.9575
1.59011E+12,2020-05-22,LINK/USDT,3.83,4.146,3.8,4.061,16513237.66,65851414.56,120833,3.973
1.59019E+12,2020-05-23,LINK/USDT,4.061,4.107,3.91,3.929,12252734.3,48904470.37,104553,4.0085
1.59028E+12,2020-05-24,LINK/USDT,3.929,4.03,3.786,3.79,13064110.88,51250185.75,105902,3.908
1.59036E+12,2020-05-25,LINK/USDT,3.794,3.909,3.77,3.865,8056320.29,31064759.74,87846,3.8395
1.59045E+12,2020-05-26,LINK/USDT,3.867,3.886,3.772,3.846,7193089.12,27559726.39,63993,3.829
1.59054E+12,2020-05-27,LINK/USDT,3.847,3.917,3.807,3.857,6535533.79,25264255.63,53973,3.862
1.59062E+12,2020-05-28,LINK/USDT,3.856,4.063,3.83,4.044,7532220.62,29598394.6,63178,3.9465
1.59071E+12,2020-05-29,LINK/USDT,4.045,4.132,3.951,3.981,9286608.08,37453291.67,76219,4.0415
1.5908E+12,2020-05-30,LINK/USDT,3.981,4.187,3.943,4.183,8840742.11,36127136.24,83902,4.065
1.59088E+12,2020-05-31,LINK/USDT,4.183,4.289,4.041,4.133,12796267.47,53477362.86,106901,4.165
1.59097E+12,2020-06-01,LINK/USDT,4.132,4.484,4.123,4.393,20163348.45,88206637.3,167900,4.3035
1.59106E+12,2020-06-02,LINK/USDT,4.392,4.625,4.1,4.4,18992993.74,83871389.29,144157,4.3625
1.59114E+12,2020-06-03,LINK/USDT,4.4,4.536,4.289,4.494,9758675.62,43273755.63,83348,4.4125
1.59123E+12,2020-06-04,LINK/USDT,4.492,4.513,4.287,4.434,10267558.92,45429150.73,87603,4.4
1.59132E+12,2020-06-05,LINK/USDT,4.43,4.49,4.343,4.363,6815261.19,30163077.62,70045,4.4165
1.5914E+12,2020-06-06,LINK/USDT,4.362,4.4,4.308,4.355,3780546.45,16464056.24,55853,4.354
1.59149E+12,2020-06-07,LINK/USDT,4.356,4.41,4.211,4.353,5722980.16,24706740.69,70312,4.3105
