unix,ds,symbol,open,high,low,close,Volume NEO,Volume USDT,tradecount,Value
1.51926E+12,2018-02-22,NEO/USDT,117.69,125.85,109.001,111.478,415629.997,48128920.27,91477,117.4255
1.51934E+12,2018-02-23,NEO/USDT,111.478,122.6,108.12,118.336,368180.6,42829211.72,83438,115.36
1.51943E+12,2018-02-24,NEO/USDT,118.519,123.999,110.521,115.25,282959.435,33046048.26,62238,117.26
1.51952E+12,2018-02-25,NEO/USDT,115.2,118,112.11,116.789,161241.435,18626665.49,42723,115.055
1.5196E+12,2018-02-26,NEO/USDT,116.8,136.9,115.4,134.402,467939.087,60305656.31,90558,126.15
1.51969E+12,2018-02-27,NEO/USDT,134.4,145,130.1,139.856,509343.173,71012773.89,92243,137.55
1.51978E+12,2018-02-28,NEO/USDT,140.29,143.995,129.5,131.7,366472.698,49764966.21,83484,136.7475
1.51986E+12,2018-03-01,NEO/USDT,131.623,135.499,124.8,128.555,358987.805,46157840.7,76800,130.1495
1.51995E+12,2018-03-02,NEO/USDT,128.593,130.2,121.597,123.58,171374.122,21464293.13,44027,125.8985
1.52004E+12,2018-03-03,NEO/USDT,123.57,128.5,120.6,121.379,168554.349,21045044.35,43854,124.55
1.52012E+12,2018-03-04,NEO/USDT,121.38,125,115.3,119.3,227594.282,27251111.11,57009,120.15
1.52021E+12,2018-03-05,NEO/USDT,119.322,119.85,111.013,111.183,223296.022,25924581.75,53971,115.4315
1.52029E+12,2018-03-06,NEO/USDT,111.17,114.848,101.65,104.357,404722.002,43544537.11,80011,108.249
1.52038E+12,2018-03-07,NEO/USDT,104.409,114,86.59,100.1,779626.205,79507598.83,127922,100.295
1.52047E+12,2018-03-08,NEO/USDT,100.07,102.116,89.01,90.402,442049.61,42086636,78978,95.563
1.52055E+12,2018-03-09,NEO/USDT,90.52,93.6,79.4,91.64,703642.561,60675989.04,109192,86.5
1.52064E+12,2018-03-10,NEO/USDT,91.64,93.8,84.07,84.73,373435.948,33679669.23,71252,88.935
1.52073E+12,2018-03-11,NEO/USDT,84.61,92,81.111,90.445,333691.122,29012789.72,69718,86.5555
1.52081E+12,2018-03-12,NEO/USDT,90.445,92.7,83,85.25,290121.508,25469434.04,62280,87.85
1.5209E+12,2018-03-13,NEO/USDT,85.25,88.25,80.9,83,313261.867,26319669.28,63289,84.575
1.52099E+12,2018-03-14,NEO/USDT,82.985,84.7,68,71.2,447131.548,33731932.16,71979,76.35
1.52107E+12,2018-03-15,NEO/USDT,71.2,72.85,64.664,69.06,647759.517,44310450.35,91051,68.757
1.52116E+12,2018-03-16,NEO/USDT,69,71.7,65.5,67.288,400000.686,27443221.37,53645,68.6
1.52124E+12,2018-03-17,NEO/USDT,67.288,68.94,60.02,60.2,346708.71,22358380.1,45274,64.48
1.52133E+12,2018-03-18,NEO/USDT,60.2,68.32,48.78,65.2,1390876.96,79866676.5,133157,58.55
1.52142E+12,2018-03-19,NEO/USDT,65.2,73.394,62.226,72.53,1141470.907,76043368.98,126378,67.81
1.5215E+12,2018-03-20,NEO/USDT,72.485,79.8,66.4,75.713,932106.963,67937260.65,106838,73.1
1.52159E+12,2018-03-21,NEO/USDT,75.713,77.9,70.5,72.58,742100.257,55374698.45,94508,74.2
1.52168E+12,2018-03-22,NEO/USDT,72.517,75.019,66.001,69.289,665550.831,46742427.7,78711,70.51
1.52176E+12,2018-03-23,NEO/USDT,69.209,69.411,63.35,68.847,577187.138,38181885.43,66663,66.3805
1.52185E+12,2018-03-24,NEO/USDT,68.867,70.2,65.01,65.225,389734.483,26464680.74,52741,67.605
1.52194E+12,2018-03-25,NEO/USDT,65.225,67.497,63.38,65.521,287118.892,18669632.85,42483,65.4385
1.52202E+12,2018-03-26,NEO/USDT,65.645,66.2,55.132,58.879,641822.044,38080824,73805,60.666
1.52211E+12,2018-03-27,NEO/USDT,58.879,60.55,51.867,55.365,688834.662,38835517.2,75460,56.2085
1.5222E+12,2018-03-28,NEO/USDT,55.365,60.01,54.865,57.165,320351.498,18420886.68,43321,57.4375
1.52228E+12,2018-03-29,NEO/USDT,57.106,57.34,51.08,51.606,658039.602,35063556.21,69221,54.21
1.52237E+12,2018-03-30,NEO/USDT,51.678,53.998,48.8,50.296,787045.059,39834343.54,75437,51.399
1.52245E+12,2018-03-31,NEO/USDT,50.27,52.988,49.6,49.918,387569.925,19785937.66,40408,51.294
1.52254E+12,2018-04-01,NEO/USDT,49.918,50.549,44.691,47.25,418495.075,19882484.2,44230,47.62
1.52263E+12,2018-04-02,NEO/USDT,47.324,50.5,46.5,48.816,321028.941,15536897.52,34673,48.5
1.52271E+12,2018-04-03,NEO/USDT,48.798,53.999,48.4,53.273,428284.629,22212077.19,45170,51.1995
1.5228E+12,2018-04-04,NEO/USDT,53.273,53.449,46.326,47.537,425901.102,20915498.57,43680,49.8875
1.52289E+12,2018-04-05,NEO/USDT,47.537,48.32,45.5,46.954,298190.857,13926404.39,34611,46.91
1.52297E+12,2018-04-06,NEO/USDT,46.982,47.479,44.1,44.748,189649.155,8616938.72,23592,45.7895
1.52306E+12,2018-04-07,NEO/USDT,44.748,47.981,44.62,46.592,219646.632,10268122.5,23836,46.3005
1.52315E+12,2018-04-08,NEO/USDT,46.592,49.4,46.379,49.37,162289.595,7718144.897,21903,47.8895
1.52323E+12,2018-04-09,NEO/USDT,49.319,57.375,48.9,53.02,1025335.889,53918383.11,99868,53.1375
1.52332E+12,2018-04-10,NEO/USDT,53.041,53.286,49.199,52.734,364257.094,18701766.17,42581,51.2425
1.5234E+12,2018-04-11,NEO/USDT,52.694,59.6,52.337,58.293,578614.292,32406553.47,58268,55.9685
1.52349E+12,2018-04-12,NEO/USDT,58.315,67.408,54.32,67.15,1071889.268,65416291.84,105323,60.864
1.52358E+12,2018-04-13,NEO/USDT,67.089,68.59,61.25,62.269,750766.696,49211694.2,81979,64.92
1.52366E+12,2018-04-14,NEO/USDT,62.431,65.87,61.5,64.179,393477.038,25132617.39,44266,63.685
1.52375E+12,2018-04-15,NEO/USDT,64.125,70.875,64,70.617,424476.096,28963052.05,46299,67.4375
1.52384E+12,2018-04-16,NEO/USDT,70.536,71.5,64,66.801,512701.791,34281166.52,52180,67.75
1.52392E+12,2018-04-17,NEO/USDT,66.897,70.3,65.25,65.66,330085.745,22285047.53,36994,67.775
1.52401E+12,2018-04-18,NEO/USDT,65.63,73.8,65.531,72.91,341104.914,23825070.53,39221,69.6655
1.5241E+12,2018-04-19,NEO/USDT,72.909,75.125,70.5,73.949,356586.225,26020716.27,43300,72.8125
1.52418E+12,2018-04-20,NEO/USDT,73.952,79.758,71.802,79.14,486616.213,36803619.14,50940,75.78
1.52427E+12,2018-04-21,NEO/USDT,79.13,79.75,70.26,74.748,568751.252,42615744.23,55847,75.005
1.52436E+12,2018-04-22,NEO/USDT,74.748,77.41,72.699,73.615,295209.364,22224302.55,38972,75.0545
1.52444E+12,2018-04-23,NEO/USDT,73.615,78.039,73.321,76.2,242499.073,18471831.79,32109,75.68
1.52453E+12,2018-04-24,NEO/USDT,76.122,84.628,76.107,82.412,504812.04,40856501.24,61735,80.3675
1.52461E+12,2018-04-25,NEO/USDT,82.412,82.915,68.211,71.549,845252.143,63035629.19,90437,75.563
1.5247E+12,2018-04-26,NEO/USDT,71.549,77.49,69.5,76.879,357513.672,26047157.47,44632,73.495
1.52479E+12,2018-04-27,NEO/USDT,76.879,77.41,71.997,72.318,306967.74,23106968.3,38429,74.7035
1.52487E+12,2018-04-28,NEO/USDT,72.3,78.277,71.92,76.613,267303.311,20282648.77,35316,75.0985
1.52496E+12,2018-04-29,NEO/USDT,76.451,92.493,75.5,90.6,770630.933,65212441.21,93626,83.9965
1.52505E+12,2018-04-30,NEO/USDT,90.552,94.249,82.05,84,580543.028,50868546.27,76733,88.1495
1.52513E+12,2018-05-01,NEO/USDT,83.895,85.257,77.812,84.104,419931.12,34073789.07,50229,81.5345
1.52522E+12,2018-05-02,NEO/USDT,84.104,85.434,82.168,84.801,198956.343,16692512.68,32142,83.801
1.52531E+12,2018-05-03,NEO/USDT,84.889,90,83.111,87.707,381022.138,33022329.82,57698,86.5555
1.52539E+12,2018-05-04,NEO/USDT,87.661,87.661,82.137,84.205,250032.202,21331792.52,37088,84.899
1.52548E+12,2018-05-05,NEO/USDT,84.181,86.5,83.876,84.5,160495.309,13705061.57,24966,85.188
1.52556E+12,2018-05-06,NEO/USDT,84.591,88.45,79.888,83.766,314776.56,26436357.7,49071,84.169
1.52565E+12,2018-05-07,NEO/USDT,83.68,83.854,76.1,79.129,309166.091,24252765.67,45360,79.977
1.52574E+12,2018-05-08,NEO/USDT,79.186,81.75,75.386,76.853,191764.245,14950865.15,27921,78.568
1.52582E+12,2018-05-09,NEO/USDT,76.826,77.272,72.333,76.158,166126.746,12461140.94,25558,74.8025
1.52591E+12,2018-05-10,NEO/USDT,76.157,76.831,69.54,69.638,184251.023,13612519.43,28272,73.1855
1.526E+12,2018-05-11,NEO/USDT,69.65,70.41,60.69,63.429,442346.35,28798621.61,59750,65.55
1.52608E+12,2018-05-12,NEO/USDT,63.41,67.68,58.32,64.559,366911.835,23287731.13,51082,63
1.52617E+12,2018-05-13,NEO/USDT,64.6,69.4,62.51,67.34,240380.712,15960222.08,33268,65.955
1.52626E+12,2018-05-14,NEO/USDT,67.371,69.09,62.58,66.043,293071.039,19335224.01,41135,65.835
1.52634E+12,2018-05-15,NEO/USDT,66.043,69,61.886,62.85,183748.244,12063565.61,27151,65.443
1.52643E+12,2018-05-16,NEO/USDT,62.84,63.29,59.11,61.723,199291.627,12142733.69,27283,61.2
1.52652E+12,2018-05-17,NEO/USDT,61.74,63.9,56.614,57.5,211913.957,12677995.65,25461,60.257
1.5266E+12,2018-05-18,NEO/USDT,57.47,60.59,56.463,59.69,216582.393,12634412.05,27006,58.5265
1.52669E+12,2018-05-19,NEO/USDT,59.69,60.751,57.872,59.09,130400.559,7758814.773,18160,59.3115
1.52677E+12,2018-05-20,NEO/USDT,58.98,64.248,58.4,63.703,178289.319,10992072.59,22289,61.324
1.52686E+12,2018-05-21,NEO/USDT,63.703,66.45,60,62.133,261151.668,16498984.87,32331,63.225
1.52695E+12,2018-05-22,NEO/USDT,62.133,62.4,56.555,56.854,189272.679,11219326.31,23748,59.4775
1.52703E+12,2018-05-23,NEO/USDT,56.877,57.758,51.1,51.65,313690.763,17003860.41,37867,54.429
1.52712E+12,2018-05-24,NEO/USDT,51.711,55.28,49.8,55.15,231980.712,12280821.02,28729,52.54
1.52721E+12,2018-05-25,NEO/USDT,55.2,56.392,51.7,52.726,194508.292,10449453.02,21612,54.046
1.52729E+12,2018-05-26,NEO/USDT,52.795,54.5,51.5,52.14,119885.695,6370114.452,15319,53
1.52738E+12,2018-05-27,NEO/USDT,52.15,52.992,50.91,52.93,86495.349,4475511.163,12793,51.951
1.52747E+12,2018-05-28,NEO/USDT,52.926,52.93,47.5,47.65,161625.987,8027305.857,20816,50.215
1.52755E+12,2018-05-29,NEO/USDT,47.69,53.88,47.18,52.094,232246.299,11933213.73,23897,50.53
1.52764E+12,2018-05-30,NEO/USDT,52.21,53.53,50.111,51.462,171433.091,8883580.693,18318,51.8205
1.52772E+12,2018-05-31,NEO/USDT,51.451,54.5,50.726,53.012,166583.439,8839950.211,19410,52.613
1.52781E+12,2018-06-01,NEO/USDT,53,56.312,52.8,55.5,177564.33,9666870.138,25458,54.556
1.5279E+12,2018-06-02,NEO/USDT,55.5,57.489,54.6,56.792,181750.978,10261687.23,21687,56.0445
1.52798E+12,2018-06-03,NEO/USDT,56.733,58.3,55.419,56.389,161466.465,9189537.154,19616,56.8595
1.52807E+12,2018-06-04,NEO/USDT,56.334,57.25,52.1,53.399,189772.518,10271108.67,21820,54.675
1.52816E+12,2018-06-05,NEO/USDT,53.399,54.97,51.658,54.511,154175.847,8200789.022,20918,53.314
1.52824E+12,2018-06-06,NEO/USDT,54.539,54.8,52.369,53.709,106177.621,5700251.177,15046,53.5845
1.52833E+12,2018-06-07,NEO/USDT,53.75,54.99,52.786,53.517,74195.786,4002333.811,13322,53.888
1.52842E+12,2018-06-08,NEO/USDT,53.463,53.826,51.68,52.195,73674.517,3863674.241,11074,52.753
1.5285E+12,2018-06-09,NEO/USDT,52.193,53.32,50.54,50.799,88932.312,4652994.125,9186,51.93
1.52859E+12,2018-06-10,NEO/USDT,50.8,50.8,44.016,45.324,257642.224,12168683.02,30878,47.408
1.52868E+12,2018-06-11,NEO/USDT,45.278,45.92,42.381,45.593,170488.645,7533181.294,22302,44.1505
1.52876E+12,2018-06-12,NEO/USDT,45.53,46.649,40.25,41.17,213433.647,9261387.16,25883,43.4495
1.52885E+12,2018-06-13,NEO/USDT,41.07,41.681,35.72,37.885,341126.421,13112988.79,32113,38.7005
1.52893E+12,2018-06-14,NEO/USDT,37.883,41.88,37.501,40.656,394357.8,15725747.6,35176,39.6905
1.52902E+12,2018-06-15,NEO/USDT,40.656,40.8,37.688,37.82,180421.094,7072104.344,17970,39.244
1.52911E+12,2018-06-16,NEO/USDT,37.84,38.572,36.2,37.96,149481.577,5624724.752,16807,37.386
1.52919E+12,2018-06-17,NEO/USDT,37.997,39.72,37.4,38.56,130228.407,5000291.726,13934,38.56
1.52928E+12,2018-06-18,NEO/USDT,38.56,40.86,36.828,39.51,182824.156,7061454.375,18638,38.844
1.52937E+12,2018-06-19,NEO/USDT,39.51,41.45,38.9,39.85,151778.467,6044550.432,16728,40.175
1.52945E+12,2018-06-20,NEO/USDT,39.836,40.017,37.74,38.866,145678.491,5623094.825,15916,38.8785
1.52954E+12,2018-06-21,NEO/USDT,38.875,39.59,37.241,37.623,141424.025,5402030.319,14551,38.4155
1.52963E+12,2018-06-22,NEO/USDT,37.61,37.734,32.05,32.91,321861.187,11041977.49,34391,34.892
1.52971E+12,2018-06-23,NEO/USDT,32.91,34.828,32.66,33.847,176256.36,5918636.217,17259,33.744
1.5298E+12,2018-06-24,NEO/USDT,33.847,34.1,28.634,31.08,415801.163,12928697.53,37429,31.367
1.52988E+12,2018-06-25,NEO/USDT,31.06,32.79,30.56,31.56,229634.806,7294788.135,26350,31.675
1.52997E+12,2018-06-26,NEO/USDT,31.536,31.942,30,30.001,135359.557,4163111.869,13535,30.971
1.53006E+12,2018-06-27,NEO/USDT,30.002,30.67,29.382,30.32,134328.62,4019328.219,12908,30.026
1.53014E+12,2018-06-28,NEO/USDT,30.31,30.64,27.945,28.181,219972.291,6480618.107,19673,29.2925
1.53023E+12,2018-06-29,NEO/USDT,28.197,30.3,27.052,29.534,294823.651,8347899.048,24527,28.676
1.53032E+12,2018-06-30,NEO/USDT,29.564,34,29.554,30.813,357338.837,11039766.61,33316,31.777
1.5304E+12,2018-07-01,NEO/USDT,30.805,31.69,29.8,31.273,311106.03,9522946.049,32962,30.745
1.53049E+12,2018-07-02,NEO/USDT,31.279,37.33,31.015,36.159,642462.865,22195723.72,46668,34.1725
1.53058E+12,2018-07-03,NEO/USDT,36.086,38.569,35.32,35.92,816826.851,30217510.29,50670,36.9445
1.53066E+12,2018-07-04,NEO/USDT,35.883,42.618,35.755,40.56,724863.006,28793872.17,45146,39.1865
1.53075E+12,2018-07-05,NEO/USDT,40.56,43.239,38.9,40.217,761579.759,31457904.17,63148,41.0695
1.53084E+12,2018-07-06,NEO/USDT,40.217,40.409,36.864,37.518,603877.609,22906103.48,51914,38.6365
1.53092E+12,2018-07-07,NEO/USDT,37.52,38.75,36.205,38.72,295282.667,10929111.26,22704,37.4775
1.53101E+12,2018-07-08,NEO/USDT,38.721,41.2,38.63,39.045,681670.264,27031728,41823,39.915
1.53109E+12,2018-07-09,NEO/USDT,39.073,39.225,36.19,36.435,605267.79,22983001.52,32842,37.7075
1.53118E+12,2018-07-10,NEO/USDT,36.422,36.899,32.865,33.239,878834.616,30291583.79,52571,34.882
1.53127E+12,2018-07-11,NEO/USDT,33.266,34.677,31.781,33.814,645821.445,21480735.64,36209,33.229
1.53135E+12,2018-07-12,NEO/USDT,33.844,33.864,30.476,32.123,624803.491,19888077.53,32460,32.17
1.53144E+12,2018-07-13,NEO/USDT,32.154,34.2,31.838,33.123,635552.401,20946961.4,34282,33.019
1.53153E+12,2018-07-14,NEO/USDT,33.117,33.5,31.484,32.415,384331.357,12439997.32,19388,32.492
1.53161E+12,2018-07-15,NEO/USDT,32.416,34,31.99,33.564,504854.468,16751791.67,20677,32.995
1.5317E+12,2018-07-16,NEO/USDT,33.558,37.318,32.917,36.85,672099.364,23693970.65,36367,35.1175
1.53179E+12,2018-07-17,NEO/USDT,36.761,40.354,35.5,39.221,935928.251,35385103.41,55114,37.927
1.53187E+12,2018-07-18,NEO/USDT,39.221,40.65,36.499,37.639,873965.773,34081566.16,52683,38.5745
1.53196E+12,2018-07-19,NEO/USDT,37.639,38.111,35.591,35.984,555129.331,20380321.77,32545,36.851
1.53204E+12,2018-07-20,NEO/USDT,35.984,36.049,32.83,33.138,582498.851,19971124.26,34794,34.4395
1.53213E+12,2018-07-21,NEO/USDT,33.138,35.25,31.97,34.148,425432.819,14302845.37,27355,33.61
1.53222E+12,2018-07-22,NEO/USDT,34.15,34.899,32.552,33.129,373578.896,12716631.92,21129,33.7255
1.5323E+12,2018-07-23,NEO/USDT,33.109,34.583,32.11,32.11,431556.952,14370736.07,27112,33.3465
1.53239E+12,2018-07-24,NEO/USDT,32.11,35.79,31.26,33.734,655323.995,22034307.26,41457,33.525
1.53248E+12,2018-07-25,NEO/USDT,33.734,35.55,33.37,34.144,513281.052,17622333.43,30344,34.46
1.53256E+12,2018-07-26,NEO/USDT,34.11,35.5,32.619,33.038,501769.324,17299199.76,27324,34.0595
1.53265E+12,2018-07-27,NEO/USDT,33.045,33.92,32.156,33.447,413764.587,13720145.59,21226,33.038
1.53274E+12,2018-07-28,NEO/USDT,33.447,34.075,32.457,33.916,375326.452,12489445.36,17945,33.266
1.53282E+12,2018-07-29,NEO/USDT,33.913,34.508,33.201,33.395,326573.773,11005103.8,15065,33.8545
1.53291E+12,2018-07-30,NEO/USDT,33.411,33.54,31.423,31.913,369204.956,12010099.91,20190,32.4815
1.533E+12,2018-07-31,NEO/USDT,31.91,32.14,29.068,29.729,420755.644,12870405.96,25827,30.604
1.53308E+12,2018-08-01,NEO/USDT,29.73,30.289,28.5,29.664,420314.381,12346841.71,22590,29.3945
1.53317E+12,2018-08-02,NEO/USDT,29.65,30,27.65,28.17,413945.379,11859033.5,20545,28.825
1.53325E+12,2018-08-03,NEO/USDT,28.171,28.48,26.42,27.899,425146.317,11655217.25,22640,27.45
1.53334E+12,2018-08-04,NEO/USDT,27.879,28.923,26.168,26.729,423702.218,11586981.7,21435,27.5455
1.53343E+12,2018-08-05,NEO/USDT,26.685,27.798,26.147,27.576,383712.637,10355206.02,15675,26.9725
1.53351E+12,2018-08-06,NEO/USDT,27.573,28.337,25.725,26.064,429455.12,11586285.18,21078,27.031
1.5336E+12,2018-08-07,NEO/USDT,26.095,27.681,24.721,25.098,493411.847,12972519.24,27035,26.201
1.53369E+12,2018-08-08,NEO/USDT,25.098,25.098,21.013,21.74,659118.822,15094963.51,36761,23.0555
1.53377E+12,2018-08-09,NEO/USDT,21.759,23,20.8,22.296,530105.087,11754615.82,29057,21.9
1.53386E+12,2018-08-10,NEO/USDT,22.297,22.7,19.33,19.759,559295.654,11782216.69,30830,21.015
1.53395E+12,2018-08-11,NEO/USDT,19.76,19.84,17.341,18.342,702108.089,12898079.23,36433,18.5905
1.53403E+12,2018-08-12,NEO/USDT,18.412,19.251,18,18.497,447923.771,8352338.416,21802,18.6255
1.53412E+12,2018-08-13,NEO/USDT,18.457,18.962,15.575,15.672,609297.373,10626402.69,27906,17.2685
1.5342E+12,2018-08-14,NEO/USDT,15.66,16.26,13.8,16.006,961386.351,14264382.75,41721,15.03
1.53429E+12,2018-08-15,NEO/USDT,16.006,17.691,15.447,15.576,1134877.087,18688221.12,47287,16.569
1.53438E+12,2018-08-16,NEO/USDT,15.6,17.25,15.38,15.996,884510.839,14514478.71,35669,16.315
1.53446E+12,2018-08-17,NEO/USDT,16.002,20.765,15.817,20.67,1370875.437,24943304.37,54125,18.291
1.53455E+12,2018-08-18,NEO/USDT,20.67,21.09,17.1,18.731,1150197.265,21754826.33,48552,19.095
1.53464E+12,2018-08-19,NEO/USDT,18.697,20.1,17.639,19.505,918144.963,17464361,35794,18.8695
1.53472E+12,2018-08-20,NEO/USDT,19.494,19.788,16.83,17.087,743607.756,13728837.09,33808,18.309
1.53481E+12,2018-08-21,NEO/USDT,17.087,18.241,16.918,17.838,613722.395,10801169.9,25657,17.5795
1.5349E+12,2018-08-22,NEO/USDT,17.837,19.399,15.9,16.375,871933.6,15453729.25,36106,17.6495
1.53498E+12,2018-08-23,NEO/USDT,16.434,17.821,16.366,17.77,633368.081,10777434.83,24833,17.0935
1.53507E+12,2018-08-24,NEO/USDT,17.784,17.926,16.98,17.718,604466.785,10595584.7,23979,17.453
1.53516E+12,2018-08-25,NEO/USDT,17.719,18.5,17.26,17.595,654420.865,11620738.61,23355,17.88
1.53524E+12,2018-08-26,NEO/USDT,17.591,17.714,16.741,17.513,560146.247,9662716.441,21393,17.2275
1.53533E+12,2018-08-27,NEO/USDT,17.512,20.816,17.252,20.74,1032669.255,19463066.21,40917,19.034
1.53541E+12,2018-08-28,NEO/USDT,20.681,21.74,19.7,21.267,1057017.034,21897985.46,46585,20.72
1.5355E+12,2018-08-29,NEO/USDT,21.267,21.331,19.366,19.746,952761.604,19359147.99,39036,20.3485
1.53559E+12,2018-08-30,NEO/USDT,19.721,20.125,18.403,19.56,759291.051,14521100.51,31097,19.264
1.53567E+12,2018-08-31,NEO/USDT,19.569,20.38,18.92,20.03,682248.961,13413296.41,27266,19.65
1.53576E+12,2018-09-01,NEO/USDT,20.082,23.27,20.031,22.567,980634.267,21390553.54,43086,21.6505
1.53585E+12,2018-09-02,NEO/USDT,22.551,23.368,21.441,22.116,1017739.488,22688975.18,41291,22.4045
1.53593E+12,2018-09-03,NEO/USDT,22.115,23.7,21.1,23.005,903280.584,20234941.45,36763,22.4
1.53602E+12,2018-09-04,NEO/USDT,23.002,25.321,22.4,24.191,1227624.195,29455376.84,45929,23.8605
1.53611E+12,2018-09-05,NEO/USDT,24.19,24.872,19.117,19.298,1782342.348,38848643.51,64893,21.9945
1.53619E+12,2018-09-06,NEO/USDT,19.286,20.619,18.001,20.456,1707493.35,32800935.88,56273,19.31
1.53628E+12,2018-09-07,NEO/USDT,20.45,20.89,18.7,19.518,1185634.522,23629720.57,40906,19.795
1.53636E+12,2018-09-08,NEO/USDT,19.479,20.1,17.597,17.901,816063.001,15517473.72,31081,18.8485
1.53645E+12,2018-09-09,NEO/USDT,17.901,19.39,17.5,18.42,891163.046,16504477.12,32479,18.445
1.53654E+12,2018-09-10,NEO/USDT,18.406,19,18.123,18.494,666471.519,12375532.31,24323,18.5615
1.53662E+12,2018-09-11,NEO/USDT,18.497,18.817,16.901,17.73,860817.418,15426527.42,28006,17.859
1.53671E+12,2018-09-12,NEO/USDT,17.727,17.799,16.136,17.655,911939.816,15498502.7,31239,16.9675
1.5368E+12,2018-09-13,NEO/USDT,17.646,18.75,17.589,18.243,1103501.898,20060093.52,36158,18.1695
1.53688E+12,2018-09-14,NEO/USDT,18.229,18.75,17.615,17.735,859060.432,15588342.06,30701,18.1825
1.53697E+12,2018-09-15,NEO/USDT,17.735,18.476,17.735,17.967,622069.611,11313106.34,20127,18.1055
1.53706E+12,2018-09-16,NEO/USDT,17.975,18.127,17.18,17.96,541164.639,9625312.615,19844,17.6535
1.53714E+12,2018-09-17,NEO/USDT,17.963,18.3,16.2,16.491,1000522.02,17234386.78,32071,17.25
1.53723E+12,2018-09-18,NEO/USDT,16.498,17.4,16.29,16.863,628833.602,10597831.79,20526,16.845
1.53732E+12,2018-09-19,NEO/USDT,16.852,17.4,16.25,17.093,689844.062,11718315.1,23109,16.825
1.5374E+12,2018-09-20,NEO/USDT,17.113,18.574,16.964,18.186,835783.685,14641463.72,25370,17.769
1.53749E+12,2018-09-21,NEO/USDT,18.186,20.379,17.757,19.846,1502090.828,28528483.85,47561,19.068
1.53757E+12,2018-09-22,NEO/USDT,19.844,20.23,18.327,18.84,691621.16,13143809.19,23791,19.2785
1.53766E+12,2018-09-23,NEO/USDT,18.838,20.8,18.643,19.562,876987.861,17293626.41,33715,19.7215
1.53775E+12,2018-09-24,NEO/USDT,19.58,19.72,18.132,18.448,715649.354,13471414.84,29293,18.926
1.53783E+12,2018-09-25,NEO/USDT,18.446,18.446,17,18.209,649111.046,11451243.28,27434,17.723
1.53792E+12,2018-09-26,NEO/USDT,18.21,18.663,17.383,17.814,632178.909,11390524.88,26105,18.023
1.53801E+12,2018-09-27,NEO/USDT,17.809,19.33,17.46,19.006,749207,13826011.43,28842,18.395
1.53809E+12,2018-09-28,NEO/USDT,19.024,20.66,18.579,19.272,1265175.671,24709453.46,49720,19.6195
1.53818E+12,2018-09-29,NEO/USDT,19.243,19.321,18.4,19.16,584093.955,11032881.34,23129,18.8605
1.53827E+12,2018-09-30,NEO/USDT,19.181,19.288,18.5,18.936,566345.17,10744941.46,21297,18.894
1.53835E+12,2018-10-01,NEO/USDT,18.947,19.158,18.23,18.713,552283.509,10360311.69,19701,18.694
1.53844E+12,2018-10-02,NEO/USDT,18.695,18.848,18.012,18.451,547063.362,10156770.35,19311,18.43
1.53852E+12,2018-10-03,NEO/USDT,18.453,18.518,17.688,18.026,544804.598,9782422.939,20038,18.103
1.53861E+12,2018-10-04,NEO/USDT,18.026,18.4,17.9,17.996,532363.951,9690581.015,16794,18.15
1.5387E+12,2018-10-05,NEO/USDT,17.996,18.335,17.8,18.207,467505.862,8420238.418,15058,18.0675
1.53878E+12,2018-10-06,NEO/USDT,18.224,18.62,17.83,17.961,476808.479,8646528.703,15953,18.225
1.53887E+12,2018-10-07,NEO/USDT,17.943,18.29,17.9,18.207,457368.991,8268284.341,14346,18.095
1.53896E+12,2018-10-08,NEO/USDT,18.219,18.824,18.116,18.558,634233.569,11700909.97,20603,18.47
1.53904E+12,2018-10-09,NEO/USDT,18.558,18.624,18.05,18.329,564358.002,10353963.41,18368,18.337
1.53913E+12,2018-10-10,NEO/USDT,18.329,18.39,17.881,18.267,516770.513,9399082.587,17350,18.1355
1.53922E+12,2018-10-11,NEO/USDT,18.26,18.294,15.401,15.57,945106.086,15493412.54,39728,16.8475
1.5393E+12,2018-10-12,NEO/USDT,15.549,16.294,15.25,15.747,463041.259,7355001.794,18644,15.772
1.53939E+12,2018-10-13,NEO/USDT,15.707,16.094,15.701,15.958,413719.079,6595397.142,14913,15.8975
1.53948E+12,2018-10-14,NEO/USDT,15.97,16.469,15.649,15.814,528065.344,8541533.526,16995,16.059
1.53956E+12,2018-10-15,NEO/USDT,15.784,18.7,15.514,16.656,1153037.853,19583501.56,45980,17.107
1.53965E+12,2018-10-16,NEO/USDT,16.655,16.961,16.4,16.867,437450.075,7273730.049,15819,16.6805
1.53973E+12,2018-10-17,NEO/USDT,16.842,17.333,16.72,17.179,551933.463,9432421.658,19673,17.0265
1.53982E+12,2018-10-18,NEO/USDT,17.168,18.162,16.711,16.922,748598.243,12997764.44,28448,17.4365
1.53991E+12,2018-10-19,NEO/USDT,16.92,17.035,16.6,16.737,352920.885,5925462.276,12485,16.8175
1.53999E+12,2018-10-20,NEO/USDT,16.737,17.113,16.521,16.903,434063.999,7323869.289,14356,16.817
1.54008E+12,2018-10-21,NEO/USDT,16.903,17.2,16.72,16.795,453858.762,7722438.266,15199,16.96
1.54017E+12,2018-10-22,NEO/USDT,16.775,17.292,16.617,17.05,417179.855,7059888.74,15424,16.9545
