unix,ds,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount,Value
1.51934E+12,2018-02-23,BNB/USDT,8.8474,9.7301,8.6,9.693,1621549.49,14877321.47,66343,9.16505
1.51943E+12,2018-02-24,BNB/USDT,9.7,9.8379,8.6902,9.0873,1356848.25,12541275.41,58144,9.26405
1.51952E+12,2018-02-25,BNB/USDT,9.1161,9.47,8.9,9.35,888973.06,8166986.475,34258,9.185
1.5196E+12,2018-02-26,BNB/USDT,9.3677,10.0999,9.09,9.9199,1266163.05,12220016.04,50516,9.59495
1.51969E+12,2018-02-27,BNB/USDT,9.9199,11.1111,9.7713,10.56,2377225.58,25366239.5,75277,10.4412
1.51978E+12,2018-02-28,BNB/USDT,10.56,11.1743,10.3295,10.4536,1610363.07,17222788.46,57703,10.7519
1.51986E+12,2018-03-01,BNB/USDT,10.4641,10.68,10.3245,10.4768,1224834.48,12865720.18,44634,10.50225
1.51995E+12,2018-03-02,BNB/USDT,10.4715,10.585,10.1136,10.2348,710198.47,7352923.499,32059,10.3493
1.52004E+12,2018-03-03,BNB/USDT,10.2347,10.4694,10.1171,10.2399,636280.81,6565327.502,28791,10.29325
1.52012E+12,2018-03-04,BNB/USDT,10.2399,10.4239,9.8501,10.4139,591499.65,5999839.607,28561,10.137
1.52021E+12,2018-03-05,BNB/USDT,10.4139,10.4533,10.0847,10.0847,467389.77,4817003.637,26636,10.269
1.52029E+12,2018-03-06,BNB/USDT,10.084,10.134,9.1025,9.3899,939994.7,9004310.682,36492,9.61825
1.52038E+12,2018-03-07,BNB/USDT,9.3899,10.2114,8.11,9.0405,2930631.06,26852891.55,82063,9.1607
1.52047E+12,2018-03-08,BNB/USDT,9.0446,9.1921,8.0211,8.2703,1878677.62,15950752.24,64654,8.6066
1.52055E+12,2018-03-09,BNB/USDT,8.2703,8.3421,7.06,8.2807,1949612.67,14901604.2,75679,7.70105
1.52064E+12,2018-03-10,BNB/USDT,8.2951,8.3498,7.5553,7.65,2213393.39,17878163.37,46906,7.95255
1.52073E+12,2018-03-11,BNB/USDT,7.65,8.423,7.2,8.268,2660649.85,21201501.08,51059,7.8115
1.52081E+12,2018-03-12,BNB/USDT,8.2679,8.4988,7.66,8.034,2529859.67,20891213.11,44596,8.0794
1.5209E+12,2018-03-13,BNB/USDT,8.0204,11,7.8055,10.2188,7227864.56,69292853.79,147241,9.40275
1.52099E+12,2018-03-14,BNB/USDT,10.1999,10.6753,8.5,8.9243,5154134.62,50429708.11,113508,9.58765
1.52107E+12,2018-03-15,BNB/USDT,8.915,9.4486,8.3,9.1047,4274358.77,38290247.37,85283,8.8743
1.52116E+12,2018-03-16,BNB/USDT,9.1074,9.38,8.55,9.0645,4046429.23,36778757.58,52658,8.965
1.52124E+12,2018-03-17,BNB/USDT,9.1043,9.471,8.6245,8.9231,3951199.27,35664698.27,50213,9.04775
1.52133E+12,2018-03-18,BNB/USDT,8.9256,8.98,7.8,8.9648,3959581.29,33053790.21,83905,8.39
1.52142E+12,2018-03-19,BNB/USDT,8.9664,9.4,8.45,9.035,3907835.7,34486023.7,78120,8.925
1.5215E+12,2018-03-20,BNB/USDT,9.035,9.2888,8.6001,9.1618,3926209.35,35159668.44,64516,8.94445
1.52159E+12,2018-03-21,BNB/USDT,9.1865,10.3383,9.01,9.9777,4959307.31,47849842.98,89984,9.67415
1.52168E+12,2018-03-22,BNB/USDT,9.9729,10.94,9.47,10.0806,4709042.44,47848987.78,107559,10.205
1.52176E+12,2018-03-23,BNB/USDT,10.0614,11.98,9.5,11.7397,5510835.71,58744458.38,114219,10.74
1.52185E+12,2018-03-24,BNB/USDT,11.7158,14.9444,11.5314,13.2398,8441747.33,109966023,183565,13.2379
1.52194E+12,2018-03-25,BNB/USDT,13.2398,14.26,12.4771,12.95,6175307.17,82161202.42,137232,13.36855
1.52202E+12,2018-03-26,BNB/USDT,12.95,13.04,10.8189,12.05,5486492.23,65134074.95,111254,11.92945
1.52211E+12,2018-03-27,BNB/USDT,12.01,12.23,10.83,11.5404,4077306.58,47085538.26,93422,11.53
1.5222E+12,2018-03-28,BNB/USDT,11.5404,12.235,11.31,11.6888,3219334.4,37792501.91,63096,11.7725
1.52228E+12,2018-03-29,BNB/USDT,11.687,11.7494,10.11,10.1877,3602154.55,39276255.1,98029,10.9297
1.52237E+12,2018-03-30,BNB/USDT,10.1877,10.8769,9.6305,10.3955,3795257.43,38548819.31,134622,10.2537
1.52245E+12,2018-03-31,BNB/USDT,10.4,11.4836,10.25,11.051,4177534.21,45663753.2,90096,10.8668
1.52254E+12,2018-04-01,BNB/USDT,11.0599,11.3106,10.3002,11.0767,4095797.21,44633665.78,91391,10.8054
1.52263E+12,2018-04-02,BNB/USDT,11.0956,12.68,10.9815,12.5996,4507155.16,53481043.8,93935,11.83075
1.52271E+12,2018-04-03,BNB/USDT,12.5996,13.9701,12.2114,13.305,5149823.24,68261762.43,123247,13.09075
1.5228E+12,2018-04-04,BNB/USDT,13.2788,13.4889,12,12.21,5112820.69,64097901.42,133806,12.74445
1.52289E+12,2018-04-05,BNB/USDT,12.2098,12.65,12.093,12.4888,4295442.59,53212219.53,76267,12.3715
1.52297E+12,2018-04-06,BNB/USDT,12.4888,12.7001,12.0115,12.2599,3151837.66,38651401.41,51383,12.3558
1.52306E+12,2018-04-07,BNB/USDT,12.26,12.6487,12.22,12.5,3256833.91,40619324.09,51303,12.43435
1.52315E+12,2018-04-08,BNB/USDT,12.5,12.5216,12.11,12.1311,3085224.78,37945714.87,47888,12.3158
1.52323E+12,2018-04-09,BNB/USDT,12.1244,12.55,11.51,11.8888,3011093.55,36295327.01,77270,12.03
1.52332E+12,2018-04-10,BNB/USDT,11.8832,12.441,11.77,12.0904,3449392.51,41694196.56,61241,12.1055
1.5234E+12,2018-04-11,BNB/USDT,12.1121,12.33,11.77,12.33,3394146.16,40544573.62,49233,12.05
1.52349E+12,2018-04-12,BNB/USDT,12.33,13.034,11.85,13.0087,4889173.13,60784049.31,112448,12.442
1.52358E+12,2018-04-13,BNB/USDT,13.0087,13.82,12.6961,13.52,5339975.42,70417293.13,113035,13.25805
1.52366E+12,2018-04-14,BNB/USDT,13.52,13.88,12.9174,13.2888,3521128.98,47242696.62,65929,13.3987
1.52375E+12,2018-04-15,BNB/USDT,13.2865,13.62,12.9,13.0989,3854973.61,50966457.16,78848,13.26
1.52384E+12,2018-04-16,BNB/USDT,13.0985,13.0997,12.011,12.2342,2709514.47,33604249.54,62677,12.55535
1.52392E+12,2018-04-17,BNB/USDT,12.2342,12.4848,11.6658,11.777,2444511,29830190.39,59324,12.0753
1.52401E+12,2018-04-18,BNB/USDT,11.777,12.45,11.511,12.2999,2739464.35,32476880.96,57860,11.9805
1.5241E+12,2018-04-19,BNB/USDT,12.2999,12.44,12.02,12.361,2401088.65,29469321.85,48333,12.23
1.52418E+12,2018-04-20,BNB/USDT,12.3502,12.7241,11.85,12.5858,2737433.33,33661511.2,63454,12.28705
1.52427E+12,2018-04-21,BNB/USDT,12.574,13.74,12.38,13.3302,4556037.09,59501254.84,115450,13.06
1.52436E+12,2018-04-22,BNB/USDT,13.3689,13.3987,12.8,12.8888,2564431.16,33398981.92,57960,13.09935
1.52444E+12,2018-04-23,BNB/USDT,12.8887,13.8644,12.82,13.645,4448320.55,60098620.41,67908,13.3422
1.52453E+12,2018-04-24,BNB/USDT,13.6449,15.6805,13.6096,15.0895,4773630.91,69952675.33,106099,14.64505
1.52461E+12,2018-04-25,BNB/USDT,15.0786,15.9,12.91,13.3999,5198344.23,73903160.47,145033,14.405
1.5247E+12,2018-04-26,BNB/USDT,13.3999,14.75,13.1855,14.63,4222900.08,59387951.33,84617,13.96775
1.52479E+12,2018-04-27,BNB/USDT,14.6299,14.7854,14.1075,14.2396,2886054.25,41808566.93,60734,14.44645
1.52487E+12,2018-04-28,BNB/USDT,14.2493,15.4,14.1628,15.2011,3784189.33,56833811.86,62626,14.7814
1.52496E+12,2018-04-29,BNB/USDT,15.1672,15.436,14.5001,15.0489,2829207.93,42480975.99,60732,14.96805
1.52505E+12,2018-04-30,BNB/USDT,15.0489,15.15,14.04,14.3291,2063155.39,30209221.62,56138,14.595
1.52513E+12,2018-05-01,BNB/USDT,14.3271,14.3288,13.5,14.1711,1987546.78,27657821.7,49512,13.9144
1.52522E+12,2018-05-02,BNB/USDT,14.1421,14.44,13.9001,14.439,2097270.4,29709562.93,45055,14.17005
1.52531E+12,2018-05-03,BNB/USDT,14.4389,14.8599,14.1799,14.6999,2502529.16,36292488.94,71342,14.5199
1.52539E+12,2018-05-04,BNB/USDT,14.6493,14.7499,14.25,14.3622,1875629.56,27098755.55,50352,14.49995
1.52548E+12,2018-05-05,BNB/USDT,14.3621,14.57,14.21,14.4468,1877245.04,27029269.4,46437,14.39
1.52556E+12,2018-05-06,BNB/USDT,14.444,14.9384,13.5495,14.012,2099311.5,30025181.62,64857,14.24395
1.52565E+12,2018-05-07,BNB/USDT,13.9993,14.0764,12.915,13.71,1651401.64,22175899.27,56189,13.4957
1.52574E+12,2018-05-08,BNB/USDT,13.7191,13.9733,13.0001,13.4981,1439759.01,19482429.03,42686,13.4867
1.52582E+12,2018-05-09,BNB/USDT,13.5,14.8,13.02,14.6417,2600990.7,36481965.56,58437,13.91
1.52591E+12,2018-05-10,BNB/USDT,14.6266,15.05,13.7323,13.7957,1653996.3,23814558.64,49573,14.39115
1.526E+12,2018-05-11,BNB/USDT,13.7737,14.13,12.5211,12.9884,1567764.99,20738478.51,62929,13.32555
1.52608E+12,2018-05-12,BNB/USDT,12.9603,13.27,12.1242,12.9319,1272138.32,16197273.12,50172,12.6971
1.52617E+12,2018-05-13,BNB/USDT,12.9319,13.5794,12.6186,13.1515,1879918.95,24594243.8,48411,13.099
1.52626E+12,2018-05-14,BNB/USDT,13.1624,13.2,12.2,12.8388,1543293.66,19732255.18,47490,12.7
1.52634E+12,2018-05-15,BNB/USDT,12.8448,13.33,12.4638,12.5389,1284872.56,16663163.29,38727,12.8969
1.52643E+12,2018-05-16,BNB/USDT,12.5312,12.9199,11.88,12.2901,1075287.4,13060083.29,38203,12.39995
1.52652E+12,2018-05-17,BNB/USDT,12.28,12.9496,12.1818,12.3777,1714166.53,21540904.48,39386,12.5657
1.5266E+12,2018-05-18,BNB/USDT,12.3679,16.276,12.0001,15.1363,5632069.63,81466417.28,118465,14.13805
1.52669E+12,2018-05-19,BNB/USDT,15.0885,15.6666,13.95,14.33,3387951.86,50229062.77,66228,14.8083
1.52677E+12,2018-05-20,BNB/USDT,14.335,14.3995,13.682,14.1666,2411178.47,33610874.33,43942,14.04075
1.52686E+12,2018-05-21,BNB/USDT,14.1664,14.8005,13.7,14.6996,2546234.23,36338921.3,51996,14.25025
1.52695E+12,2018-05-22,BNB/USDT,14.6728,14.85,13.6911,13.888,2361029.44,33956032.26,55291,14.27055
1.52703E+12,2018-05-23,BNB/USDT,13.8544,13.9299,12.235,12.4998,2215424.73,28603983.61,79921,13.08245
1.52712E+12,2018-05-24,BNB/USDT,12.4997,13.1947,12.1,13.0288,1576180.03,20037253.75,45522,12.64735
1.52721E+12,2018-05-25,BNB/USDT,13.0255,13.3789,12.5627,13.0129,1316638.08,17063650.33,33280,12.9708
1.52729E+12,2018-05-26,BNB/USDT,13.0129,13.283,12.6411,12.7888,1215820.52,15801577.02,20881,12.96205
1.52738E+12,2018-05-27,BNB/USDT,12.7561,12.8,12.2856,12.6046,1071651.59,13519380.34,20952,12.5428
1.52747E+12,2018-05-28,BNB/USDT,12.596,12.75,11.611,11.9179,936828.03,11420576.01,24655,12.1805
1.52755E+12,2018-05-29,BNB/USDT,11.892,12.7,11.6601,12.6073,1469580.43,18092196.28,33316,12.18005
1.52764E+12,2018-05-30,BNB/USDT,12.5947,12.7927,12.17,12.6199,1299596.87,16280445.89,31918,12.48135
1.52772E+12,2018-05-31,BNB/USDT,12.608,14.302,12.38,14.2,2725397.09,37070312.44,60802,13.341
1.52781E+12,2018-06-01,BNB/USDT,14.1919,14.467,13.76,14.2888,2320553.13,32653012.97,40264,14.1135
1.5279E+12,2018-06-02,BNB/USDT,14.2503,14.882,14,14.6732,2358996.4,34189301.52,37491,14.441
1.52798E+12,2018-06-03,BNB/USDT,14.6785,15.0254,14.2657,14.6995,2237218.88,32934034.53,36772,14.64555
1.52807E+12,2018-06-04,BNB/USDT,14.666,14.743,13.59,14.2636,1575290.65,22251821.26,35922,14.1665
1.52816E+12,2018-06-05,BNB/USDT,14.2635,15.711,14.1328,15.6156,2607589.16,38768714.54,55720,14.9219
1.52824E+12,2018-06-06,BNB/USDT,15.6156,17.4767,15.23,17.275,3866321.8,63980353.44,92904,16.35335
1.52833E+12,2018-06-07,BNB/USDT,17.2512,17.44,16.11,16.2791,3248655.04,54757849.33,62706,16.775
1.52842E+12,2018-06-08,BNB/USDT,16.28,16.6579,15.72,16.2292,2536838.57,41055574.7,54444,16.18895
1.5285E+12,2018-06-09,BNB/USDT,16.2292,16.906,15.869,16.0188,2334912.18,38368117.18,40154,16.3875
1.52859E+12,2018-06-10,BNB/USDT,16.0192,16.1199,13.4,14.18,2579153.65,37827121.6,73888,14.75995
1.52868E+12,2018-06-11,BNB/USDT,14.18,15.48,13.6712,15.47,2472371.47,36064581.54,60088,14.5756
1.52876E+12,2018-06-12,BNB/USDT,15.47,16.16,14.86,15.2263,3485152.76,53983333.34,87861,15.51
1.52885E+12,2018-06-13,BNB/USDT,15.2265,15.85,13.6924,14.5888,3148409.74,46815488.33,79008,14.7712
1.52893E+12,2018-06-14,BNB/USDT,14.5794,15.2,14,14.867,2693075.27,39482057.01,73167,14.6
1.52902E+12,2018-06-15,BNB/USDT,14.867,15.65,14.602,14.9895,2572848.48,38907490.48,61009,15.126
1.52911E+12,2018-06-16,BNB/USDT,14.98,15.96,14.82,15.7602,2452263.98,38045736.41,55758,15.39
1.52919E+12,2018-06-17,BNB/USDT,15.7883,17.2,15.6951,16.5987,3238566.8,53502585.08,73008,16.44755
1.52928E+12,2018-06-18,BNB/USDT,16.6105,17.1998,16.11,16.8111,2847219.22,47861779.31,72205,16.6549
1.52937E+12,2018-06-19,BNB/USDT,16.8092,16.95,16.1288,16.7556,2118005.58,34963195.21,58216,16.5394
1.52945E+12,2018-06-20,BNB/USDT,16.7395,16.85,15.6,16.0773,1951387.85,31306144.78,56778,16.225
1.52954E+12,2018-06-21,BNB/USDT,16.0768,17.38,15.865,17.0727,3562967.67,59369253.23,83187,16.6225
1.52963E+12,2018-06-22,BNB/USDT,17.0726,17.25,15.16,15.56,3363308.98,54171930.63,96439,16.205
1.52971E+12,2018-06-23,BNB/USDT,15.55,16.0488,15.3123,15.6398,2104033.7,33027599.35,51321,15.68055
1.5298E+12,2018-06-24,BNB/USDT,15.6024,15.749,13.3419,14.4174,3864116.26,55238298.52,96106,14.54545
1.52988E+12,2018-06-25,BNB/USDT,14.4174,15.1532,13.76,14.92,2268298.4,33067739.4,60674,14.4566
1.52997E+12,2018-06-26,BNB/USDT,14.8982,15.0098,13.83,14.0525,1400093.84,20048435.45,36494,14.4199
1.53006E+12,2018-06-27,BNB/USDT,14.0525,14.3404,13.789,14.0737,1526745.8,21486064.58,31069,14.0647
1.53014E+12,2018-06-28,BNB/USDT,14.0852,14.9,13.81,14.206,2386068.98,34330807.12,57210,14.355
1.53023E+12,2018-06-29,BNB/USDT,14.1312,14.7,13.734,14.5399,1801223.29,25496746.96,45020,14.217
1.53032E+12,2018-06-30,BNB/USDT,14.4847,15.1514,14.256,14.6851,2160868.78,31764133.06,50917,14.7037
1.5304E+12,2018-07-01,BNB/USDT,14.7344,14.7499,14.09,14.37,1213411.44,17467526.24,35997,14.41995
1.53049E+12,2018-07-02,BNB/USDT,14.3679,14.7502,14.01,14.5968,1895365.94,27317959.54,53251,14.3801
1.53058E+12,2018-07-03,BNB/USDT,14.5968,14.81,14.0146,14.1639,1783569.17,25735997.9,49936,14.4123
1.53066E+12,2018-07-04,BNB/USDT,14.17,14.2499,13.8502,14.0212,1077456.6,15117011.75,32797,14.05005
1.53075E+12,2018-07-05,BNB/USDT,14.0212,14.1367,13.412,13.76,1167466.75,16099476.99,54892,13.77435
1.53084E+12,2018-07-06,BNB/USDT,13.76,13.8143,13.1402,13.4366,957584.87,12814481.55,45186,13.47725
1.53092E+12,2018-07-07,BNB/USDT,13.4366,14.3006,13.2799,14.16,2509657.78,34914778.13,65982,13.79025
1.53101E+12,2018-07-08,BNB/USDT,14.1546,14.18,13.84,14.01,1788649.64,25039486.3,41584,14.01
1.53109E+12,2018-07-09,BNB/USDT,14.0096,14.0497,13.4588,13.5348,1072007.68,14806707.81,37879,13.75425
1.53118E+12,2018-07-10,BNB/USDT,13.5382,13.6312,12.6171,12.77,1268037.08,16501887.03,51108,13.12415
1.53127E+12,2018-07-11,BNB/USDT,12.77,12.87,12.1201,12.697,1676723.91,21058226.25,47894,12.49505
1.53135E+12,2018-07-12,BNB/USDT,12.6899,12.7777,11.802,12.1318,1057562.76,12910599.59,39423,12.28985
1.53144E+12,2018-07-13,BNB/USDT,12.1256,12.4299,11.904,12.1803,1104432.47,13548020.4,42321,12.16695
1.53153E+12,2018-07-14,BNB/USDT,12.1772,12.2799,11.921,12.0595,700470.95,8467281.467,29235,12.10045
1.53161E+12,2018-07-15,BNB/USDT,12.0677,12.399,11.93,12.321,978185.21,11950242.44,20644,12.1645
1.5317E+12,2018-07-16,BNB/USDT,12.321,13.4295,12.1525,13.3471,1688449.26,21925857.29,50131,12.791
1.53179E+12,2018-07-17,BNB/USDT,13.3717,13.9,12.827,13.7398,2440273.66,32570276.18,70437,13.3635
1.53187E+12,2018-07-18,BNB/USDT,13.7398,13.88,12.65,12.8574,2499594.95,33794147.78,71842,13.265
1.53196E+12,2018-07-19,BNB/USDT,12.8575,13.3776,12.7161,12.955,1659928.44,21603602.17,52329,13.04685
1.53204E+12,2018-07-20,BNB/USDT,12.955,13.039,11.821,12.0798,1500770.49,18560112.93,48919,12.43
1.53213E+12,2018-07-21,BNB/USDT,12.0701,12.4933,11.8087,12.1959,962002.15,11713318.54,31285,12.151
1.53222E+12,2018-07-22,BNB/USDT,12.1655,12.35,11.9257,12.1885,717131,8743603.55,24851,12.13785
1.5323E+12,2018-07-23,BNB/USDT,12.1594,12.4,11.9,12.0348,846080.31,10248756.15,34423,12.15
1.53239E+12,2018-07-24,BNB/USDT,12.0348,12.289,11.6358,12.1469,1470130.39,17678964.47,45619,11.9624
1.53248E+12,2018-07-25,BNB/USDT,12.1469,13.5136,12.1111,13.0048,2387075.91,30990115.09,69891,12.81235
1.53256E+12,2018-07-26,BNB/USDT,13.0448,13.6397,12.9008,13.3283,2048038.7,27045752.07,45742,13.27025
1.53265E+12,2018-07-27,BNB/USDT,13.3435,14.0845,13.0383,13.9919,1868712.12,25531858.18,51776,13.5614
1.53274E+12,2018-07-28,BNB/USDT,13.9902,14.8886,13.72,14.669,2191526.04,31740491.99,54936,14.3043
1.53282E+12,2018-07-29,BNB/USDT,14.6415,14.7512,13.666,13.9569,1627537.9,22996010.78,43430,14.2086
1.53291E+12,2018-07-30,BNB/USDT,13.9353,13.9724,13,13.1666,1214311.9,16318839.01,35989,13.4862
1.533E+12,2018-07-31,BNB/USDT,13.2057,14.1,13.001,13.8369,1908469.58,25968909.87,53038,13.5505
1.53308E+12,2018-08-01,BNB/USDT,13.8384,14.1,13.1725,13.6666,1436158.78,19484025.29,42439,13.63625
1.53317E+12,2018-08-02,BNB/USDT,13.6481,14.1999,13.364,14.15,1220345.44,16667767.04,34510,13.78195
1.53325E+12,2018-08-03,BNB/USDT,14.1302,14.18,13.55,14.1251,1716106.24,23922598.17,43413,13.865
1.53334E+12,2018-08-04,BNB/USDT,14.1251,14.47,13.55,13.8663,1675328.62,23504937.17,35349,14.01
1.53343E+12,2018-08-05,BNB/USDT,13.8663,13.9499,13.2224,13.64,1181522.98,16025447.52,23803,13.58615
1.53351E+12,2018-08-06,BNB/USDT,13.6407,13.975,13.4688,13.6998,1401653.22,19146597.27,26233,13.7219
1.5336E+12,2018-08-07,BNB/USDT,13.6988,13.85,13.0735,13.1488,1138776.83,15401942.95,32888,13.46175
1.53369E+12,2018-08-08,BNB/USDT,13.1486,13.1688,11.95,12.1489,1477830.56,18318248.32,42614,12.5594
1.53377E+12,2018-08-09,BNB/USDT,12.1489,12.8769,12.0408,12.7654,1392084.49,17358341.58,31892,12.45885
1.53386E+12,2018-08-10,BNB/USDT,12.7698,12.8249,11.6912,12.1472,1321748.93,16351283.76,36511,12.25805
1.53395E+12,2018-08-11,BNB/USDT,12.1387,12.1666,11.3,11.6972,951206.61,11161621.55,32017,11.7333
1.53403E+12,2018-08-12,BNB/USDT,11.69,11.8735,11.3503,11.7999,827641.8,9652628.115,22247,11.6119
1.53412E+12,2018-08-13,BNB/USDT,11.7999,11.8899,10.11,10.2576,1263311,14186384.04,32532,10.99995
1.5342E+12,2018-08-14,BNB/USDT,10.293,10.3285,8.5318,9.3999,1778627.02,16293912.25,42939,9.43015
1.53429E+12,2018-08-15,BNB/USDT,9.3999,10.65,9.3328,9.5049,2056703.08,20575226.46,52106,9.9914
1.53438E+12,2018-08-16,BNB/USDT,9.5048,10,9.3549,9.7888,1015018.47,9841969.122,29383,9.67745
1.53446E+12,2018-08-17,BNB/USDT,9.7779,10.88,9.7008,10.88,1343630.43,13760725.79,35482,10.2904
1.53455E+12,2018-08-18,BNB/USDT,10.8766,10.98,9.4518,9.8807,1129707.13,11487200.21,33124,10.2159
1.53464E+12,2018-08-19,BNB/USDT,9.8807,10.2999,9.6501,10.1388,900659.79,9034520.161,17767,9.975
1.53472E+12,2018-08-20,BNB/USDT,10.1304,10.2081,9.5505,9.6377,675185.06,6634719.518,20423,9.8793
1.53481E+12,2018-08-21,BNB/USDT,9.6377,9.8499,9.3526,9.7399,467018.57,4485427.988,15065,9.60125
1.5349E+12,2018-08-22,BNB/USDT,9.7396,10.25,9.1803,9.5888,933905.05,9165730.02,29002,9.71515
1.53498E+12,2018-08-23,BNB/USDT,9.5105,9.7881,9.3201,9.7587,652574.85,6249555.552,14394,9.5541
1.53507E+12,2018-08-24,BNB/USDT,9.7475,10.2313,9.55,10.2038,782216.94,7724105.843,19385,9.89065
1.53516E+12,2018-08-25,BNB/USDT,10.2037,10.3,9.9115,10.1058,679508.1,6865462.079,16821,10.10575
1.53524E+12,2018-08-26,BNB/USDT,10.0997,10.2578,9.7298,10.2158,743828.68,7498417.686,17497,9.9938
1.53533E+12,2018-08-27,BNB/USDT,10.2082,11.3135,10.1023,11.1888,1520413.76,16342711.98,35229,10.7079
1.53541E+12,2018-08-28,BNB/USDT,11.169,11.5489,10.76,11.5188,1547932.24,17325480.93,34520,11.15445
1.5355E+12,2018-08-29,BNB/USDT,11.5188,11.5188,10.7,11.1888,1152277.38,12816786.61,31353,11.1094
1.53559E+12,2018-08-30,BNB/USDT,11.1547,11.1999,10.3501,10.7899,754752.58,8050603.709,24219,10.775
1.53567E+12,2018-08-31,BNB/USDT,10.7899,10.9935,10.5548,10.9899,823324.38,8904059.692,17495,10.77415
1.53576E+12,2018-09-01,BNB/USDT,10.9897,11.57,10.9436,11.48,1044220.23,11858401.66,28045,11.2568
1.53585E+12,2018-09-02,BNB/USDT,11.48,11.5043,11.07,11.3684,708884.77,8001144.011,21497,11.28715
1.53593E+12,2018-09-03,BNB/USDT,11.366,11.48,11.046,11.3294,641282.32,7241099.573,17512,11.263
1.53602E+12,2018-09-04,BNB/USDT,11.3299,11.4494,11.2106,11.4217,630068.09,7161798.61,17018,11.33
1.53611E+12,2018-09-05,BNB/USDT,11.4399,11.5886,9.9,9.9664,1179038.29,12709076.73,36509,10.7443
1.53619E+12,2018-09-06,BNB/USDT,9.9978,10.382,9.5349,10.2888,861725.78,8508375.034,28052,9.95845
1.53628E+12,2018-09-07,BNB/USDT,10.2699,10.2994,9.63,9.9401,543939.79,5437853.872,17791,9.9647
1.53636E+12,2018-09-08,BNB/USDT,9.948,10.1497,9.2715,9.5224,591172.18,5765529.188,18386,9.7106
1.53645E+12,2018-09-09,BNB/USDT,9.511,9.7678,9.1535,9.5399,576769.81,5481832.397,19585,9.46065
1.53654E+12,2018-09-10,BNB/USDT,9.4999,9.7381,9.25,9.508,410304.23,3907007.985,15595,9.49405
1.53662E+12,2018-09-11,BNB/USDT,9.5078,9.6,9.1013,9.3688,776611.24,7292638.319,21707,9.35065
1.53671E+12,2018-09-12,BNB/USDT,9.3796,9.4822,9.01,9.2081,717494.09,6586263.739,23112,9.2461
1.5368E+12,2018-09-13,BNB/USDT,9.2081,9.7146,9.1994,9.5911,1020417.71,9707635.052,25922,9.457
1.53688E+12,2018-09-14,BNB/USDT,9.5911,10.0997,9.4809,9.9268,1066223.53,10431829.3,28271,9.7903
1.53697E+12,2018-09-15,BNB/USDT,9.8842,10.242,9.84,10.0999,1111177.17,11217374.33,24614,10.041
1.53706E+12,2018-09-16,BNB/USDT,10.0626,10.1381,9.7,9.9399,796456.32,7871452.192,18232,9.91905
1.53714E+12,2018-09-17,BNB/USDT,9.9281,10.0321,9.2542,9.3626,861322.4,8384256.233,27126,9.64315
1.53723E+12,2018-09-18,BNB/USDT,9.3626,9.6533,9.22,9.5599,893224.31,8479042.454,20738,9.43665
1.53732E+12,2018-09-19,BNB/USDT,9.531,9.7997,9.231,9.6399,980606.47,9381890.359,23475,9.51535
1.5374E+12,2018-09-20,BNB/USDT,9.6204,10.08,9.5682,10.0388,1120353.35,10930645.34,20877,9.8241
1.53749E+12,2018-09-21,BNB/USDT,10.0126,10.48,9.9091,10.48,1435072.62,14609742.5,39100,10.19455
1.53757E+12,2018-09-22,BNB/USDT,10.4761,10.6,9.985,10.2911,856764.16,8803410.615,24149,10.2925
1.53766E+12,2018-09-23,BNB/USDT,10.2534,10.4258,10.1025,10.2907,861934.49,8854976.309,21732,10.26415
1.53775E+12,2018-09-24,BNB/USDT,10.3,10.3599,9.9082,10.0588,717884.93,7260639.486,21180,10.13405
1.53783E+12,2018-09-25,BNB/USDT,10.0295,10.0583,9.3612,9.8745,670520.95,6467310.147,24026,9.70975
1.53792E+12,2018-09-26,BNB/USDT,9.8498,9.9417,9.5514,9.712,664048.34,6476644.422,23174,9.74655
1.53801E+12,2018-09-27,BNB/USDT,9.7286,10.1118,9.6364,10.0599,1097707.95,10874757.19,23119,9.8741
1.53809E+12,2018-09-28,BNB/USDT,10.0599,10.28,9.8049,9.9911,1023374.46,10300532.42,25461,10.04245
1.53818E+12,2018-09-29,BNB/USDT,9.9607,10.0773,9.72,10.0118,1033613.12,10290818.87,19074,9.89865
1.53827E+12,2018-09-30,BNB/USDT,10,10.0761,9.8203,10.0172,1008085.64,10044300.57,18975,9.9482
1.53835E+12,2018-10-01,BNB/USDT,10.0172,10.0761,9.85,9.9811,948775.1,9447959.535,14768,9.96305
1.53844E+12,2018-10-02,BNB/USDT,9.9811,10.69,9.85,10.3711,1656057.34,16879602.92,25290,10.27
1.53852E+12,2018-10-03,BNB/USDT,10.3,10.49,10.0103,10.3136,1515533.08,15575635.99,28971,10.25015
1.53861E+12,2018-10-04,BNB/USDT,10.2851,10.4393,10.201,10.2982,1396583.15,14416384.72,14898,10.32015
1.5387E+12,2018-10-05,BNB/USDT,10.2735,10.77,10.227,10.6756,1625888.5,17155400.88,19238,10.4985
1.53878E+12,2018-10-06,BNB/USDT,10.6622,10.75,10.3232,10.4289,1222752.32,12837946.64,12395,10.5366
1.53887E+12,2018-10-07,BNB/USDT,10.4085,10.6,10.2602,10.5852,1287321.5,13442716.81,11105,10.4301
1.53896E+12,2018-10-08,BNB/USDT,10.5852,10.6929,10.4938,10.5911,1241326.98,13139669.3,15420,10.59335
