unix,ds,symbol,open,high,low,close,Volume ZEC,Volume USDT,tradecount,Value
1.57334E+12,2019-11-10,ZEC/USDT,36.74,38.33,36.21,37.58,59806.64545,2214677.507,10236,37.27
1.57343E+12,2019-11-11,ZEC/USDT,37.59,37.73,36.32,36.63,29385.96581,1086565.432,5723,37.025
1.57352E+12,2019-11-12,ZEC/USDT,36.62,37.41,36.29,36.84,29302.74313,1081186.824,5586,36.85
1.5736E+12,2019-11-13,ZEC/USDT,36.87,37.2,36.5,36.84,19347.4671,712239.1856,3184,36.85
1.57369E+12,2019-11-14,ZEC/USDT,36.86,36.97,35.99,36.4,19520.91056,710965.9454,4302,36.48
1.57378E+12,2019-11-15,ZEC/USDT,36.4,36.45,34.98,36.13,50105.42924,1795473.02,8014,35.715
1.57386E+12,2019-11-16,ZEC/USDT,36.12,36.25,35.68,35.86,17185.93689,617052.5307,3497,35.965
1.57395E+12,2019-11-17,ZEC/USDT,35.87,36.35,35.26,35.78,17822.12817,640102.1174,4168,35.805
1.57404E+12,2019-11-18,ZEC/USDT,35.77,36.03,33.81,34.66,24990.87954,878764.0211,5931,34.92
1.57412E+12,2019-11-19,ZEC/USDT,34.66,34.75,33.14,33.99,36688.96829,1239395.375,6848,33.945
1.57421E+12,2019-11-20,ZEC/USDT,33.98,34.63,33.56,33.75,38199.64536,1303493.229,5382,34.095
1.57429E+12,2019-11-21,ZEC/USDT,33.74,34.1,30.49,31.37,52838.60357,1710029.624,9025,32.295
1.57438E+12,2019-11-22,ZEC/USDT,31.36,31.82,27.68,29,65894.11229,1949033.501,15554,29.75
1.57447E+12,2019-11-23,ZEC/USDT,29,29.94,28.57,29.54,40584.13276,1191669.92,8775,29.255
1.57455E+12,2019-11-24,ZEC/USDT,29.55,29.79,27.06,27.26,37896.62942,1080819.796,8829,28.425
1.57464E+12,2019-11-25,ZEC/USDT,27.25,28.43,25.15,27.22,101595.2166,2726086.948,17233,26.79
1.57473E+12,2019-11-26,ZEC/USDT,27.21,28.3,27.11,28.22,34626.55427,958564.5045,9803,27.705
1.57481E+12,2019-11-27,ZEC/USDT,28.22,29.34,26.85,28.45,59240.20301,1669004.835,12877,28.095
1.5749E+12,2019-11-28,ZEC/USDT,28.46,29.37,28.09,28.59,31506.1876,905964.0352,9557,28.73
1.57499E+12,2019-11-29,ZEC/USDT,28.6,29.8,28.49,29.33,43862.99092,1276587.942,11141,29.145
1.57507E+12,2019-11-30,ZEC/USDT,29.33,29.5,28.21,29.01,31153.86428,900152.0779,6177,28.855
1.57516E+12,2019-12-01,ZEC/USDT,29,29,27.25,27.93,31946.33098,892433.353,7099,28.125
1.57524E+12,2019-12-02,ZEC/USDT,27.96,28.11,27.26,27.66,23805.81556,658686.9448,7023,27.685
1.57533E+12,2019-12-03,ZEC/USDT,27.67,28.02,27.01,27.3,32285.92051,886291.2362,7606,27.515
1.57542E+12,2019-12-04,ZEC/USDT,27.3,28.79,26.45,26.66,54682.55811,1490184.819,11901,27.62
1.5755E+12,2019-12-05,ZEC/USDT,26.68,30.78,26.61,30.17,142719.5903,4137043.366,20637,28.695
1.57559E+12,2019-12-06,ZEC/USDT,30.17,30.31,28.26,29.13,97148.91924,2838773.857,14722,29.285
1.57568E+12,2019-12-07,ZEC/USDT,29.13,30.23,29.11,29.5,43432.75237,1287402.557,9423,29.67
1.57576E+12,2019-12-08,ZEC/USDT,29.5,29.68,29,29.25,24050.17174,707193.1947,7358,29.34
1.57585E+12,2019-12-09,ZEC/USDT,29.25,32.27,28.92,30.93,136344.4475,4234697.284,23283,30.595
1.57594E+12,2019-12-10,ZEC/USDT,30.92,30.92,29.5,30.03,102853.4089,3099862.086,15454,30.21
1.57602E+12,2019-12-11,ZEC/USDT,30.04,32.18,29.93,31.37,135076.4983,4188173.079,24241,31.055
1.57611E+12,2019-12-12,ZEC/USDT,31.37,31.93,30.22,31.83,90221.3452,2799138.12,16321,31.075
1.5762E+12,2019-12-13,ZEC/USDT,31.82,33.71,30.76,33.28,148161.3505,4773088.309,22222,32.235
1.57628E+12,2019-12-14,ZEC/USDT,33.28,33.31,30.15,32.11,106347.1258,3419446.618,16476,31.73
1.57637E+12,2019-12-15,ZEC/USDT,32.11,33.55,31.39,32.89,115791.678,3754688.176,19438,32.47
1.57645E+12,2019-12-16,ZEC/USDT,32.89,33.01,29.1,29.52,161103.4859,4982368.654,25567,31.055
1.57654E+12,2019-12-17,ZEC/USDT,29.52,29.59,26.01,27.73,174482.4899,4868817.666,25926,27.8
1.57663E+12,2019-12-18,ZEC/USDT,27.72,29.93,25.91,29.3,110720.5275,3100531.838,23104,27.92
1.57671E+12,2019-12-19,ZEC/USDT,29.33,29.62,28,28.52,95677.04155,2736226.375,20166,28.81
1.5768E+12,2019-12-20,ZEC/USDT,28.53,28.68,27.9,28.36,37806.54261,1067346.27,8262,28.29
1.57689E+12,2019-12-21,ZEC/USDT,28.36,28.59,27.73,28.32,40500.97158,1139871.155,8298,28.16
1.57697E+12,2019-12-22,ZEC/USDT,28.32,29.3,28.19,29.09,66804.66869,1919198.428,13216,28.745
1.57706E+12,2019-12-23,ZEC/USDT,29.09,29.99,28.08,28.29,39967.48449,1160812.046,11562,29.035
1.57715E+12,2019-12-24,ZEC/USDT,28.29,28.6,27.78,28.06,27512.85766,774652.2905,8294,28.19
1.57723E+12,2019-12-25,ZEC/USDT,28.07,28.07,27.15,27.37,20972.88885,577311.7542,5573,27.61
1.57732E+12,2019-12-26,ZEC/USDT,27.37,28.58,27.07,27.61,35963.66264,994634.3438,9865,27.825
1.5774E+12,2019-12-27,ZEC/USDT,27.61,27.79,27.12,27.62,21536.48151,591108.701,7255,27.455
1.57749E+12,2019-12-28,ZEC/USDT,27.62,28.45,27.59,28.16,26039.3673,733041.6354,7367,28.02
1.57758E+12,2019-12-29,ZEC/USDT,28.15,29.81,27.92,29.14,38633.49727,1111939.719,13890,28.865
1.57766E+12,2019-12-30,ZEC/USDT,29.16,29.17,28.25,28.35,28611.52375,820719.6194,7484,28.71
1.57775E+12,2019-12-31,ZEC/USDT,28.34,28.36,27.47,27.54,17794.01051,497189.5243,6598,27.915
1.57784E+12,2020-01-01,ZEC/USDT,27.52,28.35,27.37,28.07,21929.63069,611908.9458,7835,27.86
1.57792E+12,2020-01-02,ZEC/USDT,28.06,28.1,26.64,27.02,26163.59399,713848.2067,7773,27.37
1.57801E+12,2020-01-03,ZEC/USDT,27.02,28.69,26.75,28.41,50723.0192,1416240.16,15447,27.72
1.5781E+12,2020-01-04,ZEC/USDT,28.47,30.4,28.03,29.91,45486.98255,1321965.402,12674,29.215
1.57818E+12,2020-01-05,ZEC/USDT,29.91,32.01,29.81,30.81,90434.77489,2781137.148,21337,30.91
1.57827E+12,2020-01-06,ZEC/USDT,30.81,33.25,30.5,32.86,86025.09344,2757564.668,17359,31.875
1.57836E+12,2020-01-07,ZEC/USDT,32.86,33.21,30.72,32.24,97297.36007,3099590.343,19801,31.965
1.57844E+12,2020-01-08,ZEC/USDT,32.24,33.14,30.02,30.88,65174.58483,2058746.985,15942,31.58
1.57853E+12,2020-01-09,ZEC/USDT,30.86,32.02,30.15,30.83,55708.85747,1721730.078,14246,31.085
1.57861E+12,2020-01-10,ZEC/USDT,30.83,34.7,30.01,33.69,132574.7603,4332765.412,32446,32.355
1.5787E+12,2020-01-11,ZEC/USDT,33.72,36.76,33.25,34.88,164154.6787,5706604.909,29718,35.005
1.57879E+12,2020-01-12,ZEC/USDT,34.87,36.39,34.53,35.52,116777.9835,4133407.478,21074,35.46
1.57887E+12,2020-01-13,ZEC/USDT,35.52,38.64,34.57,38.32,209510.2932,7707593.804,37784,36.605
1.57896E+12,2020-01-14,ZEC/USDT,38.32,45.74,38.05,43.83,481225.4869,20331920.26,85476,41.895
1.57905E+12,2020-01-15,ZEC/USDT,43.81,59,43,54.97,703162.524,36530610.19,173653,51
1.57913E+12,2020-01-16,ZEC/USDT,55,55.77,47.61,50.8,284208.8089,14263911.83,63046,51.69
1.57922E+12,2020-01-17,ZEC/USDT,50.78,65.96,48.93,61.54,479690.2206,27777726.32,97028,57.445
1.57931E+12,2020-01-18,ZEC/USDT,61.5,62.69,51,51.16,403444.3095,22603358.39,93742,56.845
1.57939E+12,2020-01-19,ZEC/USDT,51.17,54.9,48.12,51.56,311212.3586,15883882.52,77189,51.51
1.57948E+12,2020-01-20,ZEC/USDT,51.6,56.02,48.87,53.68,234973.8283,12352776.72,60210,52.445
1.57956E+12,2020-01-21,ZEC/USDT,53.67,54.16,50.79,53.26,143581.114,7610105.918,35677,52.475
1.57965E+12,2020-01-22,ZEC/USDT,53.24,54.16,51.35,52.21,101496.2726,5345301.632,31714,52.755
1.57974E+12,2020-01-23,ZEC/USDT,52.21,52.28,48.22,49.6,102880.2267,5151125.795,32223,50.25
1.57982E+12,2020-01-24,ZEC/USDT,49.58,50.89,46.22,48.82,106859.8719,5174114.398,32087,48.555
1.57991E+12,2020-01-25,ZEC/USDT,48.8,49.75,47.88,48.72,58724.04594,2850156.276,21485,48.815
1.58E+12,2020-01-26,ZEC/USDT,48.71,54.51,48.18,53.65,159011.0544,8253117.559,43981,51.345
1.58008E+12,2020-01-27,ZEC/USDT,53.67,58.08,53.65,55.18,184192.136,10290432.59,48603,55.865
1.58017E+12,2020-01-28,ZEC/USDT,55.17,57.09,53.76,56.74,159010.5203,8819950.924,41600,55.425
1.58026E+12,2020-01-29,ZEC/USDT,56.72,64.5,56.33,61.74,284499.2537,17284933.42,66951,60.415
1.58034E+12,2020-01-30,ZEC/USDT,61.71,70.42,59.68,66.3,329165.6043,21834963.48,80161,65.05
1.58043E+12,2020-01-31,ZEC/USDT,66.34,69.38,62.23,66.51,264827.9778,17348495.7,70514,65.805
1.58052E+12,2020-02-01,ZEC/USDT,66.52,69.25,64.73,66.03,138981.4029,9312359.12,39280,66.99
1.5806E+12,2020-02-02,ZEC/USDT,66.02,68,63.57,66.36,149031.6324,9802201.267,38287,65.785
1.58069E+12,2020-02-03,ZEC/USDT,66.4,68.4,64.8,65.52,90900.09051,6031855.375,24755,66.6
1.58077E+12,2020-02-04,ZEC/USDT,65.46,66.11,62.28,64.34,129254.1948,8290307.123,35123,64.195
1.58086E+12,2020-02-05,ZEC/USDT,64.33,72.97,63.58,71.19,203093.5277,13954410.88,68573,68.275
1.58095E+12,2020-02-06,ZEC/USDT,71.19,72.84,68.43,70.14,174752.1312,12342013.73,53751,70.635
1.58103E+12,2020-02-07,ZEC/USDT,70.18,71.93,67.46,68.38,190143.7876,13200541.7,56119,69.695
1.58112E+12,2020-02-08,ZEC/USDT,68.38,72.07,65.91,70.02,151777.9681,10612696.84,50538,68.99
1.58121E+12,2020-02-09,ZEC/USDT,70.01,72.65,68.88,71.33,132482.627,9384141.464,40788,70.765
1.58129E+12,2020-02-10,ZEC/USDT,71.29,71.5,67.81,69.77,185555.3077,12902046.58,57847,69.655
1.58138E+12,2020-02-11,ZEC/USDT,69.77,72.99,68.01,72.68,164041.1482,11546579.81,51383,70.5
1.58147E+12,2020-02-12,ZEC/USDT,72.7,75,72.27,73.12,148411.3094,10927042.15,53946,73.635
1.58155E+12,2020-02-13,ZEC/USDT,73.11,75.82,69.95,72.01,164018.4526,11882069.6,55694,72.885
1.58164E+12,2020-02-14,ZEC/USDT,72.01,73.1,70.57,72.92,85192.54334,6129504.209,31689,71.835
1.58172E+12,2020-02-15,ZEC/USDT,72.92,72.97,63.19,64.46,164973.6998,11191056.51,54684,68.08
1.58181E+12,2020-02-16,ZEC/USDT,64.47,66.51,54.07,60,275355.528,16720817.13,90875,60.29
1.5819E+12,2020-02-17,ZEC/USDT,60.01,66.13,54.76,64.2,324330.6906,19507620.63,99059,60.445
1.58198E+12,2020-02-18,ZEC/USDT,64.2,66.26,59.92,65.74,253961.7882,16145896.72,60109,63.09
1.58207E+12,2020-02-19,ZEC/USDT,65.75,68.78,61.22,62.1,112157.3871,7316890.837,37587,65
1.58216E+12,2020-02-20,ZEC/USDT,62.09,64.11,57.93,60.79,173773.321,10591435.08,56679,61.02
1.58224E+12,2020-02-21,ZEC/USDT,60.77,63.84,59.88,61.56,89755.11095,5556795.029,33056,61.86
1.58233E+12,2020-02-22,ZEC/USDT,61.56,62.27,60,60.73,81461.47549,4968403.088,28453,61.135
1.58242E+12,2020-02-23,ZEC/USDT,60.75,63.7,60.72,63.32,92053.08759,5779674.869,29473,62.21
1.5825E+12,2020-02-24,ZEC/USDT,63.29,64.28,58.82,60.7,100003.4767,6131659.948,39505,61.55
1.58259E+12,2020-02-25,ZEC/USDT,60.7,60.88,56.04,57.06,135448.2515,7870179.718,43609,58.46
1.58268E+12,2020-02-26,ZEC/USDT,57.06,58,48.11,51.33,235296.6637,12357119.61,69921,53.055
1.58276E+12,2020-02-27,ZEC/USDT,51.36,55.07,47.96,52.96,224335.8982,11706144.44,61118,51.515
1.58285E+12,2020-02-28,ZEC/USDT,52.99,54.13,48.59,50.83,199339.6083,10132751.94,54982,51.36
1.58293E+12,2020-02-29,ZEC/USDT,50.82,52.11,48.9,48.96,145358.0189,7361607.911,36983,50.505
1.58302E+12,2020-03-01,ZEC/USDT,48.94,51.5,48.04,49.1,127737.6867,6377313.698,37074,49.77
1.58311E+12,2020-03-02,ZEC/USDT,49.06,52.91,48.82,52.33,90824.60707,4633019.785,27284,50.865
1.58319E+12,2020-03-03,ZEC/USDT,52.38,52.41,49.8,50.78,83209.35024,4240394.348,24978,51.105
1.58328E+12,2020-03-04,ZEC/USDT,50.79,51.5,48.92,50.17,61835.69884,3106756.701,17928,50.21
1.58337E+12,2020-03-05,ZEC/USDT,50.17,53.18,50.17,51.84,99946.31143,5184229.775,25238,51.675
1.58345E+12,2020-03-06,ZEC/USDT,51.83,53.53,51.01,53.3,90785.01989,4735563.668,18094,52.27
1.58354E+12,2020-03-07,ZEC/USDT,53.3,53.5,50.26,50.59,57118.73274,2958401.652,16001,51.88
1.58363E+12,2020-03-08,ZEC/USDT,50.59,50.59,42.03,42.83,196135.9618,8972862.232,49909,46.31
1.58371E+12,2020-03-09,ZEC/USDT,42.82,44.16,38.73,42.18,221636.886,9242735.145,60540,41.445
1.5838E+12,2020-03-10,ZEC/USDT,42.18,42.58,40.25,41.4,117207.902,4887277.037,33206,41.415
1.58388E+12,2020-03-11,ZEC/USDT,41.41,42.12,37.31,40.24,98629.64999,3917421.396,28894,39.715
1.58397E+12,2020-03-12,ZEC/USDT,40.24,40.39,24.17,25.45,449359.1962,13276410.23,106144,32.28
1.58406E+12,2020-03-13,ZEC/USDT,25.45,29.74,17.13,27.34,582130.4389,14345772.71,142995,23.435
1.58414E+12,2020-03-14,ZEC/USDT,27.33,27.65,24.59,24.95,329701.5527,8643034.689,70879,26.12
1.58423E+12,2020-03-15,ZEC/USDT,24.94,26.98,24.58,25.68,216819.6659,5569966.727,50084,25.78
1.58432E+12,2020-03-16,ZEC/USDT,25.67,26.25,21.3,24.68,349043.236,8160063.68,88408,23.775
1.5844E+12,2020-03-17,ZEC/USDT,24.65,25.71,23.93,25.06,258333.6379,6448058.942,58466,24.82
1.58449E+12,2020-03-18,ZEC/USDT,25.05,29.99,24.33,29.73,318215.9824,8420416.137,71508,27.16
1.58458E+12,2020-03-19,ZEC/USDT,29.71,33.78,28.14,31.95,371372.5339,11274472.53,89779,30.96
1.58466E+12,2020-03-20,ZEC/USDT,31.95,36.21,29.65,33.08,316101.0932,10468580.38,89662,32.93
1.58475E+12,2020-03-21,ZEC/USDT,33.09,35.58,31.98,33.03,258902.343,8653208.475,73382,33.78
1.58484E+12,2020-03-22,ZEC/USDT,33.01,35.51,29,29.49,202874.8775,6439095.072,51429,32.255
1.58492E+12,2020-03-23,ZEC/USDT,29.49,33.09,29,32.05,171600.9837,5346628.057,45785,31.045
1.58501E+12,2020-03-24,ZEC/USDT,32.04,33.17,31.77,32.79,142020.4866,4608152.161,35956,32.47
1.58509E+12,2020-03-25,ZEC/USDT,32.76,32.87,30.8,32.2,119825.5449,3823863.432,30287,31.835
1.58518E+12,2020-03-26,ZEC/USDT,32.21,32.56,31.17,32.46,90133.19241,2860959.723,22898,31.865
1.58527E+12,2020-03-27,ZEC/USDT,32.47,32.94,30.81,31.01,125312.5375,4029912.904,30903,31.875
1.58535E+12,2020-03-28,ZEC/USDT,31.01,31.01,29,30.38,123995.7062,3719021.415,27290,30.005
1.58544E+12,2020-03-29,ZEC/USDT,30.38,30.51,28.21,28.22,84379.08764,2469525.936,18707,29.36
1.58553E+12,2020-03-30,ZEC/USDT,28.21,31.59,28.21,30.54,117966.7922,3565781.31,25408,29.9
1.58561E+12,2020-03-31,ZEC/USDT,30.53,31.79,30.18,30.9,100924.5646,3114056.783,19318,30.985
1.5857E+12,2020-04-01,ZEC/USDT,30.91,31.65,29.74,31.32,98798.51532,3031495.121,21916,30.695
1.58579E+12,2020-04-02,ZEC/USDT,31.32,33.91,31,32.23,120427.2491,3868502.097,27016,32.455
1.58587E+12,2020-04-03,ZEC/USDT,32.23,33.24,31.61,32.66,115186.5969,3749271.786,22809,32.425
1.58596E+12,2020-04-04,ZEC/USDT,32.66,33.54,31.92,33.03,123950.3648,4056736.134,21265,32.73
1.58604E+12,2020-04-05,ZEC/USDT,33.03,33.39,31.89,32.52,72215.77278,2373483.888,12623,32.64
1.58613E+12,2020-04-06,ZEC/USDT,32.53,37.68,32.49,37.56,288607.6068,10385713.94,41965,35.085
1.58622E+12,2020-04-07,ZEC/USDT,37.54,38.45,35.31,36.45,212806.302,7878318.495,38648,36.88
1.5863E+12,2020-04-08,ZEC/USDT,36.44,38.22,36.29,37.86,144238.3518,5381095.05,26986,37.255
1.58639E+12,2020-04-09,ZEC/USDT,37.87,42.19,37.61,40.71,274137.5921,10859515.37,45293,39.9
1.58648E+12,2020-04-10,ZEC/USDT,40.73,41.23,34.4,36.62,463626.3519,17066549.12,71450,37.815
1.58656E+12,2020-04-11,ZEC/USDT,36.63,37.54,35.3,36.2,180466.1265,6564576.669,27358,36.42
1.58665E+12,2020-04-12,ZEC/USDT,36.24,37.99,35.23,36.38,149782.4742,5496998.029,20838,36.61
1.58674E+12,2020-04-13,ZEC/USDT,36.34,36.34,34.62,35.75,162291.9861,5729600.607,24203,35.48
1.58682E+12,2020-04-14,ZEC/USDT,35.71,36.28,35.05,35.51,83695.44902,2992907.904,15684,35.665
1.58691E+12,2020-04-15,ZEC/USDT,35.51,36.22,34.76,35.08,112826.0455,3998076.138,18443,35.49
1.587E+12,2020-04-16,ZEC/USDT,35.06,40.16,33.87,38.74,339427.0395,12942252.18,54021,37.015
1.58708E+12,2020-04-17,ZEC/USDT,38.76,41.4,38.04,40.4,116601.4145,4588978.825,21867,39.72
1.58717E+12,2020-04-18,ZEC/USDT,40.33,42.62,40.28,42.13,164788.5676,6840143.035,28765,41.45
1.58725E+12,2020-04-19,ZEC/USDT,42.14,47.56,41.6,46.44,370485.855,16653607.98,65019,44.58
1.58734E+12,2020-04-20,ZEC/USDT,46.44,48.83,40.92,41.89,571796.7646,25885763.11,91769,44.875
1.58743E+12,2020-04-21,ZEC/USDT,41.91,43.5,40.51,42.09,373963.9241,15774426.98,59105,42.005
1.58751E+12,2020-04-22,ZEC/USDT,42.08,45.59,41.81,45.53,213823.0423,9405646.408,38105,43.7
1.5876E+12,2020-04-23,ZEC/USDT,45.52,46.59,43.74,44.46,242475.8754,10909689.89,48659,45.165
1.58769E+12,2020-04-24,ZEC/USDT,44.48,45.33,43.87,44.08,104624.4825,4667686.267,26745,44.6
1.58777E+12,2020-04-25,ZEC/USDT,44.08,45.96,43.35,44.7,121787.5716,5454605.711,31639,44.655
1.58786E+12,2020-04-26,ZEC/USDT,44.69,45.5,43.88,44.59,99451.79403,4442073.844,27364,44.69
1.58795E+12,2020-04-27,ZEC/USDT,44.59,45,42.36,44.46,123886.5614,5432104.077,32785,43.68
1.58803E+12,2020-04-28,ZEC/USDT,44.47,44.73,42.99,44.62,127223.4996,5594036.83,30021,43.86
1.58812E+12,2020-04-29,ZEC/USDT,44.63,47.72,44.56,47.07,271203.2476,12462589.7,61057,46.14
1.5882E+12,2020-04-30,ZEC/USDT,47.08,49,44.04,44.76,304871.5275,14182421.87,68585,46.52
1.58829E+12,2020-05-01,ZEC/USDT,44.73,46.5,44.7,45.73,115418.854,5266389.337,38152,45.6
1.58838E+12,2020-05-02,ZEC/USDT,45.72,46.8,45.05,46.5,59416.71159,2721061.93,22245,45.925
1.58846E+12,2020-05-03,ZEC/USDT,46.52,46.95,44.61,44.78,86548.9359,3958237.327,20095,45.78
1.58855E+12,2020-05-04,ZEC/USDT,44.77,44.92,42.21,44.02,114745.8784,4996948.284,20725,43.565
1.58864E+12,2020-05-05,ZEC/USDT,43.98,44.86,43.15,43.84,71182.58812,3134680.85,15822,44.005
1.58872E+12,2020-05-06,ZEC/USDT,43.82,44.76,42.12,42.3,80351.57554,3527794.175,18181,43.44
1.58881E+12,2020-05-07,ZEC/USDT,42.29,44.84,41.33,44.17,127005.2171,5497680.614,22152,43.085
1.5889E+12,2020-05-08,ZEC/USDT,44.17,47.5,43.44,46.76,153440.6492,6961698.546,29375,45.47
1.58898E+12,2020-05-09,ZEC/USDT,46.78,47.5,44.71,45,135836.7297,6250222.734,26298,46.105
1.58907E+12,2020-05-10,ZEC/USDT,44.99,45.05,38.72,40.9,221942.723,9141590.296,33314,41.885
1.58916E+12,2020-05-11,ZEC/USDT,40.87,41.78,37.85,39.68,156382.5454,6250621.35,20886,39.815
1.58924E+12,2020-05-12,ZEC/USDT,39.7,42.93,39.56,42.21,127588.8181,5331642.85,18024,41.245
1.58933E+12,2020-05-13,ZEC/USDT,42.19,43.44,41.41,42.89,72566.54258,3086358.316,11180,42.425
1.58941E+12,2020-05-14,ZEC/USDT,42.89,43.59,41.98,43.2,99315.84695,4267901.691,14365,42.785
1.5895E+12,2020-05-15,ZEC/USDT,43.18,43.43,41.4,41.87,84542.04138,3587738.185,12653,42.415
1.58959E+12,2020-05-16,ZEC/USDT,41.88,42.96,41.61,42.51,94758.42378,4031806.43,11188,42.285
1.58967E+12,2020-05-17,ZEC/USDT,42.5,47.5,42.45,46.25,245850.4317,11213490.1,34702,44.975
1.58976E+12,2020-05-18,ZEC/USDT,46.25,49.63,46.22,48.07,286614.0953,13831078.21,36645,47.925
1.58985E+12,2020-05-19,ZEC/USDT,48.1,49,46.41,48.97,169681.9315,8063845.521,26971,47.705
1.58993E+12,2020-05-20,ZEC/USDT,48.95,50.45,46.56,48.39,214827.786,10527527.88,27136,48.505
1.59002E+12,2020-05-21,ZEC/USDT,48.36,48.8,44.41,46,195565.0593,9107351.654,26995,46.605
1.59011E+12,2020-05-22,ZEC/USDT,45.97,48.37,45.36,47.7,140667.9519,6646238.079,21515,46.865
1.59019E+12,2020-05-23,ZEC/USDT,47.68,48.42,46.56,46.91,62282.40636,2952904.94,10914,47.49
1.59028E+12,2020-05-24,ZEC/USDT,46.89,47.82,44.95,45,80511.09555,3742810.362,15055,46.385
1.59036E+12,2020-05-25,ZEC/USDT,44.99,46.08,44.83,45.94,69875.09053,3174831.241,10213,45.455
1.59045E+12,2020-05-26,ZEC/USDT,45.98,46.2,44.15,44.85,88439.48643,3997267.364,13063,45.175
1.59054E+12,2020-05-27,ZEC/USDT,44.84,46.26,44.44,46.21,85189.50163,3884328.549,14173,45.35
1.59062E+12,2020-05-28,ZEC/USDT,46.21,47.73,45.77,47.73,69062.69642,3218112.685,13241,46.75
1.59071E+12,2020-05-29,ZEC/USDT,47.74,48.01,46.14,46.6,65165.74701,3067700.814,11191,47.075
1.5908E+12,2020-05-30,ZEC/USDT,46.63,56.39,46.21,54.55,298240.8608,15430036.17,44758,51.3
1.59088E+12,2020-05-31,ZEC/USDT,54.55,55.72,50.62,51.51,236350.785,12602345.07,40599,53.17
1.59097E+12,2020-06-01,ZEC/USDT,51.53,55.03,50.84,54.65,192336.4125,10123536.75,30994,52.935
1.59106E+12,2020-06-02,ZEC/USDT,54.7,55.37,50.16,51.48,208835.9729,11025311.32,29822,52.765
1.59114E+12,2020-06-03,ZEC/USDT,51.5,53.11,50.42,52.83,124259.8876,6409404.496,18536,51.765
1.59123E+12,2020-06-04,ZEC/USDT,52.88,53.45,50.94,52.24,84456.25772,4411948.969,15643,52.195
1.59132E+12,2020-06-05,ZEC/USDT,52.19,54.42,51.97,52.57,118203.0094,6302074.942,21791,53.195
1.5914E+12,2020-06-06,ZEC/USDT,52.56,53.86,51.81,52.83,72909.6273,3837219.811,12610,52.835
1.59149E+12,2020-06-07,ZEC/USDT,52.82,53.15,50.59,52.21,69689.71555,3610597.039,12564,51.87
1.59157E+12,2020-06-08,ZEC/USDT,52.23,52.61,51.52,52.5,56876.61185,2964071.486,11704,52.065
1.59166E+12,2020-06-09,ZEC/USDT,52.5,53.51,51,51.98,74642.31255,3887405.88,13630,52.255
1.59175E+12,2020-06-10,ZEC/USDT,51.99,55.51,51.76,55.21,148338.9968,8013934.959,25052,53.635
1.59183E+12,2020-06-11,ZEC/USDT,55.19,55.53,49.02,49.64,194244.952,10131169.93,30676,52.275
1.59192E+12,2020-06-12,ZEC/USDT,49.63,52.49,48.24,51.61,117138.0059,5953473.034,17774,50.365
1.59201E+12,2020-06-13,ZEC/USDT,51.61,53.04,50.82,52.81,67057.7259,3471035.065,11771,51.93
1.59209E+12,2020-06-14,ZEC/USDT,52.81,52.98,50.48,51.1,59972.11993,3090063.534,10446,51.73
1.59218E+12,2020-06-15,ZEC/USDT,51.06,53.15,48.21,52.2,161500.2648,8183631.224,29100,50.68
1.59227E+12,2020-06-16,ZEC/USDT,52.2,53.8,51.74,52.97,109676.0624,5792670.415,18812,52.77
1.59235E+12,2020-06-17,ZEC/USDT,52.97,53.56,51.57,52.91,74637.31188,3928529.127,13887,52.565
1.59244E+12,2020-06-18,ZEC/USDT,52.91,53.38,51.21,51.95,55588.00972,2919364.079,11383,52.295
1.59252E+12,2020-06-19,ZEC/USDT,51.95,52.44,50.88,51.41,54267.30426,2800858.266,10947,51.66
1.59261E+12,2020-06-20,ZEC/USDT,51.39,51.68,50.24,51.4,43184.02837,2204976.825,8489,50.96
1.5927E+12,2020-06-21,ZEC/USDT,51.41,52.11,50.17,50.51,50446.63973,2587281.773,10305,51.14
1.59278E+12,2020-06-22,ZEC/USDT,50.5,53.67,50.3,53.53,98544.08906,5175401.956,17468,51.985
1.59287E+12,2020-06-23,ZEC/USDT,53.52,63.04,52.43,58.23,405043.8188,23092284.88,70711,57.735
1.59296E+12,2020-06-24,ZEC/USDT,58.24,59.65,53.2,55.2,311980.073,17649340.37,48362,56.425
1.59304E+12,2020-06-25,ZEC/USDT,55.16,56.84,53.02,55.81,156304.1917,8666148.035,24089,54.93
1.59313E+12,2020-06-26,ZEC/USDT,55.83,56.76,54.44,55.7,130497.2717,7268002.676,20691,55.6
1.59322E+12,2020-06-27,ZEC/USDT,55.7,55.74,50.85,52.24,139596.3533,7470881.111,20911,53.295
1.5933E+12,2020-06-28,ZEC/USDT,52.22,54,51.01,51.81,181805.1092,9560369.626,23276,52.505
1.59339E+12,2020-06-29,ZEC/USDT,51.82,53.46,51.41,52.42,185930.9536,9720511.667,27495,52.435
1.59348E+12,2020-06-30,ZEC/USDT,52.44,52.73,50.92,51.44,117478.6241,6099667.29,17024,51.825
1.59356E+12,2020-07-01,ZEC/USDT,51.43,52.5,51.17,51.86,107712.8768,5580093.348,16149,51.835
1.59365E+12,2020-07-02,ZEC/USDT,51.85,53.69,49.64,51.18,216227.3665,11177604.76,31753,51.665
1.59373E+12,2020-07-03,ZEC/USDT,51.16,51.88,50.6,51.11,110236.7128,5650191.813,15865,51.24
