unix,ds,symbol,open,high,low,close,Volume ETC,Volume USDT,tradecount,Value
1.53783E+12,2018-09-25,ETC/USDT,11.0449,11.35,10.3842,11.11,1305713.35,14064419.86,18726,10.8671
1.53792E+12,2018-09-26,ETC/USDT,11.11,11.3387,10.8172,10.9619,1185836.9,13078610.65,15082,11.07795
1.53801E+12,2018-09-27,ETC/USDT,10.974,11.5892,10.75,11.4479,1169995.22,13088303.23,17154,11.1696
1.53809E+12,2018-09-28,ETC/USDT,11.4498,11.6223,11.088,11.2481,1286847.69,14625831.46,15610,11.35515
1.53818E+12,2018-09-29,ETC/USDT,11.254,11.4781,10.9821,11.3992,961707.54,10860051.18,12264,11.2301
1.53827E+12,2018-09-30,ETC/USDT,11.4101,11.4531,11.1351,11.3203,1137539.88,12888618.41,12959,11.2941
1.53835E+12,2018-10-01,ETC/USDT,11.3301,11.42,11.0502,11.2504,814989.53,9190973.934,10312,11.2351
1.53844E+12,2018-10-02,ETC/USDT,11.2381,11.388,11.125,11.163,1096915.05,12327756.4,10964,11.2565
1.53852E+12,2018-10-03,ETC/USDT,11.1568,11.2249,10.848,11.141,1207844.1,13302037.43,12242,11.03645
1.53861E+12,2018-10-04,ETC/USDT,11.141,11.2465,11.0055,11.0936,655528.42,7302993.949,8050,11.126
1.5387E+12,2018-10-05,ETC/USDT,11.0961,11.22,10.9799,11.0963,758350.42,8391942.272,9315,11.09995
1.53878E+12,2018-10-06,ETC/USDT,11.0901,11.1296,10.8516,10.9652,159131.07,1745519.015,5168,10.9906
1.53887E+12,2018-10-07,ETC/USDT,10.9652,11.0502,10.6666,10.95,110952.91,1204442.277,4085,10.8584
1.53896E+12,2018-10-08,ETC/USDT,10.9558,11.0916,10.8587,11.0077,198996.67,2185786.704,5576,10.97515
1.53904E+12,2018-10-09,ETC/USDT,11.0094,11.0207,10.85,10.9509,111108.81,1216549.971,3371,10.93535
1.53913E+12,2018-10-10,ETC/USDT,10.9508,10.9553,10.72,10.9023,187868.81,2039187.193,4995,10.83765
1.53922E+12,2018-10-11,ETC/USDT,10.9023,10.9099,9.05,9.2017,717170,7124759.197,20085,9.97995
1.5393E+12,2018-10-12,ETC/USDT,9.2151,9.7805,9.14,9.5181,1110329.2,10554819.41,14603,9.46025
1.53939E+12,2018-10-13,ETC/USDT,9.5205,9.6567,9.4689,9.5974,1085820.9,10403645.05,9945,9.5628
1.53948E+12,2018-10-14,ETC/USDT,9.6004,9.79,9.473,9.5081,1189360.92,11494599.39,10734,9.6315
1.53956E+12,2018-10-15,ETC/USDT,9.5149,11.08,9.3612,10.0182,1191068.85,12023839.83,23931,10.2206
1.53965E+12,2018-10-16,ETC/USDT,10.0362,10.1855,9.8975,9.989,123875.09,1239729.735,4335,10.0415
1.53973E+12,2018-10-17,ETC/USDT,9.9818,10.338,9.86,10.1051,1189228.13,11939816.23,13134,10.099
1.53982E+12,2018-10-18,ETC/USDT,10.1133,10.1502,9.7364,9.7965,1161135.8,11579931.09,11338,9.9433
1.53991E+12,2018-10-19,ETC/USDT,9.7965,9.8482,9.6732,9.75,706511.44,6900369.529,7236,9.7607
1.53999E+12,2018-10-20,ETC/USDT,9.7507,9.9,9.7,9.82,42531.99,416881.224,2034,9.8
1.54008E+12,2018-10-21,ETC/USDT,9.8219,9.9763,9.763,9.7639,469187.27,4623347.221,6361,9.86965
1.54017E+12,2018-10-22,ETC/USDT,9.7638,10.448,9.7191,10.2037,971149.97,9756536.938,15819,10.08355
1.54025E+12,2018-10-23,ETC/USDT,10.2037,10.3625,9.8233,9.9226,717309.47,7204521.412,11412,10.0929
1.54034E+12,2018-10-24,ETC/USDT,9.9226,10.0527,9.8262,9.8365,493252.16,4901568.434,8910,9.93945
1.54043E+12,2018-10-25,ETC/USDT,9.8366,9.8728,9.6301,9.776,299481.14,2927839.428,6523,9.75145
1.54051E+12,2018-10-26,ETC/USDT,9.7708,9.8732,9.65,9.754,258805.37,2522050.038,5616,9.7616
1.5406E+12,2018-10-27,ETC/USDT,9.754,9.7817,9.6438,9.6867,234776.13,2279679.467,4731,9.71275
1.54068E+12,2018-10-28,ETC/USDT,9.6865,9.7322,9.578,9.6286,249984.45,2413564.87,4913,9.6551
1.54077E+12,2018-10-29,ETC/USDT,9.6357,9.7364,8.9596,9.1034,466158.11,4355075.923,12516,9.348
1.54086E+12,2018-10-30,ETC/USDT,9.1083,9.2325,8.9396,9.0239,322783.22,2925870.643,7858,9.08605
1.54094E+12,2018-10-31,ETC/USDT,9.0184,9.1535,8.7787,9.0855,353935.47,3192832.258,8299,8.9661
1.54103E+12,2018-11-01,ETC/USDT,9.0859,9.1199,9.0015,9.107,252847.94,2289061.161,4685,9.0607
1.54112E+12,2018-11-02,ETC/USDT,9.1107,9.2542,9.053,9.209,309483.03,2833560.995,6533,9.1536
1.5412E+12,2018-11-03,ETC/USDT,9.201,9.2164,9.0317,9.154,232063.75,2123078.189,5328,9.12405
1.54129E+12,2018-11-04,ETC/USDT,9.1542,9.6695,9.1236,9.5696,370265.84,3480363.292,9145,9.39655
1.54138E+12,2018-11-05,ETC/USDT,9.5614,9.5664,9.3401,9.4899,337559.97,3183481.842,7783,9.45325
1.54146E+12,2018-11-06,ETC/USDT,9.4854,10.0564,9.4282,10.0255,430862.86,4173464.591,11773,9.7423
1.54155E+12,2018-11-07,ETC/USDT,10.024,10.0366,9.6183,9.7302,317963.48,3111198.103,9478,9.82745
1.54164E+12,2018-11-08,ETC/USDT,9.7306,9.7613,9.4672,9.5167,264668.57,2535750.94,8968,9.61425
1.54172E+12,2018-11-09,ETC/USDT,9.5116,9.6891,9.4535,9.5498,217136.97,2076637.385,6744,9.5713
1.54181E+12,2018-11-10,ETC/USDT,9.5414,9.63,9.5041,9.519,102952.42,985901.8418,4125,9.56705
1.54189E+12,2018-11-11,ETC/USDT,9.52,9.5253,9,9.3041,170585.61,1579339.42,8151,9.26265
1.54198E+12,2018-11-12,ETC/USDT,9.2874,9.3811,9.2056,9.2608,114357.02,1062325.115,6093,9.29335
1.54207E+12,2018-11-13,ETC/USDT,9.2608,9.305,9.11,9.1848,140792.94,1297847.107,6254,9.2075
1.54215E+12,2018-11-14,ETC/USDT,9.1848,9.4519,7.0726,8.2012,1266018.26,10242886.91,41245,8.26225
1.54224E+12,2018-11-15,ETC/USDT,8.2007,8.2095,7.2001,7.8927,1717476.2,13399355.56,44077,7.7048
1.54233E+12,2018-11-16,ETC/USDT,7.893,7.9468,7.4871,7.5637,531886.06,4095183.405,15763,7.71695
1.54241E+12,2018-11-17,ETC/USDT,7.5716,7.5938,7.4089,7.4797,321149.33,2411362.283,8123,7.50135
1.5425E+12,2018-11-18,ETC/USDT,7.4797,7.721,7.4233,7.5234,270864.29,2055752.868,6354,7.57215
1.54259E+12,2018-11-19,ETC/USDT,7.5254,7.5254,6.1252,6.2797,965055.68,6402785.533,24765,6.8253
1.54267E+12,2018-11-20,ETC/USDT,6.2675,6.5323,5.1604,5.65,2145123.64,12578199.31,43851,5.84635
1.54276E+12,2018-11-21,ETC/USDT,5.643,6.017,5.4096,5.8304,1221416.78,6996018.974,22501,5.7133
1.54284E+12,2018-11-22,ETC/USDT,5.8382,5.8956,5.2536,5.2988,535163.12,3055989.672,9002,5.5746
1.54293E+12,2018-11-23,ETC/USDT,5.3027,5.4367,5.0228,5.2632,872638.73,4558691.239,14236,5.22975
1.54302E+12,2018-11-24,ETC/USDT,5.2697,5.4369,4.517,4.855,1185641.69,5896135.279,18196,4.97695
1.5431E+12,2018-11-25,ETC/USDT,4.855,4.9845,4.2925,4.8493,1264365.75,5842417.843,20162,4.6385
1.54319E+12,2018-11-26,ETC/USDT,4.8571,4.9678,4.2547,4.4013,1533566.66,7059580.302,25015,4.61125
1.54328E+12,2018-11-27,ETC/USDT,4.3877,4.75,4.2311,4.5871,1223707.88,5407522.883,15718,4.49055
1.54336E+12,2018-11-28,ETC/USDT,4.5952,5.1262,4.5801,5.0011,1496725.86,7243595.163,20023,4.85315
1.54345E+12,2018-11-29,ETC/USDT,5.0009,5.0992,4.7813,4.9318,938677.66,4618176.731,13113,4.94025
1.54354E+12,2018-11-30,ETC/USDT,4.9385,5.0315,4.5085,4.6277,1157195.48,5563991.06,14152,4.77
1.54362E+12,2018-12-01,ETC/USDT,4.6371,4.9757,4.4861,4.8396,876214.55,4147113.421,12348,4.7309
1.54371E+12,2018-12-02,ETC/USDT,4.8355,5.3691,4.8207,5.1879,1076725.08,5455320.825,15895,5.0949
1.5438E+12,2018-12-03,ETC/USDT,5.1977,5.2296,4.5,4.5162,1307347.18,6301613.207,16944,4.8648
1.54388E+12,2018-12-04,ETC/USDT,4.5162,4.7842,4.3469,4.4169,1417675.48,6485014.347,18572,4.56555
1.54397E+12,2018-12-05,ETC/USDT,4.4175,4.4865,4.0114,4.0393,1273116.7,5397674.485,16096,4.24895
1.54405E+12,2018-12-06,ETC/USDT,4.0404,4.2257,3.4292,3.5229,1465161.82,5798166.298,18682,3.82745
1.54414E+12,2018-12-07,ETC/USDT,3.5228,4.0093,3.2638,3.8285,1270649.38,4580434.583,18391,3.63655
1.54423E+12,2018-12-08,ETC/USDT,3.828,4.0191,3.5126,3.7962,2299499.41,8669455.309,24688,3.76585
1.54431E+12,2018-12-09,ETC/USDT,3.7924,4.2505,3.7665,3.9069,1606542.14,6304243.87,17650,4.0085
1.5444E+12,2018-12-10,ETC/USDT,3.9036,4.103,3.6964,3.8312,946066.14,3644718.506,13488,3.8997
1.54449E+12,2018-12-11,ETC/USDT,3.8287,4.0903,3.6107,3.6912,1159802.56,4467794.258,15472,3.8505
1.54457E+12,2018-12-12,ETC/USDT,3.6924,3.9306,3.6271,3.8621,955597.88,3622254.527,11490,3.77885
1.54466E+12,2018-12-13,ETC/USDT,3.8589,3.9469,3.7198,3.8637,838532.44,3212818.414,11042,3.83335
1.54475E+12,2018-12-14,ETC/USDT,3.86,3.86,3.5941,3.7136,737000.7,2753305.932,11508,3.72705
1.54483E+12,2018-12-15,ETC/USDT,3.7188,3.73,3.4928,3.5977,539925.76,1945353.578,8855,3.6114
1.54492E+12,2018-12-16,ETC/USDT,3.5951,3.792,3.5728,3.611,542048.92,2005958.664,7250,3.6824
1.545E+12,2018-12-17,ETC/USDT,3.6114,4.1115,3.5874,3.9594,820439.66,3171159.317,12875,3.84945
1.54509E+12,2018-12-18,ETC/USDT,3.9567,4.207,3.8176,4.1642,962208.54,3829335.739,13133,4.0123
1.54518E+12,2018-12-19,ETC/USDT,4.1639,4.732,4.1013,4.3031,1126660.43,4956130.904,17266,4.41665
1.54526E+12,2018-12-20,ETC/USDT,4.3015,4.8774,4.2836,4.7063,1029715.67,4739713.5,15277,4.5805
1.54535E+12,2018-12-21,ETC/USDT,4.7055,4.8174,4.4394,4.4714,590490.03,2713428.09,8680,4.6284
1.54544E+12,2018-12-22,ETC/USDT,4.4788,4.6733,4.2696,4.6151,529133.29,2349599.122,7939,4.47145
1.54552E+12,2018-12-23,ETC/USDT,4.609,4.9314,4.5697,4.8427,804784.2,3867800.496,11093,4.75055
1.54561E+12,2018-12-24,ETC/USDT,4.8401,5.4597,4.8345,5.0642,1214838.32,6314179.024,16930,5.1471
1.5457E+12,2018-12-25,ETC/USDT,5.0441,5.0722,4.4223,4.647,955402.5,4413193.912,14584,4.74725
1.54578E+12,2018-12-26,ETC/USDT,4.6553,5.49,4.5895,5.4207,1390201.81,7017016.031,20299,5.03975
1.54587E+12,2018-12-27,ETC/USDT,5.4202,5.6788,4.5884,4.7049,3302033.51,16966899.07,40970,5.1336
1.54596E+12,2018-12-28,ETC/USDT,4.7035,5.3789,4.5943,5.1775,1437661.81,7147510.801,23652,4.9866
1.54604E+12,2018-12-29,ETC/USDT,5.1713,5.3417,4.92,5.0314,832896.39,4324778.536,15553,5.13085
1.54613E+12,2018-12-30,ETC/USDT,5.0254,5.3066,4.9359,5.2048,503533.09,2593413.431,11198,5.12125
1.54621E+12,2018-12-31,ETC/USDT,5.2048,5.2371,4.8481,4.9798,358689.51,1821421.766,8565,5.0426
1.5463E+12,2019-01-01,ETC/USDT,4.983,5.252,4.9254,5.252,261033.68,1321405.061,6415,5.0887
1.54639E+12,2019-01-02,ETC/USDT,5.2354,5.3832,5.1072,5.32,482203.79,2538294.347,9502,5.2452
1.54647E+12,2019-01-03,ETC/USDT,5.3216,5.3393,4.9314,4.9982,407582.57,2076030.921,9650,5.13535
1.54656E+12,2019-01-04,ETC/USDT,4.9982,5.2549,4.9526,5.1894,531334.29,2695282.863,9575,5.10375
1.54665E+12,2019-01-05,ETC/USDT,5.1926,5.2567,5.0301,5.0564,477500.67,2454584.308,8261,5.1434
1.54673E+12,2019-01-06,ETC/USDT,5.0511,5.5422,5.0199,5.385,866622.36,4578581.794,12238,5.28105
1.54682E+12,2019-01-07,ETC/USDT,5.3848,5.4091,4.77,4.8099,1458082.44,7327995.376,22884,5.08955
1.54691E+12,2019-01-08,ETC/USDT,4.8071,5.0756,4.75,4.8852,1405439.81,6890406.128,24110,4.9128
1.54699E+12,2019-01-09,ETC/USDT,4.8852,5.0133,4.8586,4.9059,939966.02,4644312.555,16335,4.93595
1.54708E+12,2019-01-10,ETC/USDT,4.9088,5.0056,4.1276,4.3316,1247852.87,5601491.771,19815,4.5666
1.54716E+12,2019-01-11,ETC/USDT,4.3339,4.48,4.2742,4.3799,951763.77,4166710.64,15035,4.3771
1.54725E+12,2019-01-12,ETC/USDT,4.3713,4.71,4.3325,4.4593,904201.24,4074201.415,13178,4.52125
1.54734E+12,2019-01-13,ETC/USDT,4.4591,4.496,4.0689,4.1395,638457.77,2754368.035,10664,4.28245
1.54742E+12,2019-01-14,ETC/USDT,4.1415,4.4169,4.1316,4.2913,539152.54,2307143.525,8394,4.27425
1.54751E+12,2019-01-15,ETC/USDT,4.2901,4.35,4.0523,4.1215,616369.69,2585255.822,10181,4.20115
1.5476E+12,2019-01-16,ETC/USDT,4.1212,4.3347,4.1152,4.2516,639690.87,2708533.57,9506,4.22495
1.54768E+12,2019-01-17,ETC/USDT,4.2549,4.5425,4.2019,4.4137,545145.1,2362937.155,9050,4.3722
1.54777E+12,2019-01-18,ETC/USDT,4.409,4.4106,4.2431,4.3153,330775.91,1425867.396,6090,4.32685
1.54786E+12,2019-01-19,ETC/USDT,4.3189,4.5375,4.3187,4.341,503740.9,2236062.819,7953,4.4281
1.54794E+12,2019-01-20,ETC/USDT,4.341,4.4042,4.1397,4.2098,581342.35,2471681.894,8371,4.27195
1.54803E+12,2019-01-21,ETC/USDT,4.2181,4.3317,4.1828,4.2231,372056.05,1580402.658,5765,4.25725
1.54812E+12,2019-01-22,ETC/USDT,4.2237,4.3196,4.1122,4.2776,300367.23,1271686.796,5648,4.2159
1.5482E+12,2019-01-23,ETC/USDT,4.2761,4.3462,4.2242,4.2467,258792.12,1108419.923,5452,4.2852
1.54829E+12,2019-01-24,ETC/USDT,4.2508,4.2989,4.1854,4.2637,227116.33,962332.3205,4169,4.24215
1.54837E+12,2019-01-25,ETC/USDT,4.2639,4.3743,4.21,4.3159,224297.62,964355.9455,4521,4.29215
1.54846E+12,2019-01-26,ETC/USDT,4.3219,4.4002,4.2661,4.2704,148590.76,642419.6327,2914,4.33315
1.54855E+12,2019-01-27,ETC/USDT,4.2674,4.2974,4.1255,4.2064,188753.1,795103.2953,3632,4.21145
1.54863E+12,2019-01-28,ETC/USDT,4.2051,4.2306,3.7657,3.9067,400015.96,1579954.384,6919,3.99815
1.54872E+12,2019-01-29,ETC/USDT,3.9043,3.9661,3.8022,3.8689,267499.97,1043532.621,4654,3.88415
1.54881E+12,2019-01-30,ETC/USDT,3.8689,4.0335,3.8405,3.973,317251.07,1247536.841,5181,3.937
1.54889E+12,2019-01-31,ETC/USDT,3.9739,4.0474,3.8782,3.9287,240697.41,947521.5496,4051,3.9628
1.54898E+12,2019-02-01,ETC/USDT,3.9376,3.9863,3.8541,3.9046,307626.01,1200470.34,4542,3.9202
1.54907E+12,2019-02-02,ETC/USDT,3.9039,4,3.8805,3.9821,216130.81,847783.2625,3476,3.94025
1.54915E+12,2019-02-03,ETC/USDT,3.9853,4.0011,3.8501,3.8983,371140.77,1455634.181,4858,3.9256
1.54924E+12,2019-02-04,ETC/USDT,3.8968,3.93,3.8597,3.8746,180689.11,704441.9887,3008,3.89485
1.54932E+12,2019-02-05,ETC/USDT,3.8745,3.907,3.8526,3.8582,150705.02,584344.6569,2408,3.8798
1.54941E+12,2019-02-06,ETC/USDT,3.8638,3.8733,3.6536,3.745,398113.02,1486090.437,6984,3.76345
1.5495E+12,2019-02-07,ETC/USDT,3.7449,3.8872,3.71,3.8406,334728.43,1275342.668,5029,3.7986
1.54958E+12,2019-02-08,ETC/USDT,3.8502,4.2775,3.8155,4.1355,822518.93,3306812.372,10910,4.0465
1.54967E+12,2019-02-09,ETC/USDT,4.1365,4.1632,4,4.0761,518535.4,2125275.559,7623,4.0816
1.54976E+12,2019-02-10,ETC/USDT,4.0761,4.1658,3.919,4.1584,500903.44,2010700.862,6663,4.0424
1.54984E+12,2019-02-11,ETC/USDT,4.1597,4.1654,3.966,4.0697,530008.64,2154113.776,7409,4.0657
1.54993E+12,2019-02-12,ETC/USDT,4.0703,4.1891,4.0143,4.0685,311770.28,1274118.988,5847,4.1017
1.55002E+12,2019-02-13,ETC/USDT,4.0675,4.1652,4.0408,4.0982,249334.48,1021682.793,4234,4.103
1.5501E+12,2019-02-14,ETC/USDT,4.0964,4.17,4.0469,4.1065,348463.88,1430705.023,4928,4.10845
1.55019E+12,2019-02-15,ETC/USDT,4.1043,4.2156,4.0374,4.0937,376492.88,1547671.527,5491,4.1265
1.55028E+12,2019-02-16,ETC/USDT,4.0902,4.1444,4.0622,4.0758,216517.83,890206.0149,3676,4.1033
1.55036E+12,2019-02-17,ETC/USDT,4.0703,4.1972,4.0657,4.1738,311100,1280554.944,5246,4.13145
1.55045E+12,2019-02-18,ETC/USDT,4.1817,4.4404,4.1471,4.3857,846434.07,3636170.406,12268,4.29375
1.55053E+12,2019-02-19,ETC/USDT,4.3777,4.8218,4.3753,4.5363,1376246.94,6340603.752,17850,4.59855
1.55062E+12,2019-02-20,ETC/USDT,4.5368,4.756,4.41,4.6727,828459.26,3808764.435,12491,4.583
1.55071E+12,2019-02-21,ETC/USDT,4.6782,4.6918,4.3892,4.492,597484.33,2696669.688,8855,4.5405
1.55079E+12,2019-02-22,ETC/USDT,4.4991,4.7986,4.4536,4.6762,601173.65,2766457.746,8948,4.6261
1.55088E+12,2019-02-23,ETC/USDT,4.6789,4.888,4.588,4.8067,669516.25,3165328.598,10259,4.738
1.55097E+12,2019-02-24,ETC/USDT,4.8129,4.962,4.08,4.0862,1218578.79,5463647.685,18329,4.521
1.55105E+12,2019-02-25,ETC/USDT,4.0804,4.3495,4.0804,4.2366,644256.17,2703446.384,9860,4.21495
1.55114E+12,2019-02-26,ETC/USDT,4.2372,4.3317,4.1857,4.2545,489956.82,2078674.688,8294,4.2587
1.55123E+12,2019-02-27,ETC/USDT,4.2561,4.3855,4.109,4.2854,541668.49,2315273.073,9188,4.24725
1.55131E+12,2019-02-28,ETC/USDT,4.2838,4.3424,4.1812,4.2171,416571.17,1770819.643,8521,4.2618
1.5514E+12,2019-03-01,ETC/USDT,4.2199,4.2938,4.1901,4.2312,389750.56,1654960.613,6978,4.24195
1.55148E+12,2019-03-02,ETC/USDT,4.228,4.412,4.1697,4.23,684546.47,2924912.091,11512,4.29085
1.55157E+12,2019-03-03,ETC/USDT,4.2323,4.2911,4.1937,4.2423,307919.83,1306676.697,5957,4.2424
1.55166E+12,2019-03-04,ETC/USDT,4.2423,4.2674,3.9,4.0855,620131.94,2534368.566,11009,4.0837
1.55174E+12,2019-03-05,ETC/USDT,4.0828,4.35,4.063,4.2664,648403.33,2729765.726,10705,4.2065
1.55183E+12,2019-03-06,ETC/USDT,4.2661,4.3738,4.16,4.265,528435.1,2244513.453,9476,4.2669
1.55192E+12,2019-03-07,ETC/USDT,4.2635,4.4789,4.238,4.3542,724122.69,3160298.867,12334,4.35845
1.552E+12,2019-03-08,ETC/USDT,4.3515,4.3966,4.0901,4.1892,511593.33,2192236.252,9716,4.24335
1.55209E+12,2019-03-09,ETC/USDT,4.1871,4.3243,4.1782,4.2432,469295.09,1999219.644,9217,4.25125
1.55218E+12,2019-03-10,ETC/USDT,4.2439,4.3537,4.1689,4.3094,391315.81,1660604.919,7489,4.2613
1.55226E+12,2019-03-11,ETC/USDT,4.3115,4.3475,4.1817,4.1992,501458.56,2126954.403,8508,4.2646
1.55235E+12,2019-03-12,ETC/USDT,4.1991,4.3144,4.161,4.2704,270579.4,1150819.581,5704,4.2377
1.55244E+12,2019-03-13,ETC/USDT,4.2717,4.2919,4.173,4.2156,355403.56,1505294.374,6176,4.23245
1.55252E+12,2019-03-14,ETC/USDT,4.2155,4.3552,4.18,4.296,460437.21,1967474.605,8688,4.2676
1.55261E+12,2019-03-15,ETC/USDT,4.296,4.442,4.2955,4.3995,475775.52,2085528.456,8425,4.36875
1.55269E+12,2019-03-16,ETC/USDT,4.3989,4.6234,4.3952,4.4836,618973.63,2797905.551,11690,4.5093
1.55278E+12,2019-03-17,ETC/USDT,4.4849,4.4911,4.3534,4.4148,319005.25,1407720.817,6305,4.42225
1.55287E+12,2019-03-18,ETC/USDT,4.417,4.4891,4.3085,4.3927,356593.81,1568224.983,6681,4.3988
1.55295E+12,2019-03-19,ETC/USDT,4.3922,4.6598,4.3601,4.5956,609169.51,2756153.477,10445,4.50995
1.55304E+12,2019-03-20,ETC/USDT,4.5959,4.7136,4.4832,4.6506,658461.35,3025667.682,11604,4.5984
1.55313E+12,2019-03-21,ETC/USDT,4.654,4.8929,4.4684,4.7593,1227953.82,5816097.182,19011,4.68065
1.55321E+12,2019-03-22,ETC/USDT,4.76,4.98,4.7459,4.8519,888068.56,4334036.035,15334,4.86295
1.5533E+12,2019-03-23,ETC/USDT,4.8479,4.9043,4.7953,4.874,353220.78,1714501.492,7264,4.8498
1.55339E+12,2019-03-24,ETC/USDT,4.8716,4.8946,4.73,4.8234,293702.22,1408938.536,6174,4.8123
1.55347E+12,2019-03-25,ETC/USDT,4.8194,4.8263,4.5999,4.6901,340967.07,1603319.183,7420,4.7131
1.55356E+12,2019-03-26,ETC/USDT,4.6936,4.7128,4.5741,4.6663,229707.39,1064844.288,5298,4.64345
1.55364E+12,2019-03-27,ETC/USDT,4.6664,4.8303,4.6406,4.7962,432091.13,2057450.399,8427,4.73545
1.55373E+12,2019-03-28,ETC/USDT,4.7963,4.8219,4.6829,4.7055,272546.66,1290605.011,5090,4.7524
1.55382E+12,2019-03-29,ETC/USDT,4.7052,4.97,4.7042,4.8722,508131.23,2456254.432,8922,4.8371
1.5539E+12,2019-03-30,ETC/USDT,4.8723,4.9171,4.704,4.7843,326001.65,1569596.137,6592,4.81055
1.55399E+12,2019-03-31,ETC/USDT,4.7841,4.8448,4.7448,4.8245,158345.18,759436.3261,3421,4.7948
1.55408E+12,2019-04-01,ETC/USDT,4.8246,4.8483,4.778,4.8095,351296.02,1691348.772,5445,4.81315
1.55416E+12,2019-04-02,ETC/USDT,4.8099,5.4451,4.7536,5.4288,1619131.99,8219074.677,34637,5.09935
1.55425E+12,2019-04-03,ETC/USDT,5.4289,6.122,5.0243,5.4051,2011097.06,11459796.73,45145,5.57315
1.55434E+12,2019-04-04,ETC/USDT,5.4099,5.5934,5.196,5.3285,835750.37,4530390.955,19656,5.3947
1.55442E+12,2019-04-05,ETC/USDT,5.3262,5.9247,5.3262,5.7268,721348.69,4073740.139,16536,5.62545
1.55451E+12,2019-04-06,ETC/USDT,5.7256,6.0489,5.4921,5.9932,830985.14,4844126.527,18854,5.7705
1.5546E+12,2019-04-07,ETC/USDT,5.993,7.9875,5.9871,7.6627,5659840.25,40503474.49,108216,6.9873
1.55468E+12,2019-04-08,ETC/USDT,7.6687,7.9122,6.7601,7.1169,2497328.29,18043845.63,55422,7.33615
1.55477E+12,2019-04-09,ETC/USDT,7.1175,7.35,6.6348,6.9248,1360172.06,9429179.338,30192,6.9924
1.55485E+12,2019-04-10,ETC/USDT,6.9246,7.2,6.8822,7.0264,936639.88,6594043.211,23617,7.0411
1.55494E+12,2019-04-11,ETC/USDT,7.0352,7.0439,5.9,6.2411,1203420.89,7656689.249,29724,6.47195
1.55503E+12,2019-04-12,ETC/USDT,6.241,6.4696,5.8206,6.31,695681.2,4309111.727,17405,6.1451
1.55511E+12,2019-04-13,ETC/USDT,6.3022,6.4025,6.1279,6.2917,321467.76,2016816.123,9097,6.2652
1.5552E+12,2019-04-14,ETC/USDT,6.29,6.4172,6.1465,6.4124,250680.4,1571297.525,8069,6.28185
1.55529E+12,2019-04-15,ETC/USDT,6.4179,6.5233,5.9112,6.1626,455760.72,2851463.769,13468,6.21725
1.55537E+12,2019-04-16,ETC/USDT,6.1626,6.2761,6.0168,6.2393,464617.42,2861338.103,13429,6.14645
1.55546E+12,2019-04-17,ETC/USDT,6.2401,6.3266,6.1019,6.1861,296536.37,1834367.942,9056,6.21425
1.55555E+12,2019-04-18,ETC/USDT,6.1869,6.3887,6.1597,6.3218,451794.65,2828231.829,11174,6.2742
1.55563E+12,2019-04-19,ETC/USDT,6.3277,6.3393,6.1825,6.2528,322154.82,2009781.448,9151,6.2609
1.55572E+12,2019-04-20,ETC/USDT,6.2562,6.3,6.1388,6.2131,180682.28,1124988.936,6025,6.2194
1.5558E+12,2019-04-21,ETC/USDT,6.2086,6.2177,5.6608,5.8822,417262.45,2440809.347,12343,5.93925
1.55589E+12,2019-04-22,ETC/USDT,5.8786,5.9419,5.7736,5.8944,388097.43,2278783.678,8679,5.85775
1.55598E+12,2019-04-23,ETC/USDT,5.8938,6.0757,5.83,5.8715,521129.02,3104844.903,10991,5.95285
1.55606E+12,2019-04-24,ETC/USDT,5.87,5.8898,5.2,5.5508,813953.17,4493328.844,20986,5.5449
1.55615E+12,2019-04-25,ETC/USDT,5.5542,5.6835,5.2779,5.4369,579913.74,3207831.523,13967,5.4807
1.55624E+12,2019-04-26,ETC/USDT,5.4336,5.6258,5.3039,5.4835,458539.91,2495050.973,12545,5.46485
1.55632E+12,2019-04-27,ETC/USDT,5.4791,5.6375,5.4554,5.5464,299534.27,1660974.513,6435,5.54645
1.55641E+12,2019-04-28,ETC/USDT,5.539,5.7072,5.4792,5.6296,284336.9,1589468.751,6164,5.5932
1.5565E+12,2019-04-29,ETC/USDT,5.626,5.7488,5.4587,5.5908,559541.13,3152805.491,10358,5.60375
1.55658E+12,2019-04-30,ETC/USDT,5.5836,5.9,5.5801,5.886,516042.37,2965722.156,9862,5.74005
1.55667E+12,2019-05-01,ETC/USDT,5.886,5.9409,5.7331,5.8103,288784.13,1688068.947,6055,5.837
1.55676E+12,2019-05-02,ETC/USDT,5.8087,5.842,5.74,5.7789,569426.19,3296463.953,7923,5.791
1.55684E+12,2019-05-03,ETC/USDT,5.7801,6.1582,5.7526,6.0612,1165067.83,6872372.989,15488,5.9554
1.55693E+12,2019-05-04,ETC/USDT,6.06,6.1632,5.6663,5.8306,710407.69,4206242.762,11185,5.91475
1.55701E+12,2019-05-05,ETC/USDT,5.8303,5.8726,5.6501,5.7213,360593.87,2077544.093,6861,5.76135
1.5571E+12,2019-05-06,ETC/USDT,5.7243,5.788,5.4874,5.6912,425428.11,2403095.382,8206,5.6377
1.55719E+12,2019-05-07,ETC/USDT,5.6958,5.9124,5.61,5.6603,488374.97,2826839.291,8657,5.7612
1.55727E+12,2019-05-08,ETC/USDT,5.6651,5.7881,5.6,5.707,320309.59,1822649.711,5150,5.69405
1.55736E+12,2019-05-09,ETC/USDT,5.7159,5.7896,5.5061,5.5821,285020.48,1610426.744,5356,5.64785
