unix,ds,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount,Value
1.53006E+12,2018-06-27,EOS/USDT,7.5518,8.26,7.3878,7.9942,9334245.96,72584833.93,55662,7.8239
1.53014E+12,2018-06-28,EOS/USDT,7.995,8.087,7.2984,7.3675,8395130.15,65441769.13,54645,7.6927
1.53023E+12,2018-06-29,EOS/USDT,7.364,7.95,7.0804,7.7438,7661045.91,56484178.76,49782,7.5152
1.53032E+12,2018-06-30,EOS/USDT,7.7402,8.298,7.7346,8.127,9584422.7,77033354.36,56416,8.0163
1.5304E+12,2018-07-01,EOS/USDT,8.1298,8.2452,7.761,8.1164,9547404.62,76589299.86,49275,8.0031
1.53049E+12,2018-07-02,EOS/USDT,8.1136,9.1744,7.88,8.9691,8241723.99,68679644.6,58648,8.5272
1.53058E+12,2018-07-03,EOS/USDT,8.9665,9.4363,8.6051,8.8336,11219476.51,101340944.8,69085,9.0207
1.53066E+12,2018-07-04,EOS/USDT,8.8336,9.3955,8.7092,8.9064,6569646.07,59445534.33,39260,9.05235
1.53075E+12,2018-07-05,EOS/USDT,8.9097,9.2219,8.6583,8.8328,8412873.07,75065431.31,59073,8.9401
1.53084E+12,2018-07-06,EOS/USDT,8.833,8.8735,8.288,8.6303,4527731.38,39016819.77,40976,8.58075
1.53092E+12,2018-07-07,EOS/USDT,8.6449,8.8931,8.3517,8.8336,2062917.31,17679409.15,25922,8.6224
1.53101E+12,2018-07-08,EOS/USDT,8.8332,8.9801,8.6501,8.6827,9139546.76,80417482.24,45286,8.8151
1.53109E+12,2018-07-09,EOS/USDT,8.6826,8.7165,7.5,7.7092,8872131.76,75166382.95,55731,8.10825
1.53118E+12,2018-07-10,EOS/USDT,7.7045,7.824,7.0503,7.1196,6524620.99,48523294.94,65430,7.43715
1.53127E+12,2018-07-11,EOS/USDT,7.1199,7.3993,6.72,7.1616,12859537.82,90308610.24,72321,7.05965
1.53135E+12,2018-07-12,EOS/USDT,7.1668,7.1704,6.54,6.9207,14581793.54,98837464.69,67754,6.8552
1.53144E+12,2018-07-13,EOS/USDT,6.9208,7.2245,6.6881,6.8921,14260068.83,100305328.6,65071,6.9563
1.53153E+12,2018-07-14,EOS/USDT,6.8982,7.088,6.764,6.9237,12584240.6,87061842.91,44555,6.926
1.53161E+12,2018-07-15,EOS/USDT,6.9268,7.5346,6.852,7.4075,13645106.84,97694619.58,53036,7.1933
1.5317E+12,2018-07-16,EOS/USDT,7.4026,8.1819,7.2202,8.0899,15310182.77,117959402.1,84539,7.70105
1.53179E+12,2018-07-17,EOS/USDT,8.0845,8.9686,7.83,8.7826,15072014.32,123849888.4,90844,8.3993
1.53187E+12,2018-07-18,EOS/USDT,8.783,9.37,8.4287,8.6018,15368313.36,136554559.9,106523,8.89935
1.53196E+12,2018-07-19,EOS/USDT,8.6015,8.7592,8.1528,8.4175,12014171.9,101564586.5,81173,8.456
1.53204E+12,2018-07-20,EOS/USDT,8.422,8.6069,7.711,7.8583,11299468.79,92032192.12,88201,8.15895
1.53213E+12,2018-07-21,EOS/USDT,7.8583,8.2419,7.572,8,8592901.02,68335831.12,59729,7.90695
1.53222E+12,2018-07-22,EOS/USDT,7.9939,8.27,7.71,7.8488,7179671.84,57904810.24,51200,7.99
1.5323E+12,2018-07-23,EOS/USDT,7.8461,8.4144,7.7811,7.9353,5692633.2,46105467.1,64677,8.09775
1.53239E+12,2018-07-24,EOS/USDT,7.9336,8.6967,7.7165,8.5871,11998912.88,99761232.88,96177,8.2066
1.53248E+12,2018-07-25,EOS/USDT,8.5809,9.1407,8.3385,8.532,14376822.84,124242949.7,86059,8.7396
1.53256E+12,2018-07-26,EOS/USDT,8.5307,8.86,8.19,8.3,13521194.47,116182558.1,72125,8.525
1.53265E+12,2018-07-27,EOS/USDT,8.298,8.5352,8,8.4321,14149475.26,117082790.3,70861,8.2676
1.53274E+12,2018-07-28,EOS/USDT,8.4296,8.4535,8.12,8.3523,12344279.7,102567207,46097,8.28675
1.53282E+12,2018-07-29,EOS/USDT,8.3501,8.477,8.13,8.3148,11644873.39,96277533.21,42689,8.3035
1.53291E+12,2018-07-30,EOS/USDT,8.3171,8.35,7.4,7.7421,11922994.36,95041251.11,72362,7.875
1.533E+12,2018-07-31,EOS/USDT,7.7303,7.7464,7.1,7.3317,10844162.96,80103751.63,77921,7.4232
1.53308E+12,2018-08-01,EOS/USDT,7.3317,7.3937,6.88,7.2176,9579047.93,69171235.46,68268,7.13685
1.53317E+12,2018-08-02,EOS/USDT,7.2146,7.3207,6.8707,7.0072,8516504.08,60446038.71,53831,7.0957
1.53325E+12,2018-08-03,EOS/USDT,7.0071,7.2539,6.85,7.1784,7840361.16,55466634.15,52153,7.05195
1.53334E+12,2018-08-04,EOS/USDT,7.1785,7.3194,6.8788,6.9779,2585204.18,18249593.33,33658,7.0991
1.53343E+12,2018-08-05,EOS/USDT,6.9779,7.0889,6.9029,7.0373,9206157.48,64535708.55,36112,6.9959
1.53351E+12,2018-08-06,EOS/USDT,7.0339,7.1602,6.9273,7.0608,8405635.46,59042412.05,40039,7.04375
1.5336E+12,2018-08-07,EOS/USDT,7.0576,7.19,6.501,6.5689,9777297.88,68040394.58,58778,6.8455
1.53369E+12,2018-08-08,EOS/USDT,6.569,6.569,5.35,5.5788,13221551.54,77868585.38,110953,5.9595
1.53377E+12,2018-08-09,EOS/USDT,5.5788,5.9416,5.3988,5.7581,12850965.32,73343721.13,77248,5.6702
1.53386E+12,2018-08-10,EOS/USDT,5.7548,5.8131,5.1606,5.2454,13561226.17,74997151.43,94878,5.48685
1.53395E+12,2018-08-11,EOS/USDT,5.2479,5.3293,4.8152,4.9669,13957284.98,70846051.07,89242,5.07225
1.53403E+12,2018-08-12,EOS/USDT,4.9638,5.1701,4.9002,4.9653,11379903.76,57444099.79,67005,5.03515
1.53412E+12,2018-08-13,EOS/USDT,4.9631,5.17,4.4723,4.5799,13437268.88,65917042.82,73104,4.82115
1.5342E+12,2018-08-14,EOS/USDT,4.5818,4.5885,4.15,4.5771,13455331.16,58393579.2,84587,4.36925
1.53429E+12,2018-08-15,EOS/USDT,4.5772,4.9203,4.48,4.6208,13564051.57,63720325.31,97087,4.70015
1.53438E+12,2018-08-16,EOS/USDT,4.6208,4.8119,4.434,4.521,12620729.2,58680031.19,67734,4.62295
1.53446E+12,2018-08-17,EOS/USDT,4.517,5.6,4.4866,5.5834,16303531.19,80949585.5,104391,5.0433
1.53455E+12,2018-08-18,EOS/USDT,5.5901,5.661,4.82,5.0788,9205753.27,48559950.28,76393,5.2405
1.53464E+12,2018-08-19,EOS/USDT,5.0764,5.4093,4.9374,5.2843,4144220.91,21534663.03,46094,5.17335
1.53472E+12,2018-08-20,EOS/USDT,5.2854,5.355,4.6641,4.702,12405439.12,63179322.95,68946,5.00955
1.53481E+12,2018-08-21,EOS/USDT,4.702,4.95,4.65,4.9098,11624179.41,55707322.98,65461,4.8
1.5349E+12,2018-08-22,EOS/USDT,4.9112,5.332,4.5203,4.7144,14950192.46,73997905.57,89631,4.92615
1.53498E+12,2018-08-23,EOS/USDT,4.711,4.9512,4.641,4.8961,11319765.31,54197191.76,57334,4.7961
1.53507E+12,2018-08-24,EOS/USDT,4.8964,5.1084,4.771,5.0416,12609719.58,62046918.99,58419,4.9397
1.53516E+12,2018-08-25,EOS/USDT,5.0483,5.0706,4.9038,5.0284,11571667.26,57881226.94,46466,4.9872
1.53524E+12,2018-08-26,EOS/USDT,5.0309,5.048,4.8171,4.9497,11920852.34,58681457.25,47902,4.93255
1.53533E+12,2018-08-27,EOS/USDT,4.9457,5.4351,4.9043,5.392,14618857.84,75278122,70593,5.1697
1.53541E+12,2018-08-28,EOS/USDT,5.3919,6.03,5.27,5.9165,15445866.35,85134210.56,85155,5.65
1.5355E+12,2018-08-29,EOS/USDT,5.9174,6.4802,5.7696,6.1251,17756893.76,108063170.2,113586,6.1249
1.53559E+12,2018-08-30,EOS/USDT,6.1252,6.2799,5.7304,6.064,13024568.83,77752071.45,82482,6.00515
1.53567E+12,2018-08-31,EOS/USDT,6.0641,6.5,5.9171,6.4025,15251455.65,94960775.86,86899,6.20855
1.53576E+12,2018-09-01,EOS/USDT,6.4085,6.8116,6.3971,6.667,14560265.7,96958083.21,81603,6.60435
1.53585E+12,2018-09-02,EOS/USDT,6.667,6.6962,6.3158,6.6366,12465241.13,81280739.57,80421,6.506
1.53593E+12,2018-09-03,EOS/USDT,6.6386,6.719,6.3834,6.4649,11189975.03,72670868.61,57820,6.5512
1.53602E+12,2018-09-04,EOS/USDT,6.4668,6.64,6.3327,6.48,12281351.21,79778755.35,54676,6.48635
1.53611E+12,2018-09-05,EOS/USDT,6.48,6.58,5.0952,5.1511,16739077.82,99207764.54,99211,5.8376
1.53619E+12,2018-09-06,EOS/USDT,5.1498,5.2656,4.85,5.2363,15053327.18,76131744.35,95685,5.0578
1.53628E+12,2018-09-07,EOS/USDT,5.2339,5.35,4.93,5.0515,12515313.61,64019559.98,68977,5.14
1.53636E+12,2018-09-08,EOS/USDT,5.0504,5.1469,4.63,4.745,12253396.81,60990822.72,59461,4.88845
1.53645E+12,2018-09-09,EOS/USDT,4.7426,5.1895,4.6501,4.9449,14468610.64,71581436.51,71963,4.9198
1.53654E+12,2018-09-10,EOS/USDT,4.9449,5.12,4.887,5.0286,12480946.54,62630337.4,59127,5.0035
1.53662E+12,2018-09-11,EOS/USDT,5.0343,5.096,4.72,4.9865,13071963.25,64571687.72,65427,4.908
1.53671E+12,2018-09-12,EOS/USDT,4.9849,4.988,4.75,4.945,10668222.16,51945398.21,52654,4.869
1.5368E+12,2018-09-13,EOS/USDT,4.9468,5.5555,4.923,5.38,15282999.29,79349859.57,83101,5.23925
1.53688E+12,2018-09-14,EOS/USDT,5.3844,5.536,5.1293,5.2196,12062133.24,64127736.25,65240,5.33265
1.53697E+12,2018-09-15,EOS/USDT,5.2195,5.52,5.21,5.3401,10294566.5,55375099.15,46022,5.365
1.53706E+12,2018-09-16,EOS/USDT,5.3399,5.49,5.1975,5.409,10006590.53,53593658.32,43310,5.34375
1.53714E+12,2018-09-17,EOS/USDT,5.4069,5.4831,4.6745,4.8398,14189706.28,72848332.83,75217,5.0788
1.53723E+12,2018-09-18,EOS/USDT,4.8431,5.268,4.7719,5.0565,11968752.83,59523728.27,64421,5.01995
1.53732E+12,2018-09-19,EOS/USDT,5.0507,5.3451,4.91,5.2369,11557489.81,59027107.54,69067,5.12755
1.5374E+12,2018-09-20,EOS/USDT,5.2381,5.8582,5.1813,5.7432,12196969.94,65077468.37,65564,5.51975
1.53749E+12,2018-09-21,EOS/USDT,5.7432,6.2732,5.6,6.1901,13964071.13,81669199.56,94012,5.9366
1.53757E+12,2018-09-22,EOS/USDT,6.1859,6.3,5.7611,5.9481,6891666.21,41202294.5,53102,6.03055
1.53766E+12,2018-09-23,EOS/USDT,5.9429,6.1555,5.8104,6.0263,7827471.98,46829940.16,49916,5.98295
1.53775E+12,2018-09-24,EOS/USDT,6.0265,6.0405,5.5882,5.6679,6324359.4,36631570.21,46122,5.81435
1.53783E+12,2018-09-25,EOS/USDT,5.6752,5.6755,5.01,5.4194,13107074.59,69062940.44,75476,5.34275
1.53792E+12,2018-09-26,EOS/USDT,5.4216,5.77,5.2301,5.55,13589930.21,74268076.08,65823,5.50005
1.53801E+12,2018-09-27,EOS/USDT,5.5518,5.9632,5.3464,5.8253,13301558.47,74964578.17,68261,5.6548
1.53809E+12,2018-09-28,EOS/USDT,5.8253,6.0242,5.6581,5.7562,13991389.18,81448295.75,78401,5.84115
1.53818E+12,2018-09-29,EOS/USDT,5.7562,5.8543,5.4521,5.7439,11890491.74,67640743.38,54962,5.6532
1.53827E+12,2018-09-30,EOS/USDT,5.7452,5.916,5.3587,5.7257,14404746.48,82413486.6,73947,5.63735
1.53835E+12,2018-10-01,EOS/USDT,5.7259,5.85,5.5155,5.7376,9502063.72,54216126.86,51143,5.68275
1.53844E+12,2018-10-02,EOS/USDT,5.7331,5.79,5.5344,5.6163,11317245.16,64236695.52,44057,5.6622
1.53852E+12,2018-10-03,EOS/USDT,5.6096,5.689,5.4431,5.6153,12220807.4,67869087.71,56671,5.56605
1.53861E+12,2018-10-04,EOS/USDT,5.6153,5.91,5.6026,5.8008,13111708.54,74986394.89,54252,5.7563
1.5387E+12,2018-10-05,EOS/USDT,5.8017,5.9,5.6502,5.82,13095178.01,75330721.68,50655,5.7751
1.53878E+12,2018-10-06,EOS/USDT,5.8217,5.853,5.6666,5.73,14095923.21,81234712.6,44951,5.7598
1.53887E+12,2018-10-07,EOS/USDT,5.73,5.8,5.6239,5.763,13803783.81,78843449.88,42890,5.71195
1.53896E+12,2018-10-08,EOS/USDT,5.7585,6.0298,5.723,5.9369,14268017.55,83415296.5,56755,5.8764
1.53904E+12,2018-10-09,EOS/USDT,5.9369,5.9817,5.84,5.9214,11960473.4,70758200.91,43770,5.91085
1.53913E+12,2018-10-10,EOS/USDT,5.9237,5.9648,5.81,5.9197,12939478.14,76283824.33,46758,5.8874
1.53922E+12,2018-10-11,EOS/USDT,5.9197,5.9237,5.02,5.0965,8380207.78,45175892.05,71950,5.47185
1.5393E+12,2018-10-12,EOS/USDT,5.0965,5.3279,5.0151,5.199,8327490.77,43382738.57,47295,5.1715
1.53939E+12,2018-10-13,EOS/USDT,5.1988,5.345,5.17,5.2948,7431030.63,39202483.3,32703,5.2575
1.53948E+12,2018-10-14,EOS/USDT,5.3022,5.3439,5.1638,5.2149,7676548.92,40547349.22,33150,5.25385
1.53956E+12,2018-10-15,EOS/USDT,5.2105,6.05,5.1448,5.5925,13959008.4,78374236.87,101154,5.5974
1.53965E+12,2018-10-16,EOS/USDT,5.5924,5.6785,5.4991,5.574,6878185.15,38233793.2,38313,5.5888
1.53973E+12,2018-10-17,EOS/USDT,5.5754,5.6284,5.501,5.5704,7355935.41,40925289.12,37710,5.5647
1.53982E+12,2018-10-18,EOS/USDT,5.5716,5.64,5.35,5.4555,7523742.22,41603677.01,39139,5.495
1.53991E+12,2018-10-19,EOS/USDT,5.4555,5.485,5.366,5.3979,5710435.93,31005519.77,26008,5.4255
1.53999E+12,2018-10-20,EOS/USDT,5.3921,5.5114,5.3784,5.4534,7225211.7,39465565.67,32916,5.4449
1.54008E+12,2018-10-21,EOS/USDT,5.4559,5.6438,5.4517,5.5125,7763496.2,43088873.85,37449,5.54775
1.54017E+12,2018-10-22,EOS/USDT,5.5108,5.5556,5.44,5.4704,4444993.85,24476194.08,23379,5.4978
1.54025E+12,2018-10-23,EOS/USDT,5.4704,5.5287,5.4077,5.4847,1959410.87,10701366.5,14510,5.4682
1.54034E+12,2018-10-24,EOS/USDT,5.4846,5.52,5.4264,5.4388,1569284.58,8601103.662,16378,5.4732
1.54043E+12,2018-10-25,EOS/USDT,5.439,5.4678,5.401,5.4276,1125763.24,6121275.309,12213,5.4344
1.54051E+12,2018-10-26,EOS/USDT,5.4279,5.5063,5.381,5.441,2410054.7,13112375.52,16807,5.44365
1.5406E+12,2018-10-27,EOS/USDT,5.4444,5.48,5.4,5.4192,2659755.4,14451013.72,13528,5.44
1.54068E+12,2018-10-28,EOS/USDT,5.4191,5.4639,5.411,5.4342,2339153.77,12694037.35,11843,5.43745
1.54077E+12,2018-10-29,EOS/USDT,5.4343,5.4465,5.0633,5.1563,2598869.65,13696601.01,25740,5.2549
1.54086E+12,2018-10-30,EOS/USDT,5.1533,5.1891,5.11,5.1451,1440371.01,7419333.408,14393,5.14955
1.54094E+12,2018-10-31,EOS/USDT,5.1422,5.3175,5.085,5.2537,1888942.3,9822315.889,17681,5.20125
1.54103E+12,2018-11-01,EOS/USDT,5.2538,5.31,5.2291,5.2827,1496824.25,7863773.06,13004,5.26955
1.54112E+12,2018-11-02,EOS/USDT,5.2877,5.4187,5.2854,5.3979,1707731.11,9147392.918,15261,5.35205
1.5412E+12,2018-11-03,EOS/USDT,5.3965,5.405,5.2951,5.3298,1351375.85,7233569.793,12461,5.35005
1.54129E+12,2018-11-04,EOS/USDT,5.3276,5.6153,5.3,5.5442,2438189.48,13312202.16,25365,5.45765
1.54138E+12,2018-11-05,EOS/USDT,5.5443,5.5665,5.4249,5.5051,1923200.63,10572409.18,20503,5.4957
1.54146E+12,2018-11-06,EOS/USDT,5.5037,5.7857,5.491,5.7781,2604667.12,14720967.37,30959,5.63835
1.54155E+12,2018-11-07,EOS/USDT,5.7809,5.84,5.613,5.6817,2532908.51,14493540.77,28788,5.7265
1.54164E+12,2018-11-08,EOS/USDT,5.6811,5.7084,5.505,5.5246,2011772.29,11208969.07,27646,5.6067
1.54172E+12,2018-11-09,EOS/USDT,5.523,5.5769,5.37,5.4046,1533390.85,8399518.824,20581,5.47345
1.54181E+12,2018-11-10,EOS/USDT,5.405,5.4682,5.3709,5.4279,749495.23,4071684.004,10255,5.41955
1.54189E+12,2018-11-11,EOS/USDT,5.4278,5.5198,5.272,5.4886,903405.63,4862928.932,10398,5.3959
1.54198E+12,2018-11-12,EOS/USDT,5.4822,5.527,5.3759,5.4549,920877.2,5021347.512,12487,5.45145
1.54207E+12,2018-11-13,EOS/USDT,5.4557,5.4766,5.156,5.2976,1693556.46,9050338.167,19807,5.3163
1.54215E+12,2018-11-14,EOS/USDT,5.2976,5.3195,4.4595,4.7745,6025781.04,29112594.32,72237,4.8895
1.54224E+12,2018-11-15,EOS/USDT,4.7738,4.8141,4.269,4.771,5673654.42,26031922.46,65958,4.54155
1.54233E+12,2018-11-16,EOS/USDT,4.771,4.8145,4.5001,4.6027,2531681.96,11741628.49,26368,4.6573
1.54241E+12,2018-11-17,EOS/USDT,4.6011,4.651,4.5246,4.6311,1607138.12,7372762.17,16334,4.5878
1.5425E+12,2018-11-18,EOS/USDT,4.6303,4.7173,4.5678,4.6425,1450146.07,6737453.854,14171,4.64255
1.54259E+12,2018-11-19,EOS/USDT,4.6497,4.6501,4.015,4.13,6704588.55,28237616.38,68997,4.33255
1.54267E+12,2018-11-20,EOS/USDT,4.1299,4.258,3.402,3.8087,11622620.92,44768199.91,122241,3.83
1.54276E+12,2018-11-21,EOS/USDT,3.8092,3.98,3.6234,3.8568,6244159.05,23804473.25,66859,3.8017
1.54284E+12,2018-11-22,EOS/USDT,3.8594,3.916,3.5063,3.5232,4326526.21,16283448.98,39450,3.71115
1.54293E+12,2018-11-23,EOS/USDT,3.5305,3.7392,3.403,3.6588,7435123.4,26654503.66,60510,3.5711
1.54302E+12,2018-11-24,EOS/USDT,3.6588,3.75,3.2,3.3063,6796709.46,23841380.28,57652,3.475
1.5431E+12,2018-11-25,EOS/USDT,3.3057,3.5162,3.04,3.405,12105935.03,39551729.47,93794,3.2781
1.54319E+12,2018-11-26,EOS/USDT,3.405,3.4728,3.1204,3.2512,9249797.24,30680315.44,66839,3.2966
1.54328E+12,2018-11-27,EOS/USDT,3.2531,3.2564,2.87,3.0394,7076036.35,21565821.95,49914,3.0632
1.54336E+12,2018-11-28,EOS/USDT,3.0427,3.3623,3.0408,3.274,6373770.73,20308191.93,40433,3.20155
1.54345E+12,2018-11-29,EOS/USDT,3.2753,3.3,2.9,3.0255,8012933.87,24576683.53,54799,3.1
1.54354E+12,2018-11-30,EOS/USDT,3.0243,3.0708,2.7988,2.8921,6395295.43,18635710.6,40627,2.9348
