unix,ds,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount,Value
1.54E+12,2018-09-23,BTC/USDT,6723.05000000,6788.23,6661.75,6708.00000000,30286.22977300,203479219.38640651,168354,6724.99
1.54E+12,2018-09-24,BTC/USDT,6706.81000000,6730,6557,6581.39000000,35305.73991000,234355999.54311827,185297,6643.5
1.54E+12,2018-09-25,BTC/USDT,6581.42000000,6584.01,6325.02,6447.54000000,40301.02945200,258927200.83106432,219965,6454.515
1.54E+12,2018-09-26,BTC/USDT,6445.11000000,6557.99,6379.7,6465.12000000,33484.54207000,216859675.30134343,184238,6468.845
1.54E+12,2018-09-27,BTC/USDT,6467.84000000,6750,6434,6689.13000000,33087.42829700,216914853.24175175,182590,6592
1.54E+12,2018-09-28,BTC/USDT,6689.12000000,6814.8,6540.88,6634.58000000,42399.44852300,283144987.50423059,211849,6677.84
1.54E+12,2018-09-29,BTC/USDT,6634.58000000,6636,6464.57,6596.38000000,30255.95970000,198424303.60660566,171027,6550.285
1.54E+12,2018-09-30,BTC/USDT,6597.66000000,6662,6533,6626.57000000,27764.72451900,183438992.37719536,153447,6597.5
1.54E+12,2018-10-01,BTC/USDT,6626.57000000,6667.09,6510,6611.61000000,20621.50689400,136115256.96830679,129733,6588.545
1.54E+12,2018-10-02,BTC/USDT,6610.00000000,6640,6494,6525.79000000,28245.81008800,185725492.28023912,147274,6567
1.54E+12,2018-10-03,BTC/USDT,6525.79000000,6549,6430,6510.00000000,28451.96913800,184622957.02490727,150607,6489.5
1.54E+12,2018-10-04,BTC/USDT,6510.01000000,6643.46,6505.09,6593.79000000,20074.30081800,132348680.67600606,96824,6574.275
1.54E+12,2018-10-05,BTC/USDT,6591.69000000,6697,6543.08,6635.65000000,16096.55239200,106264514.65757655,86701,6620.04
1.54E+12,2018-10-06,BTC/USDT,6635.65000000,6651,6566.77,6594.27000000,10939.50539100,72247942.41429408,62065,6608.885
1.54E+12,2018-10-07,BTC/USDT,6596.44000000,6640,6525,6615.26000000,17406.83176200,114489082.75364279,82844,6582.5
1.54E+12,2018-10-08,BTC/USDT,6615.26000000,6715.6,6587,6673.01000000,23123.41954100,153704602.43024142,135156,6651.3
1.54E+12,2018-10-09,BTC/USDT,6673.01000000,6685.38,6607,6656.61000000,15354.77946900,102115186.42882324,101956,6646.19
1.54E+12,2018-10-10,BTC/USDT,6656.67000000,6659.95,6530,6631.00000000,15390.66144400,101609680.88217257,99789,6594.975
1.54E+12,2018-10-11,BTC/USDT,6630.21000000,6633.92,6205,6252.68000000,48712.40033200,308153124.44582421,253224,6419.46
1.54E+12,2018-10-12,BTC/USDT,6252.71000000,6360,6209,6298.01000000,29004.07141900,183030273.01127478,148077,6284.5
1.54E+12,2018-10-13,BTC/USDT,6298.00000000,6345,6285.07,6332.93000000,19098.07002500,120728650.99596693,108981,6315.035
1.54E+12,2018-10-14,BTC/USDT,6332.92000000,6416,6308,6339.34000000,15627.41131400,99527294.08483064,96113,6362
1.54E+12,2018-10-15,BTC/USDT,6339.34000000,7680,6300,6752.50000000,90748.03124600,627984505.55557281,456913,6990
1.54E+12,2018-10-16,BTC/USDT,6752.50000000,6900,6670,6759.27000000,27557.95776400,186122772.22286083,175075,6785
1.54E+12,2018-10-17,BTC/USDT,6762.76000000,6811.12,6676.01,6740.89000000,26641.43137900,179641733.16423722,158746,6743.565
1.54E+12,2018-10-18,BTC/USDT,6739.01000000,6796,6567,6618.96000000,20116.52194100,134777360.15443428,138002,6681.5
1.54E+12,2018-10-19,BTC/USDT,6618.96000000,6648.14,6523,6528.88000000,20772.60077000,136686215.66905469,112337,6585.57
1.54E+12,2018-10-20,BTC/USDT,6528.88000000,6617.65,6505.55,6588.40000000,19240.72224700,126325797.49570585,110809,6561.6
1.54E+12,2018-10-21,BTC/USDT,6585.72000000,6663.9,6580,6590.11000000,6515.35779200,43146401.58918715,68018,6621.95
1.54E+12,2018-10-22,BTC/USDT,6590.12000000,6639,6535.27,6581.20000000,16213.69266000,106815019.55165032,101673,6587.135
1.54E+12,2018-10-23,BTC/USDT,6581.20000000,6595,6515.45,6553.51000000,13856.60175600,90969791.02515960,86938,6555.225
1.54E+12,2018-10-24,BTC/USDT,6553.51000000,6630,6547.53,6565.50000000,11951.54397700,78795617.02141578,90762,6588.765
1.54E+12,2018-10-25,BTC/USDT,6566.81000000,6575.09,6502.8,6528.09000000,10342.70124400,67691945.44596253,75563,6538.945
1.54E+12,2018-10-26,BTC/USDT,6528.13000000,6600,6515.01,6538.63000000,9443.50415600,61792487.79642334,77985,6557.505
1.54E+12,2018-10-27,BTC/USDT,6538.63000000,6558.35,6463.04,6505.60000000,7776.90786400,50667220.04441258,86848,6510.695
1.54E+12,2018-10-28,BTC/USDT,6505.60000000,6514.17,6453,6489.93000000,5743.93372800,37298357.26271342,71647,6483.585
1.54E+12,2018-10-29,BTC/USDT,6489.93000000,6505.01,6315,6344.50000000,13827.22406700,88484721.03624511,135586,6410.005
1.54E+12,2018-10-30,BTC/USDT,6344.50000000,6395,6317.01,6330.87000000,8877.17538500,56393439.18288881,95116,6356.005
1.54E+12,2018-10-31,BTC/USDT,6330.01000000,6428,6245.02,6371.93000000,12148.88821600,76970488.28166043,111552,6336.51
1.54E+12,2018-11-01,BTC/USDT,6369.52000000,6442.65,6348.66,6410.00000000,9099.03584100,58031686.83152470,89601,6395.655
1.54E+12,2018-11-02,BTC/USDT,6410.00000000,6460.34,6388.2,6433.98000000,9739.44067900,62589428.22024873,109482,6424.27
1.54E+12,2018-11-03,BTC/USDT,6432.80000000,6439.97,6345,6387.09000000,7661.24147600,48934237.93991929,83836,6392.485
1.54E+12,2018-11-04,BTC/USDT,6388.00000000,6525,6359,6485.85000000,10592.39494300,68169573.18695000,126200,6442
1.54E+12,2018-11-05,BTC/USDT,6485.85000000,6504.39,6431.02,6468.99000000,8987.88215600,58127213.13931594,114235,6467.705
1.54E+12,2018-11-06,BTC/USDT,6468.99000000,6531.31,6445.18,6519.11000000,11926.56569900,77336101.18719475,150475,6488.245
1.54E+12,2018-11-07,BTC/USDT,6522.73000000,6615.15,6509,6578.46000000,14271.59111700,93820576.63463956,151060,6562.075
1.54E+12,2018-11-08,BTC/USDT,6578.46000000,6594,6468.22,6479.84000000,13259.78928200,86450363.67835226,145405,6531.11
1.54E+12,2018-11-09,BTC/USDT,6479.84000000,6511.53,6391.01,6419.99000000,11787.61658300,75997777.50255908,117043,6451.27
1.54E+12,2018-11-10,BTC/USDT,6419.99000000,6475.55,6411,6433.05000000,7714.82992600,49745307.64123968,97746,6443.275
1.54E+12,2018-11-11,BTC/USDT,6435.16000000,6462.14,6355,6449.81000000,8213.50711700,52709099.31784609,98435,6408.57
1.54E+12,2018-11-12,BTC/USDT,6450.71000000,6497,6421,6453.07000000,10132.78256700,65390882.14088421,123144,6459
1.54E+12,2018-11-13,BTC/USDT,6451.68000000,6498,6391.15,6457.66000000,11790.56493300,76142983.15196351,150940,6444.575
1.54E+12,2018-11-14,BTC/USDT,6458.98000000,6482.84,5656.87,5922.41000000,46478.96400300,279632622.89436773,319011,6069.855
1.54E+12,2018-11-15,BTC/USDT,5917.20000000,5939.54,5403.42,5753.40000000,47700.82940100,270133503.66131264,303825,5671.48
1.54E+12,2018-11-16,BTC/USDT,5757.09000000,5782.89,5549.25,5655.94000000,38721.80227400,219097215.96675199,221493,5666.07
1.54E+12,2018-11-17,BTC/USDT,5650.57000000,5656.6,5565.43,5628.29000000,26411.24141300,148072393.10210443,171403,5611.015
1.54E+12,2018-11-18,BTC/USDT,5630.49000000,5738.17,5617,5662.00000000,23844.99934700,134893236.98622430,154817,5677.585
1.54E+12,2018-11-19,BTC/USDT,5661.94000000,5664,4855,4910.03000000,70580.89285600,368688743.45440896,378495,5259.5
1.54E+12,2018-11-20,BTC/USDT,4913.40000000,5048.24,4326,4558.86000000,117380.95159000,548036628.72935738,596769,4687.12
1.54E+12,2018-11-21,BTC/USDT,4559.91000000,4787.2,4413.85,4661.07000000,61071.82947500,281264433.48465917,301920,4600.525
1.54E+12,2018-11-22,BTC/USDT,4661.08000000,4721.77,4335,4370.00000000,34531.11914300,157459733.72414751,180335,4528.385
1.54E+12,2018-11-23,BTC/USDT,4370.90000000,4484,4222.94,4420.61000000,49371.92032200,215283656.11539474,227935,4353.47
1.54E+12,2018-11-24,BTC/USDT,4415.63000000,4527,3824.69,3932.44000000,61693.11100600,258702927.69916426,275070,4175.845
1.54E+12,2018-11-25,BTC/USDT,3933.68000000,4233,3652.66,4085.78000000,101693.97558800,398253568.52923843,428171,3942.83
1.54E+12,2018-11-26,BTC/USDT,4088.69000000,4206,3701,3862.20000000,94503.75076700,373225761.80740756,413329,3953.5
1.54E+12,2018-11-27,BTC/USDT,3864.45000000,3940,3689.12,3875.21000000,67480.60721200,257593168.12182525,288731,3814.56
1.54E+12,2018-11-28,BTC/USDT,3875.63000000,4394.47,3874.27,4264.85000000,91983.56794900,382697308.29762698,386714,4134.37
1.54E+12,2018-11-29,BTC/USDT,4262.06000000,4450.38,4125.65,4295.84000000,73980.19866900,316809038.40988266,316601,4288.015
1.54E+12,2018-11-30,BTC/USDT,4295.72000000,4341.36,3943,4041.32000000,67758.44628300,278810574.93578397,288098,4142.18
1.54E+12,2018-12-01,BTC/USDT,4041.27000000,4299.99,3963.01,4190.02000000,44840.07348100,186157614.31559721,205472,4131.5
1.54E+12,2018-12-02,BTC/USDT,4190.98000000,4312.99,4103.04,4161.01000000,38912.15479000,162917339.00647366,178087,4208.015
1.54E+12,2018-12-03,BTC/USDT,4160.55000000,4179,3827,3884.01000000,49094.36916300,195055919.54337287,207134,4003
1.54E+12,2018-12-04,BTC/USDT,3884.76000000,4085,3781,3951.64000000,48489.55161300,191673423.70626591,220815,3933
1.54E+12,2018-12-05,BTC/USDT,3950.98000000,3970,3745,3769.84000000,44004.79944800,169404368.19157183,199011,3857.5
1.54E+12,2018-12-06,BTC/USDT,3768.44000000,3899.99,3500,3508.75000000,68378.79694300,254722331.49494052,293512,3699.995
1.54E+12,2018-12-07,BTC/USDT,3508.75000000,3549.99,3224.6,3403.55000000,95145.45744200,322364604.28020887,413521,3387.295
1.54E+12,2018-12-08,BTC/USDT,3403.57000000,3495,3222,3410.93000000,55365.94994900,187909876.24894739,253650,3358.5
1.54E+12,2018-12-09,BTC/USDT,3411.36000000,3658,3394.04,3545.37000000,45956.89329600,161618597.82859049,194567,3526.02
1.54E+12,2018-12-10,BTC/USDT,3548.49000000,3610,3370.11,3432.88000000,40989.24455300,142507933.07357893,192599,3490.055
1.54E+12,2018-12-11,BTC/USDT,3434.01000000,3480,3324.32,3380.39000000,35920.86415400,121841475.29281934,162266,3402.16
1.54E+12,2018-12-12,BTC/USDT,3379.23000000,3492,3350,3445.00000000,33922.93128600,116227185.79240071,152067,3421
1.54E+12,2018-12-13,BTC/USDT,3446.38000000,3460,3255.5,3302.06000000,40040.91701300,134817053.72748312,160471,3357.75
1.54E+12,2018-12-14,BTC/USDT,3302.06000000,3335.39,3177,3224.17000000,44492.98380700,145101409.49359843,184525,3256.195
1.54E+12,2018-12-15,BTC/USDT,3225.19000000,3276.5,3156.26,3211.72000000,29796.04143600,95588793.64058845,139806,3216.38
1.54E+12,2018-12-16,BTC/USDT,3211.71000000,3294,3186,3228.67000000,24628.80853800,80068159.40481837,125565,3240
1.55E+12,2018-12-17,BTC/USDT,3229.22000000,3585,3216,3509.08000000,66761.75169700,228756567.64954673,283814,3400.5
1.55E+12,2018-12-18,BTC/USDT,3509.03000000,3678.59,3424.47,3652.98000000,61369.61525700,216563775.02523194,296433,3551.53
1.55E+12,2018-12-19,BTC/USDT,3653.00000000,3912.73,3622.55,3662.22000000,94137.34101400,352638213.53853138,434026,3767.64
1.55E+12,2018-12-20,BTC/USDT,3660.01000000,4120,3635,4049.62000000,101543.83598600,399967057.78281649,500506,3877.5
1.55E+12,2018-12-21,BTC/USDT,4051.86000000,4139.99,3764,3838.66000000,82343.85011200,325803279.96266961,436187,3951.995
1.55E+12,2018-12-22,BTC/USDT,3840.25000000,3979,3785,3948.91000000,42822.35087200,165085567.58556617,249148,3882
1.55E+12,2018-12-23,BTC/USDT,3948.91000000,4021.53,3870,3929.71000000,40117.53152900,158756356.81762381,258417,3945.765
1.55E+12,2018-12-24,BTC/USDT,3929.71000000,4198,3924.83,4008.01000000,64647.80912900,264628967.06591075,400403,4061.415
1.55E+12,2018-12-25,BTC/USDT,4010.11000000,4020,3646.41,3745.79000000,62725.62943200,235584302.95256106,356377,3833.205
1.55E+12,2018-12-26,BTC/USDT,3745.56000000,3837.15,3656.74,3777.74000000,42629.37581700,159705204.50415568,267746,3746.945
1.55E+12,2018-12-27,BTC/USDT,3777.74000000,3813.98,3535,3567.91000000,44097.39291200,161915849.87310502,262733,3674.49
1.55E+12,2018-12-28,BTC/USDT,3567.89000000,3887.25,3540.04,3839.26000000,45964.30498700,170638519.24727850,251040,3713.645
1.55E+12,2018-12-29,BTC/USDT,3839.00000000,3892,3670,3695.32000000,38874.37390300,148205200.10773722,244844,3781
1.55E+12,2018-12-30,BTC/USDT,3696.71000000,3903.5,3657.9,3801.91000000,33222.36926200,124966229.52022896,218929,3780.7
1.55E+12,2018-12-31,BTC/USDT,3803.12000000,3810,3630.33,3702.90000000,29991.77835000,111847216.11708208,190308,3720.165
1.55E+12,2019-01-01,BTC/USDT,3701.23000000,3810.16,3642,3797.14000000,23741.68703300,88149249.09230461,154227,3726.08
1.55E+12,2019-01-02,BTC/USDT,3796.45000000,3882.14,3750.45,3858.56000000,35156.46336900,133876627.24651060,218538,3816.295
1.55E+12,2019-01-03,BTC/USDT,3857.57000000,3862.74,3730,3766.78000000,29406.94835900,111657372.69526468,199812,3796.37
1.55E+12,2019-01-04,BTC/USDT,3767.20000000,3823.64,3703.57,3792.01000000,29519.55467100,111034550.64066196,192232,3763.605
1.55E+12,2019-01-05,BTC/USDT,3790.09000000,3840.99,3751,3770.96000000,30490.66775100,115893501.27515878,203673,3795.995
1.55E+12,2019-01-06,BTC/USDT,3771.12000000,4027.71,3740,3987.60000000,36553.80670900,142198812.18914709,240496,3883.855
1.55E+12,2019-01-07,BTC/USDT,3987.62000000,4017.9,3921.53,3975.45000000,31869.84626400,126830380.49287239,221219,3969.715
1.55E+12,2019-01-08,BTC/USDT,3976.76000000,4069.8,3903,3955.13000000,38901.42312200,154778846.54236616,242898,3986.4
1.55E+12,2019-01-09,BTC/USDT,3955.45000000,4006.81,3930.04,3966.65000000,28989.43951100,115218950.31554872,209240,3968.425
1.55E+12,2019-01-10,BTC/USDT,3966.06000000,3996.01,3540,3585.88000000,59402.22851000,221789348.03469807,374760,3768.005
1.55E+12,2019-01-11,BTC/USDT,3585.88000000,3658,3465,3601.31000000,38338.65473300,137560743.62485982,264996,3561.5
1.55E+12,2019-01-12,BTC/USDT,3601.31000000,3618.19,3530,3583.13000000,21999.92835400,78908770.67658037,175679,3574.095
1.55E+12,2019-01-13,BTC/USDT,3584.10000000,3611.1,3441.3,3476.81000000,26385.75745400,92882249.46737902,183113,3526.2
1.55E+12,2019-01-14,BTC/USDT,3477.56000000,3671.87,3467.02,3626.09000000,35235.21121500,125631820.06705057,229452,3569.445
1.55E+12,2019-01-15,BTC/USDT,3626.08000000,3648.42,3516.62,3553.06000000,34137.99745900,122785440.22887539,231684,3582.52
1.55E+12,2019-01-16,BTC/USDT,3553.06000000,3645,3543.51,3591.84000000,27480.17997700,98504455.20666535,205159,3594.255
1.55E+12,2019-01-17,BTC/USDT,3591.84000000,3634.7,3530.39,3616.21000000,29755.44083800,106709136.97324342,217797,3582.545
1.55E+12,2019-01-18,BTC/USDT,3613.32000000,3620,3565.75,3594.87000000,22713.44675500,81699723.54479144,177567,3592.875
1.55E+12,2019-01-19,BTC/USDT,3594.87000000,3720,3594.23,3665.30000000,22171.57812300,81354185.90325992,175054,3657.115
1.55E+12,2019-01-20,BTC/USDT,3665.75000000,3693.73,3475,3539.28000000,27901.93859800,99767239.95381454,204941,3584.365
1.55E+12,2019-01-21,BTC/USDT,3539.26000000,3559.51,3475.5,3526.90000000,19644.43683900,69316548.76685554,160825,3517.505
1.55E+12,2019-01-22,BTC/USDT,3526.88000000,3608.5,3434.85,3570.93000000,29336.44296700,103804480.11605988,195484,3521.675
1.55E+12,2019-01-23,BTC/USDT,3570.41000000,3607.98,3514.5,3552.82000000,24938.84269800,88816396.34583544,192892,3561.24
1.55E+12,2019-01-24,BTC/USDT,3552.97000000,3589,3529.22,3569.62000000,20826.25118000,74037052.86632736,162159,3559.11
1.55E+12,2019-01-25,BTC/USDT,3569.07000000,3587.15,3522.51,3565.29000000,17608.34667100,62634926.45524528,153413,3554.83
1.55E+12,2019-01-26,BTC/USDT,3566.69000000,3662.94,3545,3565.25000000,19476.53234400,69841766.64693149,135369,3603.97
1.55E+12,2019-01-27,BTC/USDT,3565.62000000,3579,3486,3550.84000000,22735.59816200,80743416.84653682,163855,3532.5
1.55E+12,2019-01-28,BTC/USDT,3550.05000000,3557.75,3380.27,3434.15000000,40405.11140100,139258708.76430879,260799,3469.01
1.55E+12,2019-01-29,BTC/USDT,3434.00000000,3443.45,3349.92,3411.04000000,29544.92897700,100542807.46479908,189650,3396.685
1.55E+12,2019-01-30,BTC/USDT,3410.04000000,3478,3387.1,3458.18000000,23968.26024300,82521122.86191754,180820,3432.55
1.55E+12,2019-01-31,BTC/USDT,3457.50000000,3489.2,3418.8,3434.10000000,29607.19025300,101928346.97699686,198100,3454
1.55E+12,2019-02-01,BTC/USDT,3434.10000000,3488,3401.2,3462.07000000,25260.47615900,87075914.23266830,167520,3444.6
1.55E+12,2019-02-02,BTC/USDT,3462.20000000,3526.4,3440.29,3504.77000000,17920.80200000,62134037.97539881,153234,3483.345
1.55E+12,2019-02-03,BTC/USDT,3504.06000000,3511.09,3426,3458.11000000,19867.33639000,68801620.06241606,138592,3468.545
1.55E+12,2019-02-04,BTC/USDT,3458.11000000,3484.88,3433.31,3463.22000000,23131.98110800,80024258.22766613,155686,3459.095
1.55E+12,2019-02-05,BTC/USDT,3463.22000000,3478.97,3448.43,3471.59000000,25264.41503000,87491347.06381486,162066,3463.7
1.55E+12,2019-02-06,BTC/USDT,3471.57000000,3482.72,3380,3405.37000000,35310.24484600,120500703.00515730,207024,3431.36
1.55E+12,2019-02-07,BTC/USDT,3407.00000000,3426.45,3390,3398.40000000,18665.53863800,63611505.78657223,148209,3408.225
1.55E+12,2019-02-08,BTC/USDT,3398.40000000,3733.58,3373.1,3659.04000000,47968.05801300,170118212.46197886,277242,3553.34
1.55E+12,2019-02-09,BTC/USDT,3660.27000000,3680.02,3625.13,3665.18000000,24759.83371900,90488500.06766240,192209,3652.575
1.55E+12,2019-02-10,BTC/USDT,3665.18000000,3684.99,3609.76,3680.06000000,23250.60263400,84696423.96233752,171099,3647.375
1.55E+12,2019-02-11,BTC/USDT,3679.75000000,3684.9,3615.53,3631.05000000,24954.61457100,90731831.90427426,172626,3650.215
1.55E+12,2019-02-12,BTC/USDT,3631.05000000,3667.6,3582.34,3631.46000000,29479.59823000,106766439.99436474,198996,3624.97
1.55E+12,2019-02-13,BTC/USDT,3631.51000000,3670,3591.75,3609.40000000,25773.99764800,93350740.94830574,167690,3630.875
1.55E+12,2019-02-14,BTC/USDT,3608.34000000,3626.4,3568.11,3590.56000000,21753.50126100,78367545.57945933,155215,3597.255
1.55E+12,2019-02-15,BTC/USDT,3590.57000000,3653.23,3573.45,3602.47000000,20777.87289900,74938358.18352868,151256,3613.34
1.55E+12,2019-02-16,BTC/USDT,3602.49000000,3648.2,3597.91,3618.41000000,19565.99275100,70894921.80761533,149393,3623.055
1.55E+12,2019-02-17,BTC/USDT,3617.22000000,3700.11,3604.4,3667.58000000,25690.22777900,93426433.13226133,179511,3652.255
1.55E+12,2019-02-18,BTC/USDT,3667.62000000,3925,3655,3898.60000000,64042.73049200,242898012.76922592,393515,3790
1.55E+12,2019-02-19,BTC/USDT,3897.35000000,3994.52,3856,3907.79000000,50207.17266700,197091641.04739993,332281,3925.26
1.55E+12,2019-02-20,BTC/USDT,3907.35000000,3986.98,3870.66,3969.74000000,36205.14085000,142571564.56112989,250176,3928.82
1.55E+12,2019-02-21,BTC/USDT,3969.74000000,4016.48,3901.03,3937.31000000,31103.88472800,122714273.87417651,209571,3958.755
1.55E+12,2019-02-22,BTC/USDT,3937.31000000,3988,3926.65,3962.00000000,23943.16375000,94739322.74557025,179588,3957.325
1.55E+12,2019-02-23,BTC/USDT,3962.00000000,4162.02,3933.15,4117.76000000,33657.94288300,135782959.41827349,231563,4047.585
1.55E+12,2019-02-24,BTC/USDT,4118.00000000,4198,3712.66,3743.56000000,62224.18689000,244146803.51886994,410578,3955.33
1.55E+12,2019-02-25,BTC/USDT,3743.56000000,3872.66,3740,3827.92000000,38102.96624500,145285565.20317070,262716,3806.33
1.55E+12,2019-02-26,BTC/USDT,3828.44000000,3841.51,3777,3809.23000000,28838.74803600,109932596.10609363,213897,3809.255
1.55E+12,2019-02-27,BTC/USDT,3809.31000000,3838.85,3677.17,3818.07000000,31500.99546600,119564023.12004227,201626,3758.01
1.55E+12,2019-02-28,BTC/USDT,3818.04000000,3888,3763.87,3813.69000000,32561.96104400,124703738.39336836,233849,3825.935
1.55E+12,2019-03-01,BTC/USDT,3814.26000000,3857,3813.01,3823.00000000,23174.57217000,88851336.52111789,179860,3835.005
1.55E+12,2019-03-02,BTC/USDT,3822.17000000,3841.31,3772.25,3819.93000000,19445.83835500,74175357.77882297,149854,3806.78
1.55E+12,2019-03-03,BTC/USDT,3819.97000000,3835,3781.32,3807.75000000,16718.16541000,63791898.99159701,127681,3808.16
1.55E+12,2019-03-04,BTC/USDT,3807.32000000,3830,3670.69,3715.30000000,34742.84166000,129739738.23815794,218615,3750.345
1.55E+12,2019-03-05,BTC/USDT,3716.10000000,3877.1,3703.55,3857.73000000,32962.53616200,124945530.76214453,202444,3790.325
1.55E+12,2019-03-06,BTC/USDT,3857.58000000,3907,3813.09,3861.84000000,24775.11883000,95417637.58898660,165101,3860.045
1.55E+12,2019-03-07,BTC/USDT,3861.84000000,3905.4,3840.4,3873.64000000,26455.25766100,102585458.38333898,180520,3872.9
1.55E+12,2019-03-08,BTC/USDT,3873.63000000,3932,3800,3864.89000000,34730.36659200,135000852.01035948,211534,3866
1.55E+12,2019-03-09,BTC/USDT,3864.88000000,3971.75,3854.75,3943.04000000,30979.74765300,121353606.96803356,206869,3913.25
1.55E+12,2019-03-10,BTC/USDT,3943.43000000,3943.43,3881.69,3916.82000000,23187.56141200,90693949.72150731,167920,3912.56
1.55E+12,2019-03-11,BTC/USDT,3915.99000000,3936.98,3830,3871.61000000,38066.88570500,147721971.09446938,209916,3883.49
1.55E+12,2019-03-12,BTC/USDT,3871.61000000,3905.2,3826.06,3882.73000000,26921.00862200,104393849.44844826,182885,3865.63
1.55E+12,2019-03-13,BTC/USDT,3882.69000000,3893.56,3840,3866.00000000,24461.00875700,94680049.46033754,186572,3866.78
1.55E+12,2019-03-14,BTC/USDT,3866.00000000,3920,3810.43,3877.12000000,27048.74853000,104673038.77602254,196651,3865.215
1.55E+12,2019-03-15,BTC/USDT,3877.12000000,3939.22,3872.2,3923.76000000,21740.06149800,84919900.71744472,163866,3905.71
1.55E+12,2019-03-16,BTC/USDT,3924.46000000,4056.98,3921.98,4005.98000000,28568.37612400,114227606.40681695,216198,3989.48
1.55E+12,2019-03-17,BTC/USDT,4005.98000000,4012,3950.01,3981.14000000,18814.25557700,74893913.05776027,146953,3981.005
1.55E+12,2019-03-18,BTC/USDT,3981.85000000,4037,3953.33,3987.81000000,22454.47801000,89526258.38910637,157876,3995.165
1.55E+12,2019-03-19,BTC/USDT,3987.83000000,4031,3970,4015.53000000,19893.74181500,79503748.36263466,147394,4000.5
1.55E+12,2019-03-20,BTC/USDT,4017.48000000,4050,3980.5,4043.04000000,23432.30025500,94019734.23326426,175036,4015.25
1.55E+12,2019-03-21,BTC/USDT,4043.04000000,4069.32,3880.01,3980.64000000,35997.68211900,144010401.50845117,236100,3974.665
1.55E+12,2019-03-22,BTC/USDT,3980.85000000,4008,3968.25,3986.93000000,20022.60631800,79861943.81089970,153703,3988.125
1.55E+12,2019-03-23,BTC/USDT,3987.89000000,4018.83,3978.01,4006.01000000,17302.60431800,69169819.86286371,143155,3998.42
1.55E+12,2019-03-24,BTC/USDT,4006.01000000,4006.02,3950,3992.18000000,17179.85064800,68524082.74695625,131087,3978.01
1.55E+12,2019-03-25,BTC/USDT,3991.35000000,3999.3,3888.71,3936.12000000,33192.89021700,131507366.37512891,227739,3944.005
1.55E+12,2019-03-26,BTC/USDT,3935.47000000,3958.98,3894,3948.55000000,29349.53762700,115330070.99071545,192418,3926.49
1.55E+12,2019-03-27,BTC/USDT,3948.77000000,4048,3936.15,4038.05000000,32364.55585200,129681258.01621350,224309,3992.075
1.55E+12,2019-03-28,BTC/USDT,4039.58000000,4039.7,4002,4027.81000000,20089.29387500,80822230.57984656,157060,4020.85
1.55E+12,2019-03-29,BTC/USDT,4028.22000000,4123.71,4024.03,4103.25000000,30084.21744400,122585822.58650480,203826,4073.87
1.55E+12,2019-03-30,BTC/USDT,4104.24000000,4140,4052,4106.97000000,19509.29260100,79853835.58182401,162463,4096
1.55E+12,2019-03-31,BTC/USDT,4106.99000000,4116.12,4082.57,4103.95000000,13525.08743300,55472147.12701675,124046,4099.345
1.55E+12,2019-04-01,BTC/USDT,4102.44000000,4158.7,4067,4144.56000000,25507.06764100,105388238.14788892,184268,4112.85
1.55E+12,2019-04-02,BTC/USDT,4144.54000000,4897.99,4140.54,4857.29000000,105383.63926300,489018726.75750669,609133,4519.265
1.55E+12,2019-04-03,BTC/USDT,4857.19000000,5275.01,4753.5,4932.60000000,109890.12574300,548900970.91788429,692019,5014.255
1.55E+12,2019-04-04,BTC/USDT,4932.59000000,5039.08,4777,4898.66000000,61054.25416800,301411332.00902432,419141,4908.04
1.55E+12,2019-04-05,BTC/USDT,4898.64000000,5028.22,4880.62,5004.95000000,39768.55280600,197660830.71096662,292375,4954.42
1.55E+12,2019-04-06,BTC/USDT,5004.96000000,5205,4928.59,5043.89000000,41770.84231300,210963411.61313188,281237,5066.795
1.55E+12,2019-04-07,BTC/USDT,5042.07000000,5234,5026,5170.27000000,37615.48680400,192916750.57190406,274084,5130
1.55E+12,2019-04-08,BTC/USDT,5170.27000000,5305,5039,5236.90000000,50178.43078200,260487077.76756680,350828,5172
1.55E+12,2019-04-09,BTC/USDT,5238.38000000,5238.4,5076.68,5150.00000000,34067.01231100,175633627.31637351,253381,5157.54
1.55E+12,2019-04-10,BTC/USDT,5150.00000000,5422,5135,5308.25000000,40073.62047100,210870034.51205530,260967,5278.5
1.55E+12,2019-04-11,BTC/USDT,5307.86000000,5332.67,4927,5017.37000000,54696.60068600,277736905.85749792,369304,5129.835
1.56E+12,2019-04-12,BTC/USDT,5017.37000000,5080.58,4861.22,5048.01000000,33276.67861400,166485761.07931210,226036,4970.9
1.56E+12,2019-04-13,BTC/USDT,5047.00000000,5099,5004,5045.22000000,17292.45680200,87375984.44461506,138674,5051.5
1.56E+12,2019-04-14,BTC/USDT,5047.45000000,5152.99,5000,5131.30000000,18281.60773900,92594930.42710131,131700,5076.495
1.56E+12,2019-04-15,BTC/USDT,5131.28000000,5167.38,4950,5024.95000000,29057.19158100,147687551.94147710,204944,5058.69
1.56E+12,2019-04-16,BTC/USDT,5024.95000000,5197.72,5003.94,5173.72000000,24242.22949300,123581651.71216356,168550,5100.83
1.56E+12,2019-04-17,BTC/USDT,5173.72000000,5230.4,5146.8,5202.82000000,23307.53613400,120972345.51821637,179490,5188.6
