unix,ds,symbol,open,high,low,close,Volume XLM,Volume USDT,tradecount,Value
1.533E+12,2018-07-31,XLM/USDT,0.29459,0.29466,0.26404,0.27693,37561749.83,10390801.39,17196,0.27935
1.53308E+12,2018-08-01,XLM/USDT,0.27693,0.285,0.26335,0.27684,42449089.4,11595474.92,18919,0.274175
1.53317E+12,2018-08-02,XLM/USDT,0.27683,0.28246,0.25754,0.25946,37464539.83,10074262.83,16667,0.27
1.53325E+12,2018-08-03,XLM/USDT,0.25922,0.26904,0.24525,0.25564,43599207.08,11114141.91,20512,0.257145
1.53334E+12,2018-08-04,XLM/USDT,0.256,0.26042,0.23386,0.23886,35244249.88,8702515.348,14995,0.24714
1.53343E+12,2018-08-05,XLM/USDT,0.23909,0.24671,0.233,0.2431,14302178.4,3439500.271,7645,0.239855
1.53351E+12,2018-08-06,XLM/USDT,0.24309,0.24793,0.22883,0.23314,31470366.6,7477887.443,13442,0.23838
1.5336E+12,2018-08-07,XLM/USDT,0.2329,0.24581,0.225,0.22799,38590723.27,9133430.889,17649,0.235405
1.53369E+12,2018-08-08,XLM/USDT,0.22799,0.22799,0.19319,0.19731,47405250.93,9900150.369,21962,0.21059
1.53377E+12,2018-08-09,XLM/USDT,0.19761,0.22814,0.1965,0.22065,54873006.2,11643296.22,26765,0.21232
1.53386E+12,2018-08-10,XLM/USDT,0.22065,0.241,0.21167,0.22187,97395416.1,21773812.58,42756,0.226335
1.53395E+12,2018-08-11,XLM/USDT,0.22253,0.2266,0.2001,0.21598,73928434.4,15785692.18,31919,0.21335
1.53403E+12,2018-08-12,XLM/USDT,0.21599,0.22969,0.21384,0.22344,56032858.6,12495347.62,25365,0.221765
1.53412E+12,2018-08-13,XLM/USDT,0.22342,0.24331,0.21888,0.22174,84639902.4,19548578.52,36171,0.231095
1.5342E+12,2018-08-14,XLM/USDT,0.2216,0.22161,0.19399,0.21661,79333192.4,16725195.25,35480,0.2078
1.53429E+12,2018-08-15,XLM/USDT,0.21687,0.23888,0.213,0.21475,70942863.1,15845065.81,32963,0.22594
1.53438E+12,2018-08-16,XLM/USDT,0.21475,0.22199,0.20792,0.21451,40209210.6,8610736.346,18249,0.214955
1.53446E+12,2018-08-17,XLM/USDT,0.21452,0.2404,0.21398,0.23939,56968283.4,12905666.11,26730,0.22719
1.53455E+12,2018-08-18,XLM/USDT,0.2392,0.24711,0.21698,0.22188,45018497.1,10276420.56,22300,0.232045
1.53464E+12,2018-08-19,XLM/USDT,0.22188,0.2328,0.21921,0.22785,34994430.2,7919514.334,14981,0.226005
1.53472E+12,2018-08-20,XLM/USDT,0.22786,0.2318,0.21117,0.21134,33992821.1,7570557.67,15620,0.221485
1.53481E+12,2018-08-21,XLM/USDT,0.21134,0.22113,0.21115,0.21898,28216389,6111363.898,12156,0.21614
1.5349E+12,2018-08-22,XLM/USDT,0.21896,0.23098,0.20151,0.20752,40518457.7,8873411.731,19138,0.216245
1.53498E+12,2018-08-23,XLM/USDT,0.20819,0.21695,0.20743,0.21694,30762015.3,6517749.497,12856,0.21219
1.53507E+12,2018-08-24,XLM/USDT,0.21694,0.22,0.21093,0.21903,26854801.9,5779758.567,11826,0.215465
1.53516E+12,2018-08-25,XLM/USDT,0.21902,0.22016,0.21515,0.21787,32238330.5,7000383.963,12636,0.217655
1.53524E+12,2018-08-26,XLM/USDT,0.21787,0.21878,0.208,0.213,33082402.6,7027117.169,12439,0.21339
1.53533E+12,2018-08-27,XLM/USDT,0.2129,0.22759,0.2122,0.22728,40997745.7,8959882.537,16314,0.219895
1.53541E+12,2018-08-28,XLM/USDT,0.22759,0.24037,0.22333,0.23528,58535121.6,13509647.11,24662,0.23185
1.5355E+12,2018-08-29,XLM/USDT,0.23583,0.23674,0.21955,0.2262,46869062.3,10726543.94,17439,0.228145
1.53559E+12,2018-08-30,XLM/USDT,0.22552,0.228,0.21268,0.22185,34705809.3,7613608.496,14931,0.22034
1.53567E+12,2018-08-31,XLM/USDT,0.22281,0.22452,0.21593,0.22282,32509342.3,7164197.362,13841,0.220225
1.53576E+12,2018-09-01,XLM/USDT,0.22279,0.2356,0.22213,0.22991,41767382.5,9556541.806,17426,0.228865
1.53585E+12,2018-09-02,XLM/USDT,0.22951,0.23263,0.22306,0.226,31806805,7226783.161,14018,0.227845
1.53593E+12,2018-09-03,XLM/USDT,0.226,0.22674,0.21913,0.22061,30641876,6823240.055,13370,0.222935
1.53602E+12,2018-09-04,XLM/USDT,0.22062,0.23554,0.21986,0.23206,47634446.1,10768891.38,19483,0.2277
1.53611E+12,2018-09-05,XLM/USDT,0.23228,0.23476,0.2023,0.20335,56770932.1,12435262.08,25876,0.21853
1.53619E+12,2018-09-06,XLM/USDT,0.2036,0.21083,0.192,0.208,44921407.4,8920206.404,18986,0.201415
1.53628E+12,2018-09-07,XLM/USDT,0.2081,0.2129,0.19552,0.20593,36113437.3,7433697.33,15946,0.20421
1.53636E+12,2018-09-08,XLM/USDT,0.20581,0.2084,0.18806,0.19328,31469204,6319621.099,13752,0.19823
1.53645E+12,2018-09-09,XLM/USDT,0.19328,0.19989,0.18842,0.19024,33175708.3,6444315.775,13919,0.194155
1.53654E+12,2018-09-10,XLM/USDT,0.19009,0.19486,0.18,0.19011,33829427.8,6434561.697,13151,0.18743
1.53662E+12,2018-09-11,XLM/USDT,0.19026,0.2107,0.18179,0.20071,65844553.7,12939383.31,23933,0.196245
1.53671E+12,2018-09-12,XLM/USDT,0.20046,0.2085,0.1839,0.19672,66043031.3,12991334.86,26403,0.1962
1.5368E+12,2018-09-13,XLM/USDT,0.19685,0.21264,0.1967,0.2058,50776775.7,10441248.02,22083,0.20467
1.53688E+12,2018-09-14,XLM/USDT,0.20555,0.20968,0.19611,0.20012,36313667.4,7374423.105,17107,0.202895
1.53697E+12,2018-09-15,XLM/USDT,0.20012,0.20621,0.19915,0.20204,25775901.9,5235592.584,11206,0.20268
1.53706E+12,2018-09-16,XLM/USDT,0.20236,0.20932,0.1977,0.2058,30205441.7,6180529.985,13059,0.20351
1.53714E+12,2018-09-17,XLM/USDT,0.20668,0.20982,0.19351,0.19521,32998774.7,6686797,15176,0.201665
1.53723E+12,2018-09-18,XLM/USDT,0.19522,0.21565,0.18775,0.20666,45601109.4,9347275.774,20268,0.2017
1.53732E+12,2018-09-19,XLM/USDT,0.2069,0.2115,0.1981,0.20632,34162894,7049412.399,16097,0.2048
1.5374E+12,2018-09-20,XLM/USDT,0.20672,0.2455,0.205,0.23216,65145758.6,14366304.9,26479,0.22525
1.53749E+12,2018-09-21,XLM/USDT,0.232,0.28047,0.23132,0.24808,144704231.6,36355555.19,63486,0.255895
1.53757E+12,2018-09-22,XLM/USDT,0.24808,0.252,0.23132,0.24047,51788286.2,12436627.29,25127,0.24166
1.53766E+12,2018-09-23,XLM/USDT,0.23992,0.30462,0.23902,0.28163,207878364.6,58743947.59,84903,0.27182
1.53775E+12,2018-09-24,XLM/USDT,0.28131,0.2835,0.25113,0.25856,108928314.1,28922756.93,50792,0.267315
1.53783E+12,2018-09-25,XLM/USDT,0.25876,0.2591,0.23058,0.253,113539555.5,27603545.32,47665,0.24484
1.53792E+12,2018-09-26,XLM/USDT,0.25306,0.2588,0.2371,0.24353,81284688.3,20250410.17,37431,0.24795
1.53801E+12,2018-09-27,XLM/USDT,0.24355,0.26582,0.24261,0.26009,73280962.3,18735071.87,37922,0.254215
1.53809E+12,2018-09-28,XLM/USDT,0.25972,0.265,0.24746,0.25325,42482333.5,10833749.94,22653,0.25623
1.53818E+12,2018-09-29,XLM/USDT,0.25359,0.2619,0.24422,0.2543,26593166.9,6750023.226,17652,0.25306
1.53827E+12,2018-09-30,XLM/USDT,0.25419,0.26422,0.25,0.2599,43365993.9,11201240,24335,0.25711
1.53835E+12,2018-10-01,XLM/USDT,0.25965,0.26473,0.2512,0.25883,42805031,11116252.54,24389,0.257965
1.53844E+12,2018-10-02,XLM/USDT,0.25876,0.26091,0.24529,0.24662,35101181.8,8925634.087,18641,0.2531
1.53852E+12,2018-10-03,XLM/USDT,0.24662,0.24917,0.23618,0.2419,35974522.4,8720709.267,18960,0.242675
1.53861E+12,2018-10-04,XLM/USDT,0.24203,0.25,0.24095,0.2443,29279184.2,7194556.442,12150,0.245475
1.5387E+12,2018-10-05,XLM/USDT,0.24433,0.25,0.24065,0.24767,29788252.3,7294136.94,11726,0.245325
1.53878E+12,2018-10-06,XLM/USDT,0.24716,0.2483,0.23956,0.24145,30514317.1,7445343.541,11344,0.24393
1.53887E+12,2018-10-07,XLM/USDT,0.24155,0.24569,0.23809,0.24535,28664542.2,6928859.472,11968,0.24189
1.53896E+12,2018-10-08,XLM/USDT,0.24491,0.25155,0.24213,0.24998,34047119,8394579.651,15548,0.24684
1.53904E+12,2018-10-09,XLM/USDT,0.25018,0.25134,0.24366,0.2481,32191450.6,7942564.243,13330,0.2475
1.53913E+12,2018-10-10,XLM/USDT,0.24779,0.24799,0.2415,0.24306,27269383.2,6649687.733,12413,0.244745
1.53922E+12,2018-10-11,XLM/USDT,0.24318,0.24337,0.20562,0.2071,52404257.6,11464751.33,29233,0.224495
1.5393E+12,2018-10-12,XLM/USDT,0.20721,0.222,0.20553,0.21563,29848209.4,6456849.661,14619,0.213765
1.53939E+12,2018-10-13,XLM/USDT,0.21522,0.22023,0.21496,0.21624,28377923.4,6164076.179,10406,0.217595
1.53948E+12,2018-10-14,XLM/USDT,0.21625,0.21922,0.2092,0.21102,30567946.8,6610395.32,11357,0.21421
1.53956E+12,2018-10-15,XLM/USDT,0.21072,0.24999,0.20911,0.22943,57620991.9,13306375.94,31451,0.22955
1.53965E+12,2018-10-16,XLM/USDT,0.22938,0.23864,0.22767,0.23675,26945278,6242343.296,13053,0.233155
1.53973E+12,2018-10-17,XLM/USDT,0.23674,0.2537,0.23542,0.24971,40849608.2,10034823.69,21974,0.24456
1.53982E+12,2018-10-18,XLM/USDT,0.24983,0.2559,0.235,0.24556,33502257.8,8266169.986,18395,0.24545
1.53991E+12,2018-10-19,XLM/USDT,0.24555,0.25262,0.239,0.25008,22997353.7,5675921.314,13386,0.24581
1.53999E+12,2018-10-20,XLM/USDT,0.24989,0.262,0.24658,0.25185,31022820.8,7833269.473,15714,0.25429
1.54008E+12,2018-10-21,XLM/USDT,0.25207,0.2559,0.24664,0.24731,28150050.3,7065093.94,12124,0.25127
1.54017E+12,2018-10-22,XLM/USDT,0.2473,0.25127,0.2427,0.24851,19661712.8,4872106.874,10995,0.246985
1.54025E+12,2018-10-23,XLM/USDT,0.24818,0.25298,0.24313,0.24555,14999952.1,3706058.602,10276,0.248055
1.54034E+12,2018-10-24,XLM/USDT,0.24555,0.24822,0.24,0.24113,13644738,3334484.098,9114,0.24411
1.54043E+12,2018-10-25,XLM/USDT,0.24113,0.24289,0.2371,0.23836,8815410.3,2109119.061,7206,0.239995
1.54051E+12,2018-10-26,XLM/USDT,0.23817,0.24034,0.23401,0.2371,7249881.1,1717671.21,5987,0.237175
1.5406E+12,2018-10-27,XLM/USDT,0.23747,0.23792,0.22856,0.23113,7474091.4,1747990.26,6072,0.23324
1.54068E+12,2018-10-28,XLM/USDT,0.23114,0.23768,0.2302,0.23453,6856732.5,1600512.294,5907,0.23394
1.54077E+12,2018-10-29,XLM/USDT,0.23501,0.23584,0.22119,0.22273,10058177,2281581.504,8319,0.228515
1.54086E+12,2018-10-30,XLM/USDT,0.22283,0.22798,0.22262,0.22368,5637973.8,1266436.572,5322,0.2253
1.54094E+12,2018-10-31,XLM/USDT,0.22381,0.22725,0.218,0.22668,8231911.9,1835889.433,6915,0.222625
1.54103E+12,2018-11-01,XLM/USDT,0.22699,0.22757,0.2212,0.22648,7218764.2,1628236.024,5072,0.224385
1.54112E+12,2018-11-02,XLM/USDT,0.2261,0.24298,0.22575,0.23838,14099150.9,3293665.637,10143,0.234365
1.5412E+12,2018-11-03,XLM/USDT,0.23838,0.24499,0.2359,0.23673,11466321,2747182.349,10130,0.240445
1.54129E+12,2018-11-04,XLM/USDT,0.2369,0.25018,0.23623,0.24596,19707530.9,4817787.708,14886,0.243205
1.54138E+12,2018-11-05,XLM/USDT,0.24581,0.24959,0.237,0.24919,13266220,3249942.89,11417,0.243295
1.54146E+12,2018-11-06,XLM/USDT,0.24896,0.27099,0.24862,0.2688,35121277.1,9082715.874,29534,0.259805
1.54155E+12,2018-11-07,XLM/USDT,0.26876,0.2692,0.2535,0.25916,29093599,7585707.364,25636,0.26135
1.54164E+12,2018-11-08,XLM/USDT,0.25927,0.26891,0.25,0.25825,32737285.4,8490585.844,26490,0.259455
1.54172E+12,2018-11-09,XLM/USDT,0.25831,0.268,0.25363,0.25864,27928331.7,7291643.35,23986,0.260815
1.54181E+12,2018-11-10,XLM/USDT,0.25846,0.2659,0.25708,0.26459,11894773.9,3114427.332,13106,0.26149
1.54189E+12,2018-11-11,XLM/USDT,0.26484,0.281,0.26308,0.27712,46321864.9,12659785.78,36912,0.27204
1.54198E+12,2018-11-12,XLM/USDT,0.27767,0.2871,0.2694,0.27108,37698144.4,10448664.86,34405,0.27825
1.54207E+12,2018-11-13,XLM/USDT,0.2713,0.27495,0.25896,0.26139,29004949.6,7745951.638,26990,0.266955
1.54215E+12,2018-11-14,XLM/USDT,0.26121,0.26184,0.22246,0.241,64918497.6,15546105.98,44613,0.24215
1.54224E+12,2018-11-15,XLM/USDT,0.24104,0.25229,0.215,0.24508,77979723,18346386.93,53303,0.233645
1.54233E+12,2018-11-16,XLM/USDT,0.24586,0.25292,0.23617,0.24148,74112802.4,18079605.43,52287,0.244545
1.54241E+12,2018-11-17,XLM/USDT,0.24159,0.2509,0.23483,0.24886,50712116.5,12352268.32,40241,0.242865
1.5425E+12,2018-11-18,XLM/USDT,0.24883,0.25865,0.24741,0.25333,48162678.1,12194643.6,34366,0.25303
1.54259E+12,2018-11-19,XLM/USDT,0.25347,0.25357,0.22481,0.22749,91359889.7,21311872.29,58059,0.23919
1.54267E+12,2018-11-20,XLM/USDT,0.22771,0.23626,0.18118,0.19688,137391183.7,28716044.84,82253,0.20872
1.54276E+12,2018-11-21,XLM/USDT,0.19708,0.21571,0.18812,0.20619,89347572.1,18036775.99,46965,0.201915
1.54284E+12,2018-11-22,XLM/USDT,0.20636,0.20877,0.1862,0.18715,51225049.1,10136392.91,22247,0.197485
1.54293E+12,2018-11-23,XLM/USDT,0.18694,0.192,0.17635,0.18395,73887985.3,13464331.32,31094,0.184175
1.54302E+12,2018-11-24,XLM/USDT,0.18404,0.18989,0.1435,0.15399,120535743.3,19740154.03,37925,0.166695
1.5431E+12,2018-11-25,XLM/USDT,0.15401,0.165,0.13337,0.16293,171890681.7,25291351.89,62255,0.149185
1.54319E+12,2018-11-26,XLM/USDT,0.16293,0.16774,0.1391,0.14773,143481584.2,21859798.81,65515,0.15342
1.54328E+12,2018-11-27,XLM/USDT,0.14782,0.15095,0.13842,0.14663,77023772.4,11054709.23,37240,0.144685
1.54336E+12,2018-11-28,XLM/USDT,0.14654,0.16787,0.146,0.16107,79058978.8,12508431.34,39893,0.156935
1.54345E+12,2018-11-29,XLM/USDT,0.16107,0.17365,0.15357,0.16524,69680253.6,11441519.94,36367,0.16361
1.54354E+12,2018-11-30,XLM/USDT,0.16523,0.17456,0.15267,0.15973,79097492.3,12854945.07,41451,0.163615
1.54362E+12,2018-12-01,XLM/USDT,0.15973,0.16998,0.157,0.16451,42920328.2,7045621.584,24307,0.16349
1.54371E+12,2018-12-02,XLM/USDT,0.16471,0.16894,0.15929,0.16101,33708298.7,5493781.054,19797,0.164115
1.5438E+12,2018-12-03,XLM/USDT,0.16107,0.16208,0.14799,0.14893,38019664.7,5853077.44,22134,0.155035
1.54388E+12,2018-12-04,XLM/USDT,0.14899,0.15413,0.1432,0.14692,33373895,4986944.945,19780,0.148665
1.54397E+12,2018-12-05,XLM/USDT,0.147,0.1473,0.1325,0.13393,31875507.6,4489914.983,19465,0.1399
1.54405E+12,2018-12-06,XLM/USDT,0.13369,0.13896,0.11756,0.1178,43626218.93,5664577.928,27585,0.12826
1.54414E+12,2018-12-07,XLM/USDT,0.11778,0.126,0.10501,0.11495,61593256.2,6908393.235,37567,0.115505
1.54423E+12,2018-12-08,XLM/USDT,0.11495,0.1238,0.10961,0.1162,54268413,6337277.285,31453,0.116705
1.54431E+12,2018-12-09,XLM/USDT,0.11617,0.12631,0.11423,0.12121,32485282.2,3912040.173,19304,0.12027
1.5444E+12,2018-12-10,XLM/USDT,0.12108,0.12412,0.113,0.11546,33663681.9,3953151.561,18474,0.11856
1.54449E+12,2018-12-11,XLM/USDT,0.11566,0.11728,0.1103,0.11122,24567127.5,2780625.482,14336,0.11379
1.54457E+12,2018-12-12,XLM/USDT,0.11117,0.1153,0.10999,0.1124,22177265.8,2499827.165,11798,0.112645
1.54466E+12,2018-12-13,XLM/USDT,0.11235,0.1126,0.10252,0.10472,28752856.6,3112691.527,14806,0.10756
1.54475E+12,2018-12-14,XLM/USDT,0.10474,0.10517,0.09407,0.09666,38316766.1,3812941.588,19747,0.09962
1.54483E+12,2018-12-15,XLM/USDT,0.09658,0.09894,0.09175,0.09453,30785914.9,2919967.653,17231,0.095345
1.54492E+12,2018-12-16,XLM/USDT,0.09456,0.10088,0.09425,0.09569,26505246.4,2587548.378,13972,0.097565
1.545E+12,2018-12-17,XLM/USDT,0.09559,0.11303,0.09531,0.10874,53617783.4,5629108.337,23119,0.10417
1.54509E+12,2018-12-18,XLM/USDT,0.10863,0.114,0.10453,0.11368,67374235.8,7320073.342,28180,0.109265
1.54518E+12,2018-12-19,XLM/USDT,0.11369,0.1265,0.11147,0.11174,113710969.6,13364264.87,44435,0.118985
1.54526E+12,2018-12-20,XLM/USDT,0.11166,0.12551,0.11001,0.12414,87964079.4,10504948.98,39858,0.11776
1.54535E+12,2018-12-21,XLM/USDT,0.12413,0.13307,0.11456,0.11869,118579358.4,14665043.02,48970,0.123815
1.54544E+12,2018-12-22,XLM/USDT,0.1185,0.12242,0.11466,0.1201,69963088,8236249.419,26437,0.11854
1.54552E+12,2018-12-23,XLM/USDT,0.12009,0.1277,0.119,0.12454,90016197.6,11054767.74,31850,0.12335
1.54561E+12,2018-12-24,XLM/USDT,0.12466,0.14208,0.12437,0.13063,137567699,18339917.1,55576,0.133225
1.5457E+12,2018-12-25,XLM/USDT,0.13077,0.13157,0.11392,0.11882,59412391.1,7093255.387,30262,0.122745
1.54578E+12,2018-12-26,XLM/USDT,0.11856,0.12369,0.11251,0.11836,53882530.6,6309068.517,24711,0.1181
1.54587E+12,2018-12-27,XLM/USDT,0.11836,0.11881,0.10595,0.10727,35936468.3,4042263.354,16299,0.11238
1.54596E+12,2018-12-28,XLM/USDT,0.10728,0.12099,0.10634,0.11878,42768505.9,4933624.188,20645,0.113665
1.54604E+12,2018-12-29,XLM/USDT,0.11881,0.12019,0.11402,0.11435,27352684.5,3210455.589,15862,0.117105
1.54613E+12,2018-12-30,XLM/USDT,0.11462,0.11748,0.11115,0.11556,37090038.5,4255279.034,16429,0.114315
1.54621E+12,2018-12-31,XLM/USDT,0.1156,0.1162,0.10871,0.11002,38757375.2,4360730.552,17030,0.112455
1.5463E+12,2019-01-01,XLM/USDT,0.11002,0.1138,0.10856,0.11351,21211564.9,2358440.139,11778,0.11118
1.54639E+12,2019-01-02,XLM/USDT,0.11367,0.1177,0.1115,0.11656,29386260.7,3373469.628,17028,0.1146
1.54647E+12,2019-01-03,XLM/USDT,0.11654,0.11688,0.11017,0.11139,34837060.8,3936989.52,14718,0.113525
1.54656E+12,2019-01-04,XLM/USDT,0.11146,0.1134,0.10922,0.11271,32717497.6,3651454.174,17843,0.11131
1.54665E+12,2019-01-05,XLM/USDT,0.11276,0.11397,0.11109,0.11148,35826640.9,4036564.586,17769,0.11253
1.54673E+12,2019-01-06,XLM/USDT,0.11161,0.11999,0.11046,0.11871,46045092.8,5304126.357,23552,0.115225
1.54682E+12,2019-01-07,XLM/USDT,0.11871,0.12402,0.1183,0.12232,69725772.8,8476106.073,30780,0.12116
1.54691E+12,2019-01-08,XLM/USDT,0.12221,0.1247,0.1177,0.12153,60831886.4,7375814.487,30010,0.1212
1.54699E+12,2019-01-09,XLM/USDT,0.12158,0.12316,0.11998,0.1225,46637146.1,5670414.513,20945,0.12157
1.54708E+12,2019-01-10,XLM/USDT,0.12253,0.12757,0.10121,0.10595,99969300.9,11354701.92,44769,0.11439
1.54716E+12,2019-01-11,XLM/USDT,0.10595,0.10711,0.10125,0.10385,59381883.4,6186461.876,26560,0.10418
1.54725E+12,2019-01-12,XLM/USDT,0.10385,0.10487,0.10241,0.10447,34918334.2,3623745.12,15169,0.10364
1.54734E+12,2019-01-13,XLM/USDT,0.10451,0.11095,0.09838,0.10102,65655302.9,6925780.267,31726,0.104665
1.54742E+12,2019-01-14,XLM/USDT,0.1011,0.10895,0.10103,0.10732,48781156.6,5123262.051,22600,0.10499
1.54751E+12,2019-01-15,XLM/USDT,0.10732,0.10815,0.10227,0.1037,33954473,3577881.717,16205,0.10521
1.5476E+12,2019-01-16,XLM/USDT,0.10383,0.10763,0.10335,0.10551,19928841.4,2101246.746,12202,0.10549
1.54768E+12,2019-01-17,XLM/USDT,0.10555,0.1087,0.1024,0.10712,33367460.6,3527310.872,15437,0.10555
1.54777E+12,2019-01-18,XLM/USDT,0.10713,0.10748,0.10428,0.10542,17173987.2,1818034.123,10441,0.10588
1.54786E+12,2019-01-19,XLM/USDT,0.10561,0.1096,0.10521,0.10651,31975911.6,3426190.041,14149,0.107405
1.54794E+12,2019-01-20,XLM/USDT,0.10655,0.10768,0.10067,0.10289,41630238,4339037.861,18103,0.104175
1.54803E+12,2019-01-21,XLM/USDT,0.10289,0.1033,0.09974,0.10139,30834243.6,3140370.1,14297,0.10152
1.54812E+12,2019-01-22,XLM/USDT,0.10142,0.1032,0.09837,0.10209,33709460.4,3424706.236,15438,0.100785
1.5482E+12,2019-01-23,XLM/USDT,0.10202,0.10287,0.09872,0.10068,24497735.7,2484020.833,11602,0.100795
1.54829E+12,2019-01-24,XLM/USDT,0.10073,0.10141,0.09928,0.101,19630183.5,1969997.947,9012,0.100345
1.54837E+12,2019-01-25,XLM/USDT,0.10096,0.10098,0.09753,0.0995,19865568,1975157.904,10315,0.099255
1.54846E+12,2019-01-26,XLM/USDT,0.09947,0.10391,0.09663,0.09814,48123918.7,4809166.145,20734,0.10027
1.54855E+12,2019-01-27,XLM/USDT,0.09813,0.09833,0.09295,0.0943,53865188.7,5163339.885,21691,0.09564
1.54863E+12,2019-01-28,XLM/USDT,0.09434,0.09471,0.08305,0.08583,58244285.5,5105535.689,25705,0.08888
1.54872E+12,2019-01-29,XLM/USDT,0.08578,0.08718,0.08025,0.08216,58477819.5,4840281.529,23770,0.083715
1.54881E+12,2019-01-30,XLM/USDT,0.08214,0.08847,0.0806,0.08509,60467747.7,5129268.301,24161,0.084535
1.54889E+12,2019-01-31,XLM/USDT,0.08516,0.08786,0.08069,0.08115,58590808.7,4918303.293,23085,0.084275
1.54898E+12,2019-02-01,XLM/USDT,0.08122,0.08384,0.07858,0.08083,54378699.7,4405558.621,20352,0.08121
1.54907E+12,2019-02-02,XLM/USDT,0.08086,0.0837,0.08053,0.083,27152104,2219905.027,12236,0.082115
1.54915E+12,2019-02-03,XLM/USDT,0.08305,0.08318,0.07828,0.08012,30371157.8,2459187.413,12042,0.08073
1.54924E+12,2019-02-04,XLM/USDT,0.08021,0.08097,0.07858,0.07862,33619186.7,2677177.086,12845,0.079775
1.54932E+12,2019-02-05,XLM/USDT,0.07861,0.0788,0.07627,0.07702,40870949.6,3162189.599,15243,0.077535
1.54941E+12,2019-02-06,XLM/USDT,0.07706,0.07751,0.07241,0.07426,48707263.2,3604299.875,18102,0.07496
1.5495E+12,2019-02-07,XLM/USDT,0.07426,0.0775,0.071,0.07426,49927985.1,3733571.024,18407,0.07425
1.54958E+12,2019-02-08,XLM/USDT,0.07426,0.08336,0.07301,0.08142,85699626.8,6757614.536,28467,0.078185
1.54967E+12,2019-02-09,XLM/USDT,0.08144,0.0822,0.07922,0.08069,61187436.8,4928885.168,23926,0.08071
1.54976E+12,2019-02-10,XLM/USDT,0.08076,0.082,0.0755,0.08022,94302782.3,7394608.867,30260,0.07875
1.54984E+12,2019-02-11,XLM/USDT,0.08032,0.08066,0.07643,0.077,48908352.8,3811149.661,22699,0.078545
1.54993E+12,2019-02-12,XLM/USDT,0.07708,0.07806,0.07464,0.07718,64773546.4,4942201.524,24111,0.07635
1.55002E+12,2019-02-13,XLM/USDT,0.07718,0.07865,0.07516,0.07622,33060013.2,2540783.234,14892,0.076905
1.5501E+12,2019-02-14,XLM/USDT,0.07622,0.07691,0.0742,0.07626,45404967.2,3436231.843,17312,0.075555
1.55019E+12,2019-02-15,XLM/USDT,0.0763,0.08151,0.07568,0.07907,88466367.2,6964500.143,34156,0.078595
1.55028E+12,2019-02-16,XLM/USDT,0.07916,0.07939,0.0775,0.07811,32045596.9,2509320.084,16195,0.078445
1.55036E+12,2019-02-17,XLM/USDT,0.07805,0.0805,0.07738,0.07964,37932569.9,2975131.255,14223,0.07894
1.55045E+12,2019-02-18,XLM/USDT,0.07958,0.084,0.07868,0.08371,90707642.4,7400424.396,29670,0.08134
1.55053E+12,2019-02-19,XLM/USDT,0.08358,0.09344,0.08238,0.08974,173503486.6,15427687.05,56288,0.08791
1.55062E+12,2019-02-20,XLM/USDT,0.08982,0.09241,0.08542,0.09198,110275238.9,9806453.858,42800,0.088915
1.55071E+12,2019-02-21,XLM/USDT,0.09204,0.09428,0.0871,0.08854,82415770.8,7421696.795,31828,0.09069
1.55079E+12,2019-02-22,XLM/USDT,0.08859,0.0923,0.088,0.0904,38300174.9,3440639.92,16678,0.09015
1.55088E+12,2019-02-23,XLM/USDT,0.09049,0.09597,0.08879,0.09389,55817640.6,5153476.105,20818,0.09238
1.55097E+12,2019-02-24,XLM/USDT,0.0939,0.0972,0.08017,0.08185,108270811.2,9659807.297,39598,0.088685
1.55105E+12,2019-02-25,XLM/USDT,0.08197,0.0889,0.08171,0.08603,66203719.2,5643394.8,26714,0.085305
1.55114E+12,2019-02-26,XLM/USDT,0.08603,0.08686,0.08301,0.08441,40624278.8,3434633.815,18856,0.084935
1.55123E+12,2019-02-27,XLM/USDT,0.08436,0.0859,0.0806,0.08413,40618994.1,3401448.733,23824,0.08325
1.55131E+12,2019-02-28,XLM/USDT,0.08414,0.08541,0.0824,0.08439,27796094.8,2333021.501,21738,0.083905
1.5514E+12,2019-03-01,XLM/USDT,0.08452,0.0863,0.08394,0.08467,25195267.4,2140541.315,19786,0.08512
1.55148E+12,2019-03-02,XLM/USDT,0.08467,0.0858,0.08243,0.08358,20248088.1,1693751.537,10903,0.084115
1.55157E+12,2019-03-03,XLM/USDT,0.0836,0.09,0.0826,0.0875,53169299.3,4625795.291,22560,0.0863
1.55166E+12,2019-03-04,XLM/USDT,0.0875,0.08766,0.07939,0.08199,53284163.4,4410499.778,23355,0.083525
1.55174E+12,2019-03-05,XLM/USDT,0.082,0.08646,0.08054,0.08565,40081699.4,3370020.031,17669,0.0835
1.55183E+12,2019-03-06,XLM/USDT,0.08567,0.08616,0.08347,0.08469,29652710.5,2508585.827,12295,0.084815
1.55192E+12,2019-03-07,XLM/USDT,0.08462,0.08591,0.08368,0.08519,23761876.4,2020638.338,13960,0.084795
1.552E+12,2019-03-08,XLM/USDT,0.08519,0.0899,0.08507,0.08629,57398059.9,5023990.096,26775,0.087485
1.55209E+12,2019-03-09,XLM/USDT,0.08619,0.092,0.0858,0.09028,53166134.2,4748235.002,29482,0.0889
1.55218E+12,2019-03-10,XLM/USDT,0.09035,0.1044,0.08952,0.10028,171407268.1,16678669.88,68972,0.09696
