DATA_SET_NAME,Method,MAE,MSE,RMSE
D-dep-93,Prophet Method,0.056143211300250566,0.005444571848423399,0.07378734206097547
D-dep_02,Prophet Method,0.09421211910115158,0.014941767522551318,0.1222365228667411
D-dep-91,Prophet Method,0.07407435617230403,0.009397502198756454,0.0969407148661307
D-dep-95,Prophet Method,0.09375419908234285,0.024055182763055648,0.1550973331913081
D-dep-78,Prophet Method,0.08390252956771041,0.012429580928543252,0.1114880304272313
D-dep_09,Prophet Method,0.13433894038815683,0.028946020627749553,0.17013530094530516
D-dep-94,Prophet Method,0.053599686181506824,0.005524486605452982,0.07432689019091934
D-dep-74,Prophet Method,0.33887113456780005,0.13212705533087715,0.36349285458022024
D-dep_06,Prophet Method,0.12498968400183207,0.02507679598073637,0.15835654700938756
D-dep_04,Prophet Method,0.14344016771468943,0.032277970677333186,0.1796607098876468
D-dep_07,Prophet Method,0.20085264486037308,0.05500403760404114,0.23452939603393247
D-dep-92,Prophet Method,0.05988142749300605,0.006431596611563762,0.08019723568530128
D-dep-90,Prophet Method,0.13494260349094409,0.0313176089151265,0.1769678188686477
D-dep_08,Prophet Method,0.14228187169024334,0.033571815713820306,0.18322613272625798
D-dep-77,Prophet Method,0.07815532780051616,0.009953804573426248,0.09976875549703047
D-dep-75,Prophet Method,0.05699508151575201,0.006912663989819628,0.08314243194554527
