DATA_SET_NAME,MAE,MSE,RMSE
D-spain_reservoir,0.16756245404777131,0.05440076557795301,0.23323971698223483
D_-_spain_fossilhardcoal,0.2556655656079846,0.10215648502605487,0.3196192813740355
D_-_spain_fossilbrowncoal,0.2552879076960019,0.10105997789602286,0.3178993203767867
D-spain_river,0.22034004832640364,0.07990701999894394,0.28267829771481207
D_-_spain_fossilgas,0.1759255621254692,0.05664107208693906,0.23799384884265193
D-spain_wind_onshore,0.14803522714938142,0.03803463510029176,0.19502470382054618
D-spain_solar,0.30396607017131244,0.1413324038682161,0.3759420219504812
D-spain_other,0.13211212734588487,0.04945565244370032,0.2223862685592353
D-spain_hydroconsump,0.176188623908678,0.04402123446392949,0.20981237919610343
D-spain_other_ren,0.17244090289914055,0.04431152247610254,0.21050302248685776
D-spain_nuclear,0.16001375817118746,0.03479514482791998,0.1865345673807404
D_-_spain_biomass,0.09556642140247826,0.018011595878678666,0.13420728698054613
D-spain_waste,0.1258500879256009,0.028348987582141105,0.168371575932938
D_-_spain_fossiloil,0.11576833773816039,0.02063921899409869,0.143663561817528
