DATA_SET_NAME,MAE,MSE,RMSE
D-dep-93,0.05469673117392951,0.0044756436040619876,0.06690025115096346
D-dep_02,0.12721154674807642,0.02762301918836163,0.16620174243479408
D-dep-91,0.07066137763161039,0.007611614734097273,0.0872445685077144
D-dep-95,0.1146101873189481,0.031600167339739915,0.17776435902548046
D-dep-78,0.07096073206732363,0.0079594957947641,0.08921600638206185
D-dep_09,0.13228280307722187,0.028835083774602796,0.1698089625862039
D-dep-94,0.05136210255518121,0.004154317650707476,0.06445399639050689
D-dep-74,0.07337427677590215,0.009822654583006572,0.09910930623814583
D-dep_06,0.1430927817578228,0.03582873987475649,0.18928481152685359
D-dep_04,0.22229539707262036,0.066979258413272,0.2588035131393544
D-dep_07,0.12437455387211706,0.025156415098315375,0.15860773971756667
D-dep-92,0.051788493142763986,0.004526012887320134,0.06727564854626178
D-dep-90,0.1762915399570094,0.05440201887237937,0.23324240367561677
D-dep_08,0.1498864859918123,0.03640704128674475,0.19080629257638426
D-dep-77,0.07672945239582299,0.009148895147444928,0.09564985701737838
D-dep-75,0.059353520869330795,0.005477554160298207,0.07401050033811558
