DATA_SET_NAME,MAE,MSE,RMSE
D-ZEC_USDT,0.26615996223062033,0.11869924018884064,0.3445275608552103
D-ltc,0.05391002300177495,0.004249300856779654,0.06518666164776084
D-ETC_USDT,0.08415116115032058,0.021804313316141327,0.14766283661145524
D-TRX_USDT,0.4916143060792706,0.3473889343226251,0.5893970939210891
D-bitcoin,0.08421334365384771,0.010676345885214121,0.10332640458863417
D-eos,0.021443662987930344,0.0013363025939342988,0.03655547283149677
D-neo,0.016910971322863178,0.00042136580023898466,0.020527196599608645
D-eth,0.028514871973517847,0.0011583215812741216,0.03403412377708763
D-link,0.6942646911114742,0.6456193806241969,0.8035044372150019
D-bnb,0.11324026938729721,0.016657821028741675,0.12906518131836206
D-ADA_USDT,0.37041586192561776,0.18370526695233091,0.4286085241246736
D-xrp,0.30877559578307273,0.1434689525459338,0.3787729564606399
D-XLM_USDT,0.40151531806966795,0.3608641290297742,0.600719675913628
