DATA_SET_NAME,MAE,MSE,RMSE
D-spain_reservoir,0.13013244748295036,0.02522810523345127,0.15883357716003021
D_-_spain_fossilhardcoal,0.20661277224885205,0.06265089386709773,0.2503016058020758
D_-_spain_fossilbrowncoal,0.25716541092435413,0.10708149155978217,0.32723308445171334
D-spain_river,0.1703453778600655,0.039555025299945965,0.1988844521322518
D_-_spain_fossilgas,0.1777699521893449,0.058070390440919606,0.24097798746134388
D-spain_wind_onshore,0.14888949142390642,0.03497550722844776,0.18701739819719382
D-spain_solar,0.24246750346234053,0.07231091778942288,0.2689068942764816
D-spain_other,0.1192560456311592,0.04594420825496794,0.21434600125723816
D-spain_hydroconsump,0.1446464052160655,0.030275295435458708,0.17399797537747014
D-spain_other_ren,0.1550407275987332,0.03520769010022063,0.18763712345967318
D-spain_nuclear,0.1638802355998053,0.03285173037585,0.18125046310520146
D_-_spain_biomass,0.09578240095396842,0.019649851507424855,0.14017792803228638
D-spain_waste,0.11182345351104256,0.019670522773162842,0.1402516408929423
D_-_spain_fossiloil,0.13720847138972378,0.026040479298000078,0.1613706271227824
